case,problem,cores,makespan,speedup,original_bytes,added_bytes,scheduled_bytes,modeled_pre_spill_bytes,inferred_spill_bytes,spill_model_checked_against_record,root_read_bytes,root_replication_bytes,root_replication_fraction,active_cores,subgraphs,fixed_core_compute_fraction,global_compute_floor_fraction,heaviest_subgraph_compute_fraction,original_compute_path_fraction,logical_ddr_volume_over_time,hit_rate_if_available,cache_record_available,plan_sha256
case_026,2,5,28623,3.465849142298152,528854,765184,1294038,1294038,0,False,850102,361216,0.27913863425958124,5,636,0.5316703350452433,0.4944834573594662,0.05408238130175034,0.1508926387869895,0.7534954407294833,,False,425414a5a2c3833a85d388145c07470fdfc9cdc29830b4a0a39b385fdee5d23a
case_026,3,5,26036,3.8102243048087265,528854,765184,1294038,1294038,0,False,850102,361216,0.27913863425958124,5,636,0.5844983868489784,0.5436165309571362,0.059456137655553846,0.16588569672760792,0.8283645721308956,,False,425414a5a2c3833a85d388145c07470fdfc9cdc29830b4a0a39b385fdee5d23a
case_027,1,5,473151,4.996189377175574,2039808,8085504,10125312,10125312,0,False,7372800,5529600,0.5461165048543689,5,28,0.9487880190467737,0.9422446533981752,0.8833543625607893,0.04448474165752582,0.35666246082117553,,False,48c7ddb39fca26d98fd011ae9cecd71dab5501c760cd6e4edeb9387169e305ec
case_027,2,5,448488,5.270937015037192,2039808,16119808,18159616,18159616,0,False,5134336,3291136,0.18123378820345099,5,1424,0.9940600417402472,0.9940600417402472,0.006903194734307273,0.0469310215657944,0.6748458524345504,,False,b0fa9da47632fb703a9ce2cb951749603d2d7c5e076b971a6d84c7f158f716bc
case_027,3,5,448117,5.2753008700852675,2039808,16119808,18159616,18159616,0,False,5134336,3291136,0.18123378820345099,5,1424,0.9948830327793857,0.9948830327793857,0.0069089099498568455,0.0469698761707322,0.6754045632427841,,False,b0fa9da47632fb703a9ce2cb951749603d2d7c5e076b971a6d84c7f158f716bc
case_028,1,5,9764657,4.489255485369327,5908608,327158784,333067392,333067392,0,True,330597504,326568960,0.9804891377658489,5,183,0.8087141207315321,0.7982790998188671,0.026087552281662325,0.025276463883984863,0.5684913663634064,,False,77f6c86174451cfdcbec215b3fd0c81df64c5c30071dbbaa07a7a94c32279869
case_028,2,5,8166412,5.367845756496243,5908608,90393600,96302208,96289920,12288,True,12622464,8593920,0.08925046359992822,5,5202,0.955014270649093,0.9545099610453158,0.0012754683452169692,0.03022330982076339,0.19654124724542432,,False,2ec50f4ac177ac75d72d5ec8eb96e4308cdb215b9d1e09f1963508f4f84e85a8
case_028,3,5,8129461,5.392244332065804,5908608,81607680,87516288,86987904,528384,True,12622464,8593920,0.09879442548701943,5,5202,0.9606363816740126,0.9588485140650775,0.0012812657567334415,0.03036068442913989,0.17942207976641994,0.17619205336834948,True,fea704144d7c2802d0322117495004b179331570bb215e2830fb56661707e93c
case_029,1,5,9383,4.002451241607162,430164,0,430164,430164,0,False,258132,0,0.0,5,5,0.9511883193008632,0.7989981882127252,0.9511883193008632,0.04337631887456037,0.7640839816689757,,False,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
case_029,2,5,9383,4.002451241607162,430164,0,430164,430164,0,False,258132,0,0.0,5,5,0.9511883193008632,0.7989981882127252,0.9511883193008632,0.04337631887456037,0.7640839816689757,,False,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
