case,problem,cores,makespan,added_copy,original_singlecore,source,plan,speedup
case_049,1,5,124981,1462062,196276,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_049_multicore_res.json,1.5704467078996007
case_049,2,1,196276,0,196276,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_049_multicore_res.json,1.0
case_049,2,2,121112,3169338,196276,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_049_multicore_res.json,1.6206156285091486
case_049,2,3,93625,3835440,196276,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_049_multicore_res.json,2.0964058744993324
case_049,2,4,93550,4523478,196276,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_049_multicore_res.json,2.0980865847140566
case_049,2,5,59914,1782112,196276,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_049_multicore_res.json,3.2759622125045897
case_049,3,1,196276,0,196276,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_049_multicore_res.json,1.0
case_049,3,2,121088,3169338,196276,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_049_multicore_res.json,1.6209368393234673
case_049,3,3,91236,3835440,196276,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_049_multicore_res.json,2.151299925468017
case_049,3,4,88719,4523478,196276,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_049_multicore_res.json,2.2123333220617907
case_049,3,5,59456,1786208,196276,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_049_multicore_res.json,3.301197524219591
case_050,1,1,149552,96048,149690,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_050_multicore_res.json,1.0009227559644807
case_050,1,2,102445,64082,149690,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_050_multicore_res.json,1.4611742886426864
case_050,1,3,91511,466052,149690,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_050_multicore_res.json,1.6357596354536612
case_050,1,4,91511,466052,149690,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_050_multicore_res.json,1.6357596354536612
case_050,1,5,77776,907036,149690,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_050_multicore_res.json,1.9246297058218473
case_050,2,1,149690,0,149690,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_050_multicore_res.json,1.0
case_050,2,2,88024,950954,149690,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_050_multicore_res.json,1.700558938471326
case_050,2,3,56006,1214252,149690,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_050_multicore_res.json,2.6727493482841123
case_050,2,4,56006,1214252,149690,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_050_multicore_res.json,2.6727493482841123
case_050,2,5,48502,1481220,149690,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_050_multicore_res.json,3.0862644839388067
case_050,3,1,149690,0,149690,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_050_multicore_res.json,1.0
case_050,3,2,87754,950954,149690,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_050_multicore_res.json,1.7057911890056294
case_050,3,3,55123,1214252,149690,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_050_multicore_res.json,2.7155633764490323
case_050,3,4,55123,1214252,149690,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_050_multicore_res.json,2.7155633764490323
case_050,3,5,45172,1481220,149690,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_050_multicore_res.json,3.313778446825467
case_051,1,1,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_051_multicore_res.json,1.0
case_051,1,2,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_051_multicore_res.json,1.0
case_051,1,3,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_051_multicore_res.json,1.0
case_051,1,4,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_051_multicore_res.json,1.0
case_051,1,5,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_051_multicore_res.json,1.0
case_051,2,1,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_051_multicore_res.json,1.0
case_051,2,2,319230,394080,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_051_multicore_res.json,1.903417598596623
case_051,2,3,228533,263200,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_051_multicore_res.json,2.6588195140307964
case_051,2,4,179465,197848,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_051_multicore_res.json,3.385774384977572
case_051,2,5,162296,3507604,607628,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_051_multicore_res.json,3.7439493271553212
case_051,3,1,607628,0,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_051_multicore_res.json,1.0
case_051,3,2,318398,394080,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_051_multicore_res.json,1.9083913843679923
case_051,3,3,227940,263200,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_051_multicore_res.json,2.66573659735018
case_051,3,4,178974,197848,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_051_multicore_res.json,3.395062970040341
case_051,3,5,159635,3507604,607628,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_051_multicore_res.json,3.806358254768691
case_052,1,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_052_multicore_res.json,1.0
case_052,1,2,86401,135168,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_052_multicore_res.json,2.0867929769331375
case_052,1,3,63144,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_052_multicore_res.json,2.8553940200177372
case_052,1,4,47938,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_052_multicore_res.json,3.7611289582377236
case_052,1,5,44240,854016,180301,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_052_multicore_res.json,4.075519891500904
case_052,2,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_052_multicore_res.json,1.0
case_052,2,2,85972,102912,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_052_multicore_res.json,2.0972060670916113
case_052,2,3,54776,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_052_multicore_res.json,3.2916058127647143
case_052,2,4,40702,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_052_multicore_res.json,4.429782320279101
case_052,2,5,32948,328704,180301,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_052_multicore_res.json,5.472289668568654
case_052,3,1,180301,0,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_052_multicore_res.json,1.0
case_052,3,2,85972,102912,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_052_multicore_res.json,2.0972060670916113
case_052,3,3,54776,181248,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_052_multicore_res.json,3.2916058127647143
case_052,3,4,40702,259584,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_052_multicore_res.json,4.429782320279101
case_052,3,5,32948,328704,180301,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_052_multicore_res.json,5.472289668568654
case_053,1,1,1471981,6711364,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_053_multicore_res.json,1.0004789463994441
case_053,1,2,770331,6759168,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_053_multicore_res.json,1.9117574133716546
case_053,1,3,546106,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_053_multicore_res.json,2.6967035703691224
case_053,1,4,492232,6360992,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_053_multicore_res.json,2.991853434965626
case_053,1,5,470274,15299978,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_053_multicore_res.json,3.1315488417390713
case_053,2,1,1472686,5405536,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_053_multicore_res.json,1.0
case_053,2,2,709198,10834526,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_053_multicore_res.json,2.076551259309812
case_053,2,3,526435,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_053_multicore_res.json,2.7974697730963936
case_053,2,4,432146,17979556,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_053_multicore_res.json,3.4078436454346446
case_053,2,5,432146,17979556,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_053_multicore_res.json,3.4078436454346446
case_053,3,1,1428109,5405536,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_053_multicore_res.json,1.0312140039730862
case_053,3,2,707962,10834526,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_053_multicore_res.json,2.080176619649077
case_053,3,3,526435,5882944,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_053_multicore_res.json,2.7974697730963936
case_053,3,4,402244,17995940,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_053_multicore_res.json,3.661175803741013
case_053,3,5,380122,21711392,1472686,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_053_multicore_res.json,3.8742456369270917
case_054,1,1,813161,1156360,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_054_multicore_res.json,1.002324262968834
case_054,1,2,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_054_multicore_res.json,1.5735790408525754
case_054,1,3,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_054_multicore_res.json,1.5735790408525754
case_054,1,4,517960,49152,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_054_multicore_res.json,1.5735790408525754
case_054,1,5,447227,2686120,815051,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_054_multicore_res.json,1.8224548160106613
case_054,2,1,815051,0,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_054_multicore_res.json,1.0
case_054,2,2,467888,8232922,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_054_multicore_res.json,1.7419788496392299
case_054,2,3,306968,4800036,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_054_multicore_res.json,2.655166010789398
case_054,2,4,252914,5695422,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_054_multicore_res.json,3.2226408976964502
case_054,2,5,217984,6504128,815051,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_054_multicore_res.json,3.739040480035232
case_054,3,1,815051,0,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_054_multicore_res.json,1.0
case_054,3,2,467045,8232922,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_054_multicore_res.json,1.7451230609470179
case_054,3,3,306732,4800036,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_054_multicore_res.json,2.657208898973697
case_054,3,4,250944,5695422,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_054_multicore_res.json,3.247939779393012
case_054,3,5,212882,6504128,815051,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_054_multicore_res.json,3.8286515534427523
case_055,1,1,120124,86016,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_055_multicore_res.json,0.9892694215976824
case_055,1,2,60867,74240,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_055_multicore_res.json,1.9523715642302069
case_055,1,3,43004,74240,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_055_multicore_res.json,2.763347595572505
case_055,1,4,31367,115712,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_055_multicore_res.json,3.788535722255874
case_055,1,5,26781,198656,118835,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_055_multicore_res.json,4.437287629289422
case_055,2,1,118835,69632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_055_multicore_res.json,1.0
case_055,2,2,51558,16384,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_055_multicore_res.json,2.3048799410372784
case_055,2,3,40867,68608,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_055_multicore_res.json,2.9078474074436587
case_055,2,4,29477,197632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_055_multicore_res.json,4.031448247786409
case_055,2,5,26309,157184,118835,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_055_multicore_res.json,4.516895359002623
case_055,3,1,118835,69632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_055_multicore_res.json,1.0
case_055,3,2,51557,16384,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_055_multicore_res.json,2.304924646507749
case_055,3,3,40867,68608,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_055_multicore_res.json,2.9078474074436587
case_055,3,4,29504,197632,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_055_multicore_res.json,4.027758947939263
case_055,3,5,26309,157184,118835,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_055_multicore_res.json,4.516895359002623
case_056,1,1,277456,432166,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_056_multicore_res.json,0.9993836860619342
case_056,1,2,265710,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_056_multicore_res.json,1.0435625305784502
case_056,1,3,255706,110810,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_056_multicore_res.json,1.084389885258852
case_056,1,4,222412,952620,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_056_multicore_res.json,1.2467178029962411
case_056,1,5,210746,1429882,277285,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_056_multicore_res.json,1.3157307849259299
case_056,2,1,277285,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_056_multicore_res.json,1.0
case_056,2,2,172826,3631650,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_056_multicore_res.json,1.6044171594551746
case_056,2,3,125443,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_056_multicore_res.json,2.2104461787425365
case_056,2,4,125443,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_056_multicore_res.json,2.2104461787425365
case_056,2,5,92627,2734524,277285,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_056_multicore_res.json,2.9935655910263748
case_056,3,1,277285,0,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_056_multicore_res.json,1.0
case_056,3,2,172496,3631650,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_056_multicore_res.json,1.6074865504127631
case_056,3,3,122694,5730556,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_056_multicore_res.json,2.2599719627691655
case_056,3,4,122455,5819338,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_056_multicore_res.json,2.2643828345106365
case_056,3,5,91994,2734524,277285,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_056_multicore_res.json,3.014163967215253
case_057,1,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_057_multicore_res.json,1.0
case_057,1,2,33201,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_057_multicore_res.json,1.7989217192253246
case_057,1,3,22973,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_057_multicore_res.json,2.599834588429896
case_057,1,4,18187,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_057_multicore_res.json,3.2839940616924177
case_057,1,5,14268,70272,59726,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_057_multicore_res.json,4.186010653209981
case_057,2,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_057_multicore_res.json,1.0
case_057,2,2,32260,1186582,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_057_multicore_res.json,1.8513949163050216
case_057,2,3,22235,57640,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_057_multicore_res.json,2.686125477850236
case_057,2,4,17942,288,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_057_multicore_res.json,3.3288373648422693
case_057,2,5,16003,0,59726,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_057_multicore_res.json,3.732175217146785
case_057,3,1,59726,94216,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_057_multicore_res.json,1.0
case_057,3,2,29663,1186582,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_057_multicore_res.json,2.013484812729663
case_057,3,3,22235,57640,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_057_multicore_res.json,2.686125477850236
case_057,3,4,17942,288,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_057_multicore_res.json,3.3288373648422693
case_057,3,5,16003,0,59726,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_057_multicore_res.json,3.732175217146785
case_058,1,1,4365891,32440320,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_058_multicore_res.json,1.0398145533179826
case_058,1,2,2260323,30367744,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_058_multicore_res.json,2.0084372897147884
case_058,1,3,1516388,31899648,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_058_multicore_res.json,2.993770064126068
case_058,1,4,1134997,35819520,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_058_multicore_res.json,3.9997612328490737
case_058,1,5,943984,36671488,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_058_multicore_res.json,4.8091037559958645
case_058,2,1,4539717,28696576,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_058_multicore_res.json,1.0
case_058,2,2,2263305,29569024,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_058_multicore_res.json,2.005791088695514
case_058,2,3,1554261,30400512,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_058_multicore_res.json,2.9208202483366694
case_058,2,4,1131299,34217984,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_058_multicore_res.json,4.012835687117199
case_058,2,5,911208,36388864,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_058_multicore_res.json,4.982086417151737
case_058,3,1,4539717,28696576,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_058_multicore_res.json,1.0
case_058,3,2,2262720,29569024,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_058_multicore_res.json,2.0063096627068306
case_058,3,3,1554261,30400512,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_058_multicore_res.json,2.9208202483366694
case_058,3,4,1126957,34217984,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_058_multicore_res.json,4.028296554349456
case_058,3,5,898391,36298752,4539717,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_058_multicore_res.json,5.053163934189011
case_059,1,1,795946,2621440,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_059_multicore_res.json,1.042122204270139
case_059,1,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_059_multicore_res.json,2.2459587672412393
case_059,1,3,254768,2117632,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_059_multicore_res.json,3.2557974313885576
case_059,1,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_059_multicore_res.json,4.478408992743607
case_059,1,5,150782,4325376,829473,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_059_multicore_res.json,5.501140719714555
case_059,2,1,829473,1691648,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_059_multicore_res.json,1.0
case_059,2,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_059_multicore_res.json,2.2459587672412393
case_059,2,3,253549,1183744,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_059_multicore_res.json,3.2714504888601414
case_059,2,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_059_multicore_res.json,4.478408992743607
case_059,2,5,150736,1757184,829473,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_059_multicore_res.json,5.502819498991615
case_059,3,1,815938,1691648,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_059_multicore_res.json,1.0165882701871956
case_059,3,2,369318,360448,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_059_multicore_res.json,2.2459587672412393
case_059,3,3,253549,1183744,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_059_multicore_res.json,3.2714504888601414
case_059,3,4,185216,1081344,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_059_multicore_res.json,4.478408992743607
case_059,3,5,150736,1757184,829473,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_059_multicore_res.json,5.502819498991615
case_060,1,1,867900,3635336,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_060_multicore_res.json,1.0240684410646388
case_060,1,2,457717,3319936,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_060_multicore_res.json,1.9417871741709396
case_060,1,3,312009,8109056,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_060_multicore_res.json,2.8486005211388132
case_060,1,4,231814,3975424,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_060_multicore_res.json,3.83406092815792
case_060,1,5,183430,3628416,888789,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_060_multicore_res.json,4.845385160551709
case_060,2,1,888789,2068520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_060_multicore_res.json,1.0
case_060,2,2,427562,2034816,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_060_multicore_res.json,2.078737118827211
case_060,2,3,298513,1904640,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_060_multicore_res.json,2.977387919454094
case_060,2,4,228155,3979520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_060_multicore_res.json,3.8955490784773508
case_060,2,5,181232,3641728,888789,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_060_multicore_res.json,4.904150481151231
case_060,3,1,887801,2068520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_060_multicore_res.json,1.001112862003985
case_060,3,2,427523,2034816,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_060_multicore_res.json,2.078926747800703
case_060,3,3,298485,1904640,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_060_multicore_res.json,2.9776672194582643
case_060,3,4,226610,3979520,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_060_multicore_res.json,3.922108468293544
case_060,3,5,180655,3641728,888789,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_060_multicore_res.json,4.919814010129805
case_061,1,1,77396,15360,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_061_multicore_res.json,0.9973512843040984
case_061,1,2,39298,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_061_multicore_res.json,1.9642475444042953
case_061,1,3,28342,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_061_multicore_res.json,2.723555147837132
case_061,1,4,26992,278016,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_061_multicore_res.json,2.859773266152934
case_061,1,5,22283,83712,77191,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_061_multicore_res.json,3.46412063007674
case_061,2,1,77191,0,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_061_multicore_res.json,1.0
case_061,2,2,38566,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_061_multicore_res.json,2.00152984494114
case_061,2,3,25837,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_061_multicore_res.json,2.9876146611448697
case_061,2,4,23801,62208,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_061_multicore_res.json,3.2431830595353137
case_061,2,5,21715,96000,77191,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_061_multicore_res.json,3.554731752244992
case_061,3,1,77191,0,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_061_multicore_res.json,1.0
case_061,3,2,38566,34560,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_061_multicore_res.json,2.00152984494114
case_061,3,3,25837,43008,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_061_multicore_res.json,2.9876146611448697
case_061,3,4,23801,62208,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_061_multicore_res.json,3.2431830595353137
case_061,3,5,21715,96000,77191,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_061_multicore_res.json,3.554731752244992
case_062,1,1,2977362,10254336,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_062_multicore_res.json,0.9588383945250863
case_062,1,2,2784050,43739136,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_062_multicore_res.json,1.025415851008423
case_062,1,3,2784050,43739136,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_062_multicore_res.json,1.025415851008423
case_062,1,4,2127630,5597184,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_062_multicore_res.json,1.3417788807264421
case_062,1,5,789139,23235072,2854809,previous_joint_delivery,A题研究/直接迭代/联合推进成果_20260925/方案/case_062_p1_n5.json,3.6176250318384975
case_062,2,1,2854809,0,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_062_multicore_res.json,1.0
case_062,2,2,1578487,10948608,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_062_multicore_res.json,1.80857301960675
case_062,2,3,1083732,10716672,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_062_multicore_res.json,2.6342389077742467
case_062,2,4,837097,10033152,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_062_multicore_res.json,3.410368213002794
case_062,2,5,690843,9735168,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_062_multicore_res.json,4.132355687182182
case_062,3,1,2854809,0,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_062_multicore_res.json,1.0
case_062,3,2,1578487,10948608,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_062_multicore_res.json,1.80857301960675
case_062,3,3,1083732,10716672,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_062_multicore_res.json,2.6342389077742467
case_062,3,4,837097,10033152,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_062_multicore_res.json,3.410368213002794
case_062,3,5,690843,9735168,2854809,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_062_multicore_res.json,4.132355687182182
