case,problem,cores,makespan,added_copy,original_singlecore,source,plan,speedup
case_078,2,5,488618,14085120,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_078_multicore_res.json,4.699259953583372
case_078,3,1,2296143,12644568,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_078_multicore_res.json,1.0
case_078,3,2,1029517,2910336,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_078_multicore_res.json,2.2303109127872585
case_078,3,3,691338,8567040,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_078_multicore_res.json,3.3213030384558637
case_078,3,4,515912,7595328,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_078_multicore_res.json,4.450648560219572
case_078,3,5,459213,13757952,2296143,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_078_multicore_res.json,5.000169855818542
case_079,1,1,29441984,40415232,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_079_multicore_res.json,1.0546928834687228
case_079,1,2,14893820,91508736,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_079_multicore_res.json,2.0849084385335663
case_079,1,3,9965372,91508736,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_079_multicore_res.json,3.116015237564639
case_079,1,4,7501148,91508736,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_079_multicore_res.json,4.1396664883828445
case_079,1,5,6056359,37085184,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_079_multicore_res.json,5.12721438739018
case_079,2,1,31052251,32448512,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_079_multicore_res.json,1.0
case_079,2,2,15446486,31780864,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_079_multicore_res.json,2.010311665708304
case_079,2,3,10178800,39981056,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_079_multicore_res.json,3.050678960191771
case_079,2,4,7635624,30445568,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_079_multicore_res.json,4.066760097144647
case_079,2,5,6008220,38438912,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_079_multicore_res.json,5.168294603060474
case_079,3,1,31052251,32448512,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_079_multicore_res.json,1.0
case_079,3,2,15446486,31780864,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_079_multicore_res.json,2.010311665708304
case_079,3,3,10174866,39981056,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_079_multicore_res.json,3.051858471649651
case_079,3,4,7635624,30445568,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_079_multicore_res.json,4.066760097144647
case_079,3,5,6007100,38438912,31052251,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_079_multicore_res.json,5.169258211116845
case_080,1,1,292124,1048576,292138,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_080_multicore_res.json,1.0000479248538292
case_080,1,2,145926,2191360,292138,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_080_multicore_res.json,2.0019598974822856
case_080,1,3,100325,3047424,292138,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_080_multicore_res.json,2.9119162721156244
case_080,1,4,95868,2793472,292138,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_080_multicore_res.json,3.047294196186423
case_080,1,5,95868,2793472,292138,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_080_multicore_res.json,3.047294196186423
case_080,2,1,292138,548864,292138,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_080_multicore_res.json,1.0
case_080,2,2,145926,2191360,292138,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_080_multicore_res.json,2.0019598974822856
case_080,2,3,100325,3047424,292138,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_080_multicore_res.json,2.9119162721156244
case_080,2,4,90653,1650688,292138,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_080_multicore_res.json,3.2225960530815305
case_080,2,5,79721,2109440,292138,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_080_multicore_res.json,3.6645049610516676
case_080,3,1,291826,548864,292138,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_080_multicore_res.json,1.0010691302351402
case_080,3,2,145674,2191360,292138,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_080_multicore_res.json,2.005423067946236
case_080,3,3,100325,3047424,292138,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_080_multicore_res.json,2.9119162721156244
case_080,3,4,90143,4190208,292138,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_080_multicore_res.json,3.2408284614445937
case_080,3,5,75051,2109440,292138,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_080_multicore_res.json,3.892526415370881
case_081,1,1,152305,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_081_multicore_res.json,0.9966514559600801
case_081,1,2,76860,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_081_multicore_res.json,1.9749544626593807
case_081,1,3,51943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_081_multicore_res.json,2.9223379473653814
case_081,1,4,39588,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_081_multicore_res.json,3.834369000707285
case_081,1,5,30943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_081_multicore_res.json,4.905632937982743
case_081,2,1,151795,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_081_multicore_res.json,1.0
case_081,2,2,76860,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_081_multicore_res.json,1.9749544626593807
case_081,2,3,51943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_081_multicore_res.json,2.9223379473653814
case_081,2,4,39588,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_081_multicore_res.json,3.834369000707285
case_081,2,5,30943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_081_multicore_res.json,4.905632937982743
case_081,3,1,151795,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_081_multicore_res.json,1.0
case_081,3,2,76860,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_081_multicore_res.json,1.9749544626593807
case_081,3,3,51943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_081_multicore_res.json,2.9223379473653814
case_081,3,4,39588,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_081_multicore_res.json,3.834369000707285
case_081,3,5,30943,0,151795,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_081_multicore_res.json,4.905632937982743
case_082,1,1,715454,514706,721041,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_082_multicore_res.json,1.0078090275545317
case_082,1,2,657900,1030938,721041,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_082_multicore_res.json,1.0959735522115823
case_082,1,3,656864,816014,721041,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_082_multicore_res.json,1.0977021118526817
case_082,1,4,427273,2277584,721041,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_082_multicore_res.json,1.6875416888031773
case_082,1,5,386894,2689236,721041,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_082_multicore_res.json,1.8636655001111415
case_082,2,1,721041,0,721041,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_082_multicore_res.json,1.0
case_082,2,2,426708,3885638,721041,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_082_multicore_res.json,1.68977614668579
case_082,2,3,270489,5756268,721041,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_082_multicore_res.json,2.665694353559664
case_082,2,4,211881,6752624,721041,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_082_multicore_res.json,3.4030469933594802
case_082,2,5,206067,8262966,721041,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_082_multicore_res.json,3.4990609850194354
case_082,3,1,721041,0,721041,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_082_multicore_res.json,1.0
case_082,3,2,426720,3885638,721041,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_082_multicore_res.json,1.689728627671541
case_082,3,3,269306,5756268,721041,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_082_multicore_res.json,2.67740414249961
case_082,3,4,209447,6752624,721041,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_082_multicore_res.json,3.442594069143984
case_082,3,5,195762,8262966,721041,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_082_multicore_res.json,3.6832531339075
case_083,1,1,1074172,14977600,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_083_multicore_res.json,0.9849381663271803
case_083,1,2,624895,27912000,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_083_multicore_res.json,1.693073236303699
case_083,1,3,482813,15511648,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_083_multicore_res.json,2.191310093141651
case_083,1,4,450029,14977600,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_083_multicore_res.json,2.350944050272316
case_083,1,5,412888,17453280,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_083_multicore_res.json,2.562421286159927
case_083,2,1,1057993,13934688,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_083_multicore_res.json,1.0
case_083,2,2,411909,8206944,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_083_multicore_res.json,2.5685114916158667
case_083,2,3,315399,11712704,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_083_multicore_res.json,3.354458955164728
case_083,2,4,265354,11609888,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_083_multicore_res.json,3.987100250985476
case_083,2,5,259240,13235584,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_083_multicore_res.json,4.081133312760376
case_083,3,1,946145,13934688,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_083_multicore_res.json,1.1182144385902795
case_083,3,2,411871,8206944,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_083_multicore_res.json,2.5687484673599257
case_083,3,3,305255,11712704,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_083_multicore_res.json,3.4659317619695007
case_083,3,4,250483,11610912,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_083_multicore_res.json,4.223811595996534
case_083,3,5,222425,13235584,1057993,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_083_multicore_res.json,4.7566280768798475
case_084,1,1,2509460,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_084_multicore_res.json,0.9991838881671754
case_084,1,2,1255052,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_084_multicore_res.json,1.9978550689533183
case_084,1,3,836220,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_084_multicore_res.json,2.998507569778288
case_084,1,4,629028,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_084_multicore_res.json,3.986169137144928
case_084,1,5,503472,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_084_multicore_res.json,4.98024120507198
case_084,2,1,2507412,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_084_multicore_res.json,1.0
case_084,2,2,1253576,9216,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_084_multicore_res.json,2.0002074066510525
case_084,2,3,836220,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_084_multicore_res.json,2.998507569778288
case_084,2,4,627552,9216,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_084_multicore_res.json,3.9955445923206363
case_084,2,5,503472,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_084_multicore_res.json,4.98024120507198
case_084,3,1,2507412,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_084_multicore_res.json,1.0
case_084,3,2,1253576,9216,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_084_multicore_res.json,2.0002074066510525
case_084,3,3,836220,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_084_multicore_res.json,2.998507569778288
case_084,3,4,627552,9216,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_084_multicore_res.json,3.9955445923206363
case_084,3,5,503472,0,2507412,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_084_multicore_res.json,4.98024120507198
case_085,1,1,3155166,3497710,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_085_multicore_res.json,1.0103744145315967
case_085,1,2,3155166,3497710,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_085_multicore_res.json,1.0103744145315967
case_085,1,3,3152050,2399134,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_085_multicore_res.json,1.011373233292619
case_085,1,4,3152050,2399134,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_085_multicore_res.json,1.011373233292619
case_085,1,5,2760933,4246258,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_085_multicore_res.json,1.1546455491676184
case_085,2,1,3187899,0,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_085_multicore_res.json,1.0
case_085,2,2,1582933,10318712,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_085_multicore_res.json,2.013919098281481
case_085,2,3,1074433,34838636,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_085_multicore_res.json,2.967052389492877
case_085,2,4,964456,30035794,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_085_multicore_res.json,3.305385626715993
case_085,2,5,869620,38726264,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_085_multicore_res.json,3.66585290126722
case_085,3,1,3187899,0,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_085_multicore_res.json,1.0
case_085,3,2,1582931,10318712,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_085_multicore_res.json,2.013921642825872
case_085,3,3,1066007,34838636,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_085_multicore_res.json,2.9905047527830493
case_085,3,4,958408,30035794,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_085_multicore_res.json,3.3262441465430173
case_085,3,5,816858,38726264,3187899,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_085_multicore_res.json,3.902635464181045
case_086,1,1,117789,459442,118403,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_086_multicore_res.json,1.0052127108643423
case_086,1,2,117789,459442,118403,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_086_multicore_res.json,1.0052127108643423
case_086,1,3,117789,459442,118403,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_086_multicore_res.json,1.0052127108643423
case_086,1,4,86066,1676764,118403,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_086_multicore_res.json,1.375723282132317
case_086,1,5,86066,1676764,118403,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_086_multicore_res.json,1.375723282132317
case_086,2,1,118403,0,118403,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_086_multicore_res.json,1.0
case_086,2,2,64138,788550,118403,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_086_multicore_res.json,1.8460662945523714
case_086,2,3,47404,1305868,118403,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_086_multicore_res.json,2.497742806514218
case_086,2,4,45893,1780850,118403,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_086_multicore_res.json,2.579979517573486
case_086,2,5,45893,1780850,118403,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_086_multicore_res.json,2.579979517573486
case_086,3,1,118403,0,118403,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_086_multicore_res.json,1.0
case_086,3,2,64138,788550,118403,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_086_multicore_res.json,1.8460662945523714
case_086,3,3,45981,1301260,118403,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_086_multicore_res.json,2.575041865118201
case_086,3,4,43507,1780850,118403,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_086_multicore_res.json,2.7214701082584414
case_086,3,5,42862,2118390,118403,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_086_multicore_res.json,2.7624235919929077
case_087,1,1,3924648,12097580,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_087_multicore_res.json,1.01259297649114
case_087,1,2,1987606,10142208,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_087_multicore_res.json,1.999425942566082
case_087,1,3,1377417,11289600,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_087_multicore_res.json,2.885161864562438
case_087,1,4,1056721,11358720,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_087_multicore_res.json,3.760757096717109
case_087,1,5,879179,14544428,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_087_multicore_res.json,4.52020692031998
case_087,2,1,3974071,7902720,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_087_multicore_res.json,1.0
case_087,2,2,1973360,6578688,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_087_multicore_res.json,2.013860116755179
case_087,2,3,1366372,7497216,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_087_multicore_res.json,2.908483926778359
case_087,2,4,1034680,7437312,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_087_multicore_res.json,3.8408696408551437
case_087,2,5,865736,8501760,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_087_multicore_res.json,4.5903959174621365
case_087,3,1,3969779,7902720,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_087_multicore_res.json,1.0010811684982968
case_087,3,2,1972406,6578688,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_087_multicore_res.json,2.0148341670021286
case_087,3,3,1366359,7497216,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_087_multicore_res.json,2.908511599074621
case_087,3,4,1034661,7437312,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_087_multicore_res.json,3.8409401726749146
case_087,3,5,865731,8501760,3974071,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_087_multicore_res.json,4.590422429137919
case_088,1,1,243217,178124,243623,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_088_multicore_res.json,1.001669291209085
case_088,1,2,201411,348602,243623,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_088_multicore_res.json,1.209581403200421
case_088,1,3,201396,431884,243623,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_088_multicore_res.json,1.2096714929790064
case_088,1,4,186407,894280,243623,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_088_multicore_res.json,1.3069412629354047
case_088,1,5,174545,1222870,243623,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_088_multicore_res.json,1.3957604056260564
case_088,2,1,243623,0,243623,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_088_multicore_res.json,1.0
case_088,2,2,135939,1312570,243623,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_088_multicore_res.json,1.7921494199604233
case_088,2,3,99006,2078542,243623,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_088_multicore_res.json,2.4606892511564955
case_088,2,4,89756,2468882,243623,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_088_multicore_res.json,2.714280939435804
case_088,2,5,89756,2468882,243623,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_088_multicore_res.json,2.714280939435804
case_088,3,1,243623,0,243623,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_088_multicore_res.json,1.0
case_088,3,2,133987,1312570,243623,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_088_multicore_res.json,1.8182584877637382
case_088,3,3,95079,2078542,243623,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_088_multicore_res.json,2.5623218586649
case_088,3,4,82216,2468882,243623,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_088_multicore_res.json,2.9632066750997375
case_088,3,5,82216,2468882,243623,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_088_multicore_res.json,2.9632066750997375
case_089,1,1,694660,954880,693092,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_089_multicore_res.json,0.9977427806408891
case_089,1,2,346832,238720,693092,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_089_multicore_res.json,1.998350786547954
case_089,1,3,243614,477440,693092,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_089_multicore_res.json,2.8450417463692563
case_089,1,4,178160,716160,693092,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_089_multicore_res.json,3.8902784014369107
case_089,1,5,147432,954880,693092,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_089_multicore_res.json,4.701096098540344
case_089,2,1,693092,0,693092,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_089_multicore_res.json,1.0
case_089,2,2,313368,2204224,693092,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_089_multicore_res.json,2.2117510403104337
case_089,2,3,230533,7132416,693092,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_089_multicore_res.json,3.0064762962352463
case_089,2,4,169868,3906944,693092,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_089_multicore_res.json,4.0801799043963545
case_089,2,5,140432,4102400,693092,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_089_multicore_res.json,4.935427822718469
case_089,3,1,693092,0,693092,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_089_multicore_res.json,1.0
case_089,3,2,313350,2204224,693092,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_089_multicore_res.json,2.2118780915908727
case_089,3,3,227310,7132416,693092,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_089_multicore_res.json,3.0491047468215213
case_089,3,4,169216,3906944,693092,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_089_multicore_res.json,4.095901096822995
case_089,3,5,139354,4102400,693092,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_089_multicore_res.json,4.973606785596394
case_090,1,1,1174025,21498480,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_090_multicore_res.json,1.0036949809416325
case_090,1,2,679752,25781760,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_090_multicore_res.json,1.7335189892784428
case_090,1,3,589444,25781760,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_090_multicore_res.json,1.999109330148411
case_090,1,4,565296,25781760,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_090_multicore_res.json,2.084506170218788
case_090,1,5,494219,24269112,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_090_multicore_res.json,2.384293197954753
case_090,2,1,1178363,21233592,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_090_multicore_res.json,1.0
case_090,2,2,431288,3818928,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_090_multicore_res.json,2.7321951920758285
case_090,2,3,320550,6061440,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_090_multicore_res.json,3.676066136328186
case_090,2,4,290083,7972848,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_090_multicore_res.json,4.0621580720000825
case_090,2,5,290083,7972848,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_090_multicore_res.json,4.0621580720000825
case_090,3,1,1178363,21233592,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_090_multicore_res.json,1.0
case_090,3,2,431243,3818928,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_090_multicore_res.json,2.73248029533233
case_090,3,3,309744,6104832,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_090_multicore_res.json,3.8043125936257036
case_090,3,4,256211,7972848,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_090_multicore_res.json,4.599189730339447
case_090,3,5,232265,10140672,1178363,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_090_multicore_res.json,5.073355865067918
case_091,1,1,9265852,111883264,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_091_multicore_res.json,0.9914651129761192
case_091,1,2,4634582,111883264,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_091_multicore_res.json,1.982221697663349
case_091,1,3,3101467,60050240,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_091_multicore_res.json,2.962072141989581
case_091,1,4,2315897,69360288,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_091_multicore_res.json,3.9668296992482825
case_091,1,5,1861235,66314752,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_091_multicore_res.json,4.935845822800452
case_091,2,1,9186769,53947008,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_091_multicore_res.json,1.0
case_091,2,2,4553404,53119456,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_091_multicore_res.json,2.017560708428244
case_091,2,3,3069773,38704448,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_091_multicore_res.json,2.9926541799670527
case_091,2,4,2313039,41001120,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_091_multicore_res.json,3.9717311294794424
case_091,2,5,1867312,57919488,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_091_multicore_res.json,4.919782553745705
case_091,3,1,9168820,53947008,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_091_multicore_res.json,1.001957612866214
case_091,3,2,4542858,53119456,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_091_multicore_res.json,2.022244366872132
case_091,3,3,3050790,38704448,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_091_multicore_res.json,3.0112754401319
case_091,3,4,2300004,66074432,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_091_multicore_res.json,3.9942404447992264
case_091,3,5,1863993,57919488,9186769,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_091_multicore_res.json,4.928542650106519
case_092,1,1,4912704,71983424,4815554,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_092_multicore_res.json,0.9802247397767095
case_092,1,2,2821724,131186400,4815554,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_092_multicore_res.json,1.7065999367762403
case_092,1,3,2231804,66784736,4815554,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_092_multicore_res.json,2.157695747476033
