config_id,case,problem,cores,group,baseline,baseline_makespan,persistent_makespan,baseline_speedup,persistent_speedup,outcome,time_reduction,copy_delta,baseline_calls,persistent_calls,baseline_seconds,persistent_seconds
case_060_p3_n5,case_060,3,5,frozen_regression,legacy,156673,158892,5.672891946921295,5.593667396722302,loss,-0.014163257230026982,24588,24,24,83.0832944700087,65.28493876897846
case_060_p3_n5,case_060,3,5,frozen_regression,mature,158821,158892,5.5961680130461335,5.593667396722302,loss,-0.0004470441566291061,31760,24,24,25.83696523902472,65.28493876897846
case_060_p3_n1,case_060,3,1,core_regression,legacy,731670,731670,1.0,1.0,tie,0.0,0,24,24,67.3163660140126,50.23368900598143
case_060_p3_n1,case_060,3,1,core_regression,mature,727120,731670,1.0,1.0,loss,-0.006257564088458567,-194560,24,24,37.15273567099939,50.23368900598143
case_047_p2_n2,case_047,2,2,core_regression,legacy,150181,150503,2.174096590114595,2.1694451273396544,loss,-0.0021440794774305605,-608,24,24,175.4322232429986,163.21249390998855
case_047_p2_n2,case_047,2,2,core_regression,mature,155794,150503,2.0957674878365022,2.1694451273396544,win,0.03396151328035735,139808,24,24,77.98784492799314,163.21249390998855
case_066_p2_n5,case_066,2,5,development,legacy,89276,89276,4.0220215959496395,4.0220215959496395,tie,0.0,0,24,24,69.20077099901391,51.149939296010416
case_066_p2_n5,case_066,2,5,development,mature,143083,89276,2.509522445014432,4.0220215959496395,win,0.3760544579020568,-2732698,24,24,41.679189501999645,51.149939296010416
case_001_p2_n5,case_001,2,5,existing_regression,legacy,47502,47502,4.9073723211654245,4.9073723211654245,tie,0.0,0,24,24,5.640507828007685,4.954628389998106
case_001_p2_n5,case_001,2,5,existing_regression,mature,47502,47502,4.9073723211654245,4.9073723211654245,tie,0.0,0,24,24,4.085738604015205,4.954628389998106
case_042_p2_n5,case_042,2,5,frozen_regression,legacy,349243,346660,4.829703100706385,4.8656897248024,win,0.007395996483823608,-150252,24,24,61.413378130004276,48.206486464012414
case_042_p2_n5,case_042,2,5,frozen_regression,mature,349483,346660,4.82638640506119,4.8656897248024,win,0.008077646122987336,5528360,24,24,25.697275188023923,48.206486464012414
case_042_p1_n5,case_042,1,5,frozen_regression,legacy,339472,342220,4.96871612386294,4.928817719595582,loss,-0.008094923881792893,-1548288,24,24,104.53085477600689,153.19475907098968
case_042_p1_n5,case_042,1,5,frozen_regression,mature,335169,342220,5.0325059895157365,4.928817719595582,loss,-0.021037148423631136,-1504992,24,24,62.08828445599647,153.19475907098968
case_047_p3_n5,case_047,3,5,frozen_regression,legacy,83320,83346,3.9187229956793086,3.9175005399179326,loss,-0.0003120499279885003,3072,24,24,152.05240708900965,161.33789928100305
case_047_p3_n5,case_047,3,5,frozen_regression,mature,83861,83346,3.893442720692575,3.9175005399179326,win,0.006141114463218855,-44192,24,24,91.1175133610086,161.33789928100305
case_009_p3_n5,case_009,3,5,existing_regression,legacy,41878,38231,3.6597019914991167,4.008814836127749,win,0.08708629829504755,-91760,24,24,52.51451003900729,48.773592632991495
case_009_p3_n5,case_009,3,5,existing_regression,mature,37274,38231,4.111740086923861,4.008814836127749,loss,-0.025674733057895693,-8192,24,24,30.570552682998823,48.773592632991495
case_062_p1_n5,case_062,1,5,development,legacy,1710478,1563377,1.6690124047196164,1.8260528330658568,win,0.08599993685975504,-9474048,6,5,240.03651338198688,240.19638792797923
case_062_p1_n5,case_062,1,5,development,mature,740813,1563377,3.8536162297367893,1.8260528330658568,loss,-1.1103530850565528,54998016,7,5,240.09840553198592,240.19638792797923
case_050_p3_n5,case_050,3,5,development,legacy,34824,34788,4.298472317941649,4.302920547315166,win,0.001033769813921448,8100,24,24,55.56144081099774,39.07584436799516
case_050_p3_n5,case_050,3,5,development,mature,96617,34788,1.5493132678514132,4.302920547315166,win,0.6399391411449331,1465092,24,24,21.3656482520164,39.07584436799516
case_050_p2_n5,case_050,2,5,development,legacy,38837,38837,3.854314184926745,3.854314184926745,tie,0.0,0,24,24,47.36731279399828,37.35347077201004
case_050_p2_n5,case_050,2,5,development,mature,96590,38837,1.5497463505538875,3.854314184926745,win,0.5979190392380164,1467396,24,24,20.724693908006884,37.35347077201004
case_035_p3_n5,case_035,3,5,development,legacy,40174,40353,4.220914023995619,4.202190667360544,loss,-0.004455618061432798,-2032,24,24,49.43808784199064,32.46293806101312
case_035_p3_n5,case_035,3,5,development,mature,40778,40353,4.158394232184021,4.202190667360544,win,0.010422286527048907,0,24,24,19.069936190993758,32.46293806101312
case_053_p2_n5,case_053,2,5,existing_regression,legacy,344470,345963,4.275222806049873,4.256773123137445,loss,-0.004334194559758364,8192,15,24,240.00980875000823,142.2827228899987
case_053_p2_n5,case_053,2,5,existing_regression,mature,374457,345963,3.932857444245935,4.256773123137445,win,0.07609418437898074,6796570,24,24,74.46901830800925,142.2827228899987
case_066_p3_n5,case_066,3,5,development,legacy,80814,81153,4.443165788106021,4.424605375032346,loss,-0.004194817729601397,6152,24,24,69.79907133700908,55.866170335997595
case_066_p3_n5,case_066,3,5,development,mature,124922,81153,2.874353596644306,4.424605375032346,win,0.3503706312739149,-2732698,24,24,46.32140288199298,55.866170335997595
case_047_p2_n5,case_047,2,5,frozen_regression,legacy,86880,86880,3.758149171270718,3.758149171270718,tie,0.0,0,24,24,184.26993769500405,179.17061716798344
case_047_p2_n5,case_047,2,5,frozen_regression,mature,87055,86880,3.750594451783355,3.758149171270718,win,0.002010223421974655,-49312,24,24,80.16761106898775,179.17061716798344
case_047_p2_n3,case_047,2,3,core_regression,legacy,109386,105024,2.9849158027535516,3.1088893967093236,win,0.03987713235697443,145120,24,24,218.3010803310026,151.81405106000602
case_047_p2_n3,case_047,2,3,core_regression,mature,105024,105024,3.1088893967093236,3.1088893967093236,tie,0.0,0,24,24,88.25745675899088,151.81405106000602
case_047_p2_n4,case_047,2,4,core_regression,legacy,91661,91673,3.5621256586770818,3.5616593762612765,loss,-0.00013091718397140184,-64,24,24,172.66751770797418,174.8296556850255
case_047_p2_n4,case_047,2,4,core_regression,mature,92456,91673,3.531496062992126,3.5616593762612765,win,0.008468893311412984,-35360,24,24,79.87242428399622,174.8296556850255
case_060_p2_n2,case_060,2,2,core_regression,legacy,365154,365154,2.4340114034078772,2.4340114034078772,tie,0.0,0,24,24,55.273083890991984,76.9457481779973
case_060_p2_n2,case_060,2,2,core_regression,mature,364591,365154,2.437769994322405,2.4340114034078772,loss,-0.0015441960991906534,209920,24,24,31.182390683999984,76.9457481779973
case_019_p2_n5,case_019,2,5,development,legacy,17153,17116,4.730601061038885,4.740827296097219,win,0.0021570570745642614,-5628,24,24,7.902157591015566,5.434539834008319
case_019_p2_n5,case_019,2,5,development,mature,22206,17116,3.6541475276952173,4.740827296097219,win,0.2292173286499144,702732,24,24,3.6031640660075936,5.434539834008319
case_047_p1_n5,case_047,1,5,frozen_regression,legacy,160151,317205,2.0387509288109347,1.0293280370738167,loss,-0.9806620002372761,-1502340,24,24,232.0501973089995,213.2967466720147
case_047_p1_n5,case_047,1,5,frozen_regression,mature,175486,317205,1.8605928678071184,1.0293280370738167,loss,-0.8075800918591796,-688524,23,24,243.59498311701464,213.2967466720147
case_043_p1_n5,case_043,1,5,development,legacy,209289,210795,3.237895923818261,3.2147631585189402,loss,-0.007195791465389956,-366122,24,24,124.92730942400522,205.97310695200576
case_043_p1_n5,case_043,1,5,development,mature,198411,210795,3.415415475956474,3.2147631585189402,loss,-0.062415894280055007,-105904,24,24,188.13112951497897,205.97310695200576
case_047_p1_n2,case_047,1,2,core_regression,legacy,242412,322012,1.3469135191327162,1.0139622125883507,loss,-0.3283665825124169,-2880728,24,24,187.8030344079889,235.6152644379763
case_047_p1_n2,case_047,1,2,core_regression,mature,232371,322012,1.405115096117846,1.0139622125883507,loss,-0.38576672648480237,-2343308,24,24,229.6904690740048,235.6152644379763
case_071_p3_n5,case_071,3,5,existing_regression,legacy,7942,7982,2.3821455552757493,2.3702079679278376,loss,-0.0050365147318056636,768,24,24,6.983608299022308,5.899031493987422
case_071_p3_n5,case_071,3,5,existing_regression,mature,7982,7982,2.3702079679278376,2.3702079679278376,tie,0.0,0,24,24,5.026806128007593,5.899031493987422
case_075_p1_n5,case_075,1,5,development,legacy,424934,678468,3.393018680548038,2.12509506712181,loss,-0.5966432434213313,7302628,24,22,125.06189795699902,240.04736885099555
case_075_p1_n5,case_075,1,5,development,mature,481313,678468,2.9955746052984233,2.12509506712181,loss,-0.4096191044081503,5208576,24,22,199.89994605598622,240.04736885099555
case_060_p3_n4,case_060,3,4,core_regression,legacy,188051,191705,4.726318924121648,4.63623275344931,loss,-0.01943089906461548,137212,24,24,85.12098233398865,76.49345671001356
case_060_p3_n4,case_060,3,4,core_regression,mature,191705,191705,4.63623275344931,4.63623275344931,tie,0.0,0,24,24,29.498764351999853,76.49345671001356
case_060_p3_n3,case_060,3,3,core_regression,legacy,316050,316734,2.8121784527764593,2.8061054386330486,loss,-0.002164214523018515,163856,24,24,87.62636690400541,77.73486974000116
case_060_p3_n3,case_060,3,3,core_regression,mature,244808,316734,3.6305553740073853,2.8061054386330486,loss,-0.2938057579817652,1481872,24,24,39.691083432990126,77.73486974000116
case_060_p3_n2,case_060,3,2,core_regression,legacy,364450,364504,2.4387131293730278,2.438351842503786,loss,-0.00014816847304155445,0,24,24,75.93400034299702,71.10895318799885
case_060_p3_n2,case_060,3,2,core_regression,mature,364106,364504,2.441017176316787,2.438351842503786,loss,-0.0010930882764910166,-788484,24,24,32.76333305099979,71.10895318799885
case_047_p1_n3,case_047,1,3,core_regression,legacy,205302,322795,1.5903790513487448,1.0115026564847658,loss,-0.5722934993326905,-3115274,24,24,177.91183544599335,195.17057321901666
case_047_p1_n3,case_047,1,3,core_regression,mature,194391,322795,1.6796456626078369,1.0115026564847658,loss,-0.660544984078481,-2911018,24,24,207.9134308520006,195.17057321901666
case_047_p1_n1,case_047,1,1,core_regression,legacy,320846,320846,1.0,1.0,tie,0.0,0,24,24,106.075761531014,167.274185243994
case_047_p1_n1,case_047,1,1,core_regression,mature,323254,320846,1.0,1.0,win,0.007449250434642729,43366,24,24,165.8733856290055,167.274185243994
case_046_p3_n5,case_046,3,5,existing_regression,legacy,88781,62003,3.1138982439936473,4.458735867619309,win,0.3016185895630822,253408,24,24,8.943433933018241,7.251453617005609
case_046_p3_n5,case_046,3,5,existing_regression,mature,77846,62003,3.5513064255067697,4.458735867619309,win,0.20351720062687872,1081408,21,24,4.19093530200189,7.251453617005609
case_047_p2_n1,case_047,2,1,core_regression,legacy,273973,277066,1.0,1.0,loss,-0.01128943363032131,0,24,5,187.35906614499982,37.31422643098631
case_047_p2_n1,case_047,2,1,core_regression,mature,277066,277066,1.0,1.0,tie,0.0,0,9,5,28.92563161900034,37.31422643098631
case_046_p2_n5,case_046,2,5,existing_regression,legacy,88914,86943,3.109240389589941,3.1797269475403427,win,0.022167487684729092,37632,24,24,7.1395885389938485,6.587243115005549
case_046_p2_n5,case_046,2,5,existing_regression,mature,77846,86943,3.5513064255067697,3.1797269475403427,loss,-0.11685892659866925,865632,21,24,4.177232050977182,6.587243115005549
case_012_p3_n5,case_012,3,5,frozen_regression,legacy,12144,12906,4.865612648221344,4.578335657833565,loss,-0.06274703557312256,-4096,24,24,9.476973951997934,9.03483367699664
case_012_p3_n5,case_012,3,5,frozen_regression,mature,12272,12906,4.814863102998697,4.578335657833565,loss,-0.05166232073011745,16384,24,24,5.70389259501826,9.03483367699664
