case,problem,cores,makespan,added_copy,original_singlecore,source,plan,speedup,verification,plan_base
case_021,2,3,2101778,6299648,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_021_multicore_res.json,3.1249432623236135,historical_ledger,repository
case_021,2,4,1550324,4608000,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_021_multicore_res.json,4.236493145948847,historical_ledger,repository
case_021,2,5,1244571,6553600,6567937,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_021_multicore_res.json,5.277269838361974,independent_official_replay,delivery
case_021,3,1,6558837,4501504,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_021_multicore_res.json,1.0013874410966457,historical_ledger,repository
case_021,3,2,3192818,3174400,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_021_multicore_res.json,2.0570972100508076,historical_ledger,repository
case_021,3,3,2101648,6299648,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_021_multicore_res.json,3.1251365594999734,historical_ledger,repository
case_021,3,4,1550324,4608000,6567937,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_021_multicore_res.json,4.236493145948847,historical_ledger,repository
case_021,3,5,1244853,7360512,6567937,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_021_multicore_res.json,5.276074363800385,independent_official_replay,delivery
case_022,1,1,56916,6912,56780,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_022_multicore_res.json,0.997610513739546,historical_ledger,repository
case_022,1,2,28357,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_022_multicore_res.json,2.0023274676446734,historical_ledger,repository
case_022,1,3,19153,20736,56780,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_022_multicore_res.json,2.9645486346786405,historical_ledger,repository
case_022,1,4,14654,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_022_multicore_res.json,3.874709976798144,historical_ledger,repository
case_022,1,5,11828,20736,56780,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_022_multicore_res.json,4.800473452823808,historical_ledger,repository
case_022,2,1,56780,0,56780,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_022_multicore_res.json,1.0,historical_ledger,repository
case_022,2,2,28088,6912,56780,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_022_multicore_res.json,2.0215038450583878,historical_ledger,repository
case_022,2,3,18709,17920,56780,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_022_multicore_res.json,3.034902987866802,historical_ledger,repository
case_022,2,4,14529,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_022_multicore_res.json,3.9080459770114944,historical_ledger,repository
case_022,2,5,11576,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_022_multicore_res.json,4.904975812024879,historical_ledger,repository
case_022,3,1,56780,0,56780,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_022_multicore_res.json,1.0,historical_ledger,repository
case_022,3,2,27982,323328,56780,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_022_multicore_res.json,2.029161603888214,historical_ledger,repository
case_022,3,3,18709,17920,56780,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_022_multicore_res.json,3.034902987866802,historical_ledger,repository
case_022,3,4,14529,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_022_multicore_res.json,3.9080459770114944,historical_ledger,repository
case_022,3,5,11576,13824,56780,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_022_multicore_res.json,4.904975812024879,historical_ledger,repository
case_023,1,1,122614,0,122614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_023_multicore_res.json,1.0,historical_ledger,repository
case_023,1,2,61829,74016,122614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_023_multicore_res.json,1.983114719629947,historical_ledger,repository
case_023,1,3,40862,354720,122614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_023_multicore_res.json,3.000685233224022,historical_ledger,repository
case_023,1,4,30838,281280,122614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_023_multicore_res.json,3.9760684869317076,historical_ledger,repository
case_023,1,5,23846,355008,122614,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_023_multicore_res.json,5.141910592971567,historical_ledger,repository
case_023,2,1,122614,0,122614,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_023_multicore_res.json,1.0,historical_ledger,repository
case_023,2,2,49177,1908610,122614,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_023_multicore_res.json,2.493320047989914,historical_ledger,repository
case_023,2,3,33592,196896,122614,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_023_multicore_res.json,3.6500952607763755,historical_ledger,repository
case_023,2,4,24223,278208,122614,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_023_multicore_res.json,5.061883334021385,historical_ledger,repository
case_023,2,5,20245,270912,122614,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_023_multicore_res.json,6.056507779698691,historical_ledger,repository
case_023,3,1,122614,0,122614,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_023_multicore_res.json,1.0,historical_ledger,repository
case_023,3,2,47920,1908610,122614,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_023_multicore_res.json,2.558722871452421,historical_ledger,repository
case_023,3,3,33592,196896,122614,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_023_multicore_res.json,3.6500952607763755,historical_ledger,repository
case_023,3,4,24223,278208,122614,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_023_multicore_res.json,5.061883334021385,historical_ledger,repository
case_023,3,5,20159,270912,122614,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_023_multicore_res.json,6.082345354432263,historical_ledger,repository
case_024,1,1,2560775,2228372,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_024_multicore_res.json,0.9978787671700949,historical_ledger,repository
case_024,1,2,1603810,39327848,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_024_multicore_res.json,1.5932953404705046,historical_ledger,repository
case_024,1,3,1315118,39327848,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_024_multicore_res.json,1.9430522584285213,historical_ledger,repository
case_024,1,4,1214514,39328248,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_024_multicore_res.json,2.1040045647888785,historical_ledger,repository
case_024,1,5,1095114,39328048,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_024_multicore_res.json,2.3334036456478504,historical_ledger,repository
case_024,2,1,2555343,0,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_024_multicore_res.json,1.0,historical_ledger,repository
case_024,2,2,1335245,396852,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_024_multicore_res.json,1.9137633917370969,historical_ledger,repository
case_024,2,3,954489,266588,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_024_multicore_res.json,2.6771843363307486,historical_ledger,repository
case_024,2,4,744106,201852,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_024_multicore_res.json,3.434111537872292,historical_ledger,repository
case_024,2,5,658886,13637536,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_024_multicore_res.json,3.8782778811509124,historical_ledger,repository
case_024,3,1,2555343,0,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_024_multicore_res.json,1.0,historical_ledger,repository
case_024,3,2,1334413,396852,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_024_multicore_res.json,1.9149566138819092,historical_ledger,repository
case_024,3,3,953896,266588,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_024_multicore_res.json,2.678848637587326,historical_ledger,repository
case_024,3,4,743615,201852,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_024_multicore_res.json,3.4363790402291507,historical_ledger,repository
case_024,3,5,656657,13637536,2555343,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_024_multicore_res.json,3.8914425643829276,historical_ledger,repository
case_025,1,1,4863368,27648,4863026,unified_v2_best_known_replayed,新增精选方案/p1/n1/case_025_multicore_res.json,0.9999296783628135,independent_official_replay,delivery
case_025,1,2,2431840,27648,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_025_multicore_res.json,1.9997310678334101,historical_ledger,repository
case_025,1,3,1622164,55296,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_025_multicore_res.json,2.9978633479722148,historical_ledger,repository
case_025,1,4,1217444,82944,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_025_multicore_res.json,3.9944555971362954,historical_ledger,repository
case_025,1,5,975282,110592,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_025_multicore_res.json,4.986276789687495,historical_ledger,repository
case_025,2,1,4703066,0,4863026,unified_v2_best_known_replayed,新增精选方案/p2/n1/case_025_multicore_res.json,1.034011855245068,independent_official_replay,delivery
case_025,2,2,2431840,27648,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_025_multicore_res.json,1.9997310678334101,historical_ledger,repository
case_025,2,3,1622164,55296,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_025_multicore_res.json,2.9978633479722148,historical_ledger,repository
case_025,2,4,1217444,82944,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_025_multicore_res.json,3.9944555971362954,historical_ledger,repository
case_025,2,5,973802,20585472,4863026,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_025_multicore_res.json,4.993855013647538,independent_official_replay,delivery
case_025,3,1,4703066,0,4863026,unified_v2_best_known_replayed,新增精选方案/p3/n1/case_025_multicore_res.json,1.034011855245068,independent_official_replay,delivery
case_025,3,2,2431840,27648,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_025_multicore_res.json,1.9997310678334101,historical_ledger,repository
case_025,3,3,1622164,55296,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_025_multicore_res.json,2.9978633479722148,historical_ledger,repository
case_025,3,4,1217444,82944,4863026,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_025_multicore_res.json,3.9944555971362954,historical_ledger,repository
case_025,3,5,973802,20577792,4863026,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_025_multicore_res.json,4.993855013647538,independent_official_replay,delivery
case_026,1,1,99203,0,99203,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_026_multicore_res.json,1.0,historical_ledger,repository
case_026,1,2,56614,217872,99203,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_026_multicore_res.json,1.752269756597308,historical_ledger,repository
case_026,1,3,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,1,4,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,1,5,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,2,1,99203,0,99203,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_026_multicore_res.json,1.0,historical_ledger,repository
case_026,2,2,49039,288,99203,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_026_multicore_res.json,2.02294092457024,historical_ledger,repository
case_026,2,3,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,2,4,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,2,5,28623,765184,99203,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_026_multicore_res.json,3.465849142298152,historical_ledger,repository
case_026,3,1,99203,0,99203,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_026_multicore_res.json,1.0,historical_ledger,repository
case_026,3,2,49039,288,99203,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_026_multicore_res.json,2.02294092457024,historical_ledger,repository
case_026,3,3,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,3,4,41655,95664,99203,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_026_multicore_res.json,2.3815388308726444,historical_ledger,repository
case_026,3,5,26036,765184,99203,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_026_multicore_res.json,3.8102243048087265,historical_ledger,repository
case_027,1,1,2319327,1886208,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_027_multicore_res.json,1.0192404951953735,historical_ledger,repository
case_027,1,2,1116984,1843200,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_027_multicore_res.json,2.1163705120216583,historical_ledger,repository
case_027,1,3,837049,3686400,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_027_multicore_res.json,2.8241500796249683,historical_ledger,repository
case_027,1,4,559196,2211840,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_027_multicore_res.json,4.227412213249022,historical_ledger,repository
case_027,1,5,497285,11280384,2363952,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_027_multicore_res.json,4.753716681580984,independent_official_replay,delivery
case_027,2,1,2363952,1400832,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_027_multicore_res.json,1.0,historical_ledger,repository
case_027,2,2,1120962,1744896,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_027_multicore_res.json,2.10886006840553,historical_ledger,repository
case_027,2,3,761753,12165120,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_027_multicore_res.json,3.1033051395924924,historical_ledger,repository
case_027,2,4,559196,1843200,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_027_multicore_res.json,4.227412213249022,historical_ledger,repository
case_027,2,5,448488,16119808,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_027_multicore_res.json,5.270937015037192,historical_ledger,repository
case_027,3,1,2359515,1400832,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_027_multicore_res.json,1.0018804711985303,historical_ledger,repository
case_027,3,2,1120962,1744896,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_027_multicore_res.json,2.10886006840553,historical_ledger,repository
case_027,3,3,761753,12165120,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_027_multicore_res.json,3.1033051395924924,historical_ledger,repository
case_027,3,4,559196,1843200,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_027_multicore_res.json,4.227412213249022,historical_ledger,repository
case_027,3,5,448117,16119808,2363952,round6,A题研究/直接迭代/第六轮成果/方案/p3/n5/case_027_multicore_res.json,5.2753008700852675,historical_ledger,repository
case_028,1,1,43896686,281067912,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_028_multicore_res.json,0.9986184378474493,historical_ledger,repository
case_028,1,2,20808437,326568960,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_028_multicore_res.json,2.1066474142195304,historical_ledger,repository
case_028,1,3,14792144,326568960,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_028_multicore_res.json,2.963467635252875,historical_ledger,repository
case_028,1,4,12041229,326568960,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_028_multicore_res.json,3.640495500916061,historical_ledger,repository
case_028,1,5,10194624,326568960,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_028_multicore_res.json,4.299917289740161,historical_ledger,repository
case_028,2,1,43836040,277412256,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_028_multicore_res.json,1.0,historical_ledger,repository
case_028,2,2,20076161,93967488,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_028_multicore_res.json,2.1834871716758997,historical_ledger,repository
case_028,2,3,13786498,56899416,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_028_multicore_res.json,3.179635611596215,historical_ledger,repository
case_028,2,4,10487595,115615968,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_028_multicore_res.json,4.179799086444509,historical_ledger,repository
case_028,2,5,8166412,90393600,43836040,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_028_multicore_res.json,5.367845756496243,independent_official_replay,delivery
case_028,3,1,43836040,277412256,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_028_multicore_res.json,1.0,historical_ledger,repository
case_028,3,2,20075994,93967488,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_028_multicore_res.json,2.1835053347794386,historical_ledger,repository
case_028,3,3,13769194,56899416,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_028_multicore_res.json,3.183631518300926,historical_ledger,repository
case_028,3,4,10445902,115615968,43836040,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_028_multicore_res.json,4.196482027114556,historical_ledger,repository
case_028,3,5,8129461,81607680,43836040,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_028_multicore_res.json,5.392244332065804,independent_official_replay,delivery
case_029,1,1,37555,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_029_multicore_res.json,1.0,historical_ledger,repository
case_029,1,2,19740,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_029_multicore_res.json,1.9024822695035462,historical_ledger,repository
case_029,1,3,12743,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_029_multicore_res.json,2.9471082162756024,historical_ledger,repository
case_029,1,4,11028,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_029_multicore_res.json,3.405422560754443,historical_ledger,repository
case_029,1,5,9383,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_029_multicore_res.json,4.002451241607162,historical_ledger,repository
case_029,2,1,37555,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_029_multicore_res.json,1.0,historical_ledger,repository
case_029,2,2,19740,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_029_multicore_res.json,1.9024822695035462,historical_ledger,repository
case_029,2,3,12743,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_029_multicore_res.json,2.9471082162756024,historical_ledger,repository
case_029,2,4,11028,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_029_multicore_res.json,3.405422560754443,historical_ledger,repository
case_029,2,5,9383,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_029_multicore_res.json,4.002451241607162,historical_ledger,repository
case_029,3,1,37555,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_029_multicore_res.json,1.0,historical_ledger,repository
case_029,3,2,19740,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_029_multicore_res.json,1.9024822695035462,historical_ledger,repository
case_029,3,3,12743,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_029_multicore_res.json,2.9471082162756024,historical_ledger,repository
case_029,3,4,11028,0,37555,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_029_multicore_res.json,3.405422560754443,historical_ledger,repository
case_029,3,5,9238,0,37555,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_029_multicore_res.json,4.065273868802771,independent_official_replay,delivery
case_030,1,1,2790848,7416832,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_030_multicore_res.json,1.0061579849565436,historical_ledger,repository
case_030,1,2,1400970,7240704,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_030_multicore_res.json,2.0043498433228404,historical_ledger,repository
case_030,1,3,933857,9242624,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_030_multicore_res.json,3.0069207598165457,historical_ledger,repository
case_030,1,4,700342,10404864,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_030_multicore_res.json,4.009518206818954,historical_ledger,repository
case_030,1,5,558846,10872832,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_030_multicore_res.json,5.024700901500593,historical_ledger,repository
case_030,2,1,2808034,5519360,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_030_multicore_res.json,1.0,historical_ledger,repository
case_030,2,2,1388867,1765376,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_030_multicore_res.json,2.0218163438255785,historical_ledger,repository
case_030,2,3,932050,8046592,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_030_multicore_res.json,3.012750388927633,historical_ledger,repository
case_030,2,4,695057,4761600,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_030_multicore_res.json,4.040005352079038,historical_ledger,repository
case_030,2,5,560451,7257600,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_030_multicore_res.json,5.010311338546992,historical_ledger,repository
case_030,3,1,2807891,5519360,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_030_multicore_res.json,1.0000509279028282,historical_ledger,repository
case_030,3,2,1388867,1765376,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_030_multicore_res.json,2.0218163438255785,historical_ledger,repository
case_030,3,3,927318,3652608,2808034,unified_v2_best_known_replayed,新增精选方案/p3/n3/case_030_multicore_res.json,3.028124117077421,independent_official_replay,delivery
case_030,3,4,695057,4761600,2808034,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_030_multicore_res.json,4.040005352079038,historical_ledger,repository
case_030,3,5,557851,6481920,2808034,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_030_multicore_res.json,5.033663110758966,independent_official_replay,delivery
case_031,1,1,1411124,4666312,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_031_multicore_res.json,1.0022995852951264,historical_ledger,repository
case_031,1,2,727493,5617152,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_031_multicore_res.json,1.9441685349549755,historical_ledger,repository
case_031,1,3,484062,6300672,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_031_multicore_res.json,2.921875710136305,historical_ledger,repository
case_031,1,4,394470,7408128,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_031_multicore_res.json,3.585491925875225,historical_ledger,repository
case_031,1,5,306213,8059392,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p1/n5/case_031_multicore_res.json,4.618905794332703,historical_ledger,repository
case_031,2,1,1414369,3491328,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_031_multicore_res.json,1.0,historical_ledger,repository
case_031,2,2,716905,4631040,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_031_multicore_res.json,1.9728820415536228,historical_ledger,repository
case_031,2,3,484947,7348224,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_031_multicore_res.json,2.9165434573262643,historical_ledger,repository
case_031,2,4,376640,5047296,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_031_multicore_res.json,3.7552278037383178,historical_ledger,repository
case_031,2,5,286536,7724544,1414369,unified_v2_best_known_replayed,新增精选方案/p2/n5/case_031_multicore_res.json,4.936095289946115,independent_official_replay,delivery
case_031,3,1,1414159,3491328,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_031_multicore_res.json,1.0001484981533193,historical_ledger,repository
case_031,3,2,716807,4631040,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_031_multicore_res.json,1.9731517688861855,historical_ledger,repository
case_031,3,3,484869,7348224,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_031_multicore_res.json,2.917012636402822,historical_ledger,repository
case_031,3,4,376640,5047296,1414369,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_031_multicore_res.json,3.7552278037383178,historical_ledger,repository
case_031,3,5,286893,6715392,1414369,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_031_multicore_res.json,4.929952978985196,independent_official_replay,delivery
case_032,1,1,41443,0,41443,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_032_multicore_res.json,1.0,historical_ledger,repository
case_032,1,2,20719,18504,41443,my_runs/iterative_holdout_b8_v1/case_032/n2/single/summary.json,A题研究/直接迭代/闭环验证_20260925/精选方案/case_032_p1_n2.json,2.000241324388243,historical_ledger,repository
case_032,1,3,13587,12288,41443,my_runs/iterative_holdout_b8_v1/case_032/n3/iterative/summary.json,A题研究/直接迭代/闭环验证_20260925/精选方案/case_032_p1_n3.json,3.050195039375874,historical_ledger,repository
case_032,1,4,11010,6216,41443,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_032_multicore_res.json,3.7641235240690283,historical_ledger,repository
case_032,1,5,10110,55440,41443,unified_v2_best_known_replayed,新增精选方案/p1/n5/case_032_multicore_res.json,4.099208704253215,independent_official_replay,delivery
case_032,2,1,41443,0,41443,round6,A题研究/直接迭代/第六轮成果/方案/p2/n1/case_032_multicore_res.json,1.0,historical_ledger,repository
case_032,2,2,17325,6144,41443,round6,A题研究/直接迭代/第六轮成果/方案/p2/n2/case_032_multicore_res.json,2.392092352092352,historical_ledger,repository
case_032,2,3,11865,6216,41443,round6,A题研究/直接迭代/第六轮成果/方案/p2/n3/case_032_multicore_res.json,3.4928782132321956,historical_ledger,repository
case_032,2,4,9948,10240,41443,round6,A题研究/直接迭代/第六轮成果/方案/p2/n4/case_032_multicore_res.json,4.165963007639727,historical_ledger,repository
case_032,2,5,9948,10240,41443,round6,A题研究/直接迭代/第六轮成果/方案/p2/n5/case_032_multicore_res.json,4.165963007639727,historical_ledger,repository
case_032,3,1,41443,0,41443,round6,A题研究/直接迭代/第六轮成果/方案/p3/n1/case_032_multicore_res.json,1.0,historical_ledger,repository
case_032,3,2,17325,6144,41443,round6,A题研究/直接迭代/第六轮成果/方案/p3/n2/case_032_multicore_res.json,2.392092352092352,historical_ledger,repository
case_032,3,3,11865,6216,41443,round6,A题研究/直接迭代/第六轮成果/方案/p3/n3/case_032_multicore_res.json,3.4928782132321956,historical_ledger,repository
case_032,3,4,9917,10240,41443,round6,A题研究/直接迭代/第六轮成果/方案/p3/n4/case_032_multicore_res.json,4.178985580316628,historical_ledger,repository
case_032,3,5,9829,92342,41443,unified_v2_best_known_replayed,新增精选方案/p3/n5/case_032_multicore_res.json,4.216400447654899,independent_official_replay,delivery
case_033,1,1,1763349,4998144,1774196,round6,A题研究/直接迭代/第六轮成果/方案/p1/n1/case_033_multicore_res.json,1.0061513631164336,historical_ledger,repository
case_033,1,2,896305,6261792,1774196,round6,A题研究/直接迭代/第六轮成果/方案/p1/n2/case_033_multicore_res.json,1.9794556540463346,historical_ledger,repository
case_033,1,3,606115,6759456,1774196,round6,A题研究/直接迭代/第六轮成果/方案/p1/n3/case_033_multicore_res.json,2.9271606873283122,historical_ledger,repository
case_033,1,4,458833,6648384,1774196,round6,A题研究/直接迭代/第六轮成果/方案/p1/n4/case_033_multicore_res.json,3.8667576220542115,historical_ledger,repository
