case,problem,cores,mode,makespan,added_copy,byte_hit_rate,time_ratio,copy_saved_vs_fastest,plan,plan_sha256
case_098,2,5,min_copy_within_1pct_time,47834,1120136,,1.0008788081687312,94208,p2/case_098/min_copy_within_1pct_time.json,3f74f61b0576f89e8fdfdf971f43d570193aa24f37d42dcaddb8d1044868c0fa
case_098,2,5,min_copy_within_3pct_time,47834,1120136,,1.0008788081687312,94208,p2/case_098/min_copy_within_3pct_time.json,3f74f61b0576f89e8fdfdf971f43d570193aa24f37d42dcaddb8d1044868c0fa
case_098,2,5,time_first,47792,1214344,,1.0,0,p2/case_098/time_first.json,25a0171c0ebfa0354c5607ec8394da543a39dec7e3201f15bfc2e48cb595b55f
case_099,2,5,min_copy_within_1pct_time,321604,7065600,,1.0,0,p2/case_099/min_copy_within_1pct_time.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_099,2,5,min_copy_within_3pct_time,321604,7065600,,1.0,0,p2/case_099/min_copy_within_3pct_time.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_099,2,5,time_first,321604,7065600,,1.0,0,p2/case_099/time_first.json,4fc8e53a70b1899afc0740b20a9df67854097f4ca63de6c49abf61736be01254
case_100,2,5,min_copy_within_1pct_time,58085,211968,,1.0,0,p2/case_100/min_copy_within_1pct_time.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_100,2,5,min_copy_within_3pct_time,58085,211968,,1.0,0,p2/case_100/min_copy_within_3pct_time.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_100,2,5,time_first,58085,211968,,1.0,0,p2/case_100/time_first.json,bbf30f1bd665f39b76cb0ec29292b88053e7e5b778b098e1de55a727df007a97
case_001,3,5,max_byte_hit_within_1pct_time_no_extra_copy,47502,4608,0.0,1.0,0,p3/case_001/max_byte_hit_within_1pct_time_no_extra_copy.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6
case_001,3,5,min_copy_within_1pct_time,47502,4608,0.0,1.0,0,p3/case_001/min_copy_within_1pct_time.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6
case_001,3,5,min_copy_within_3pct_time,47502,4608,0.0,1.0,0,p3/case_001/min_copy_within_3pct_time.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6
case_001,3,5,time_first,47502,4608,0.0,1.0,0,p3/case_001/time_first.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6
case_002,3,5,max_byte_hit_within_1pct_time_no_extra_copy,59289,642048,0.0,1.0,0,p3/case_002/max_byte_hit_within_1pct_time_no_extra_copy.json,42885e152e7339b219b2be72d7ff14c966e84d2faf783a5a1b281f46f1e8c562
case_002,3,5,min_copy_within_1pct_time,59289,642048,0.0,1.0,0,p3/case_002/min_copy_within_1pct_time.json,42885e152e7339b219b2be72d7ff14c966e84d2faf783a5a1b281f46f1e8c562
case_002,3,5,min_copy_within_3pct_time,59289,642048,0.0,1.0,0,p3/case_002/min_copy_within_3pct_time.json,42885e152e7339b219b2be72d7ff14c966e84d2faf783a5a1b281f46f1e8c562
case_002,3,5,time_first,59289,642048,0.0,1.0,0,p3/case_002/time_first.json,42885e152e7339b219b2be72d7ff14c966e84d2faf783a5a1b281f46f1e8c562
case_003,3,5,max_byte_hit_within_1pct_time_no_extra_copy,238032,13187602,0.2873533880692084,1.0,0,p3/case_003/max_byte_hit_within_1pct_time_no_extra_copy.json,116943e57cf8dfbd457114eab4b63cb33e49d5cbd975bf8b5e6824ed25e4ced7
case_003,3,5,min_copy_within_1pct_time,238032,13187602,0.2873533880692084,1.0,0,p3/case_003/min_copy_within_1pct_time.json,116943e57cf8dfbd457114eab4b63cb33e49d5cbd975bf8b5e6824ed25e4ced7
case_003,3,5,min_copy_within_3pct_time,238032,13187602,0.2873533880692084,1.0,0,p3/case_003/min_copy_within_3pct_time.json,116943e57cf8dfbd457114eab4b63cb33e49d5cbd975bf8b5e6824ed25e4ced7
case_003,3,5,time_first,238032,13187602,0.2873533880692084,1.0,0,p3/case_003/time_first.json,116943e57cf8dfbd457114eab4b63cb33e49d5cbd975bf8b5e6824ed25e4ced7
case_004,3,5,max_byte_hit_within_1pct_time_no_extra_copy,82161,457728,0.20748299319727892,1.0,0,p3/case_004/max_byte_hit_within_1pct_time_no_extra_copy.json,73c8aacdb33481b18778b84a35d699e1afe9686be411b1beb3b7b18ea5cf75cf
case_004,3,5,min_copy_within_1pct_time,82161,457728,0.20748299319727892,1.0,0,p3/case_004/min_copy_within_1pct_time.json,73c8aacdb33481b18778b84a35d699e1afe9686be411b1beb3b7b18ea5cf75cf
case_004,3,5,min_copy_within_3pct_time,82161,457728,0.20748299319727892,1.0,0,p3/case_004/min_copy_within_3pct_time.json,73c8aacdb33481b18778b84a35d699e1afe9686be411b1beb3b7b18ea5cf75cf
case_004,3,5,time_first,82161,457728,0.20748299319727892,1.0,0,p3/case_004/time_first.json,73c8aacdb33481b18778b84a35d699e1afe9686be411b1beb3b7b18ea5cf75cf
case_005,3,5,max_byte_hit_within_1pct_time_no_extra_copy,32209,1783126,0.4438917125769342,1.0,0,p3/case_005/max_byte_hit_within_1pct_time_no_extra_copy.json,ce80228cdf9403a210ac974f78307f00788bcd38884b42e8fc38374b4c3fc9db
case_005,3,5,min_copy_within_1pct_time,32209,1783126,0.4438917125769342,1.0,0,p3/case_005/min_copy_within_1pct_time.json,ce80228cdf9403a210ac974f78307f00788bcd38884b42e8fc38374b4c3fc9db
case_005,3,5,min_copy_within_3pct_time,32209,1783126,0.4438917125769342,1.0,0,p3/case_005/min_copy_within_3pct_time.json,ce80228cdf9403a210ac974f78307f00788bcd38884b42e8fc38374b4c3fc9db
case_005,3,5,time_first,32209,1783126,0.4438917125769342,1.0,0,p3/case_005/time_first.json,ce80228cdf9403a210ac974f78307f00788bcd38884b42e8fc38374b4c3fc9db
case_006,3,5,max_byte_hit_within_1pct_time_no_extra_copy,31729,63616,0.10482467703664645,1.0,0,p3/case_006/max_byte_hit_within_1pct_time_no_extra_copy.json,3480ffe29861442d7438b88acf18db2466cdaacbcf90ddd6054e6b6e75e28ced
case_006,3,5,min_copy_within_1pct_time,31729,63616,0.0896388083311363,1.0,0,p3/case_006/min_copy_within_1pct_time.json,3aa8111a2c51a154355d695532ece49f7731f289086dc4e21e523e85487d1139
case_006,3,5,min_copy_within_3pct_time,31729,63616,0.0896388083311363,1.0,0,p3/case_006/min_copy_within_3pct_time.json,3aa8111a2c51a154355d695532ece49f7731f289086dc4e21e523e85487d1139
case_006,3,5,time_first,31729,63616,0.0896388083311363,1.0,0,p3/case_006/time_first.json,3aa8111a2c51a154355d695532ece49f7731f289086dc4e21e523e85487d1139
case_007,3,5,max_byte_hit_within_1pct_time_no_extra_copy,196870,110592,0.0,1.0,0,p3/case_007/max_byte_hit_within_1pct_time_no_extra_copy.json,71b49abfdc7708499bc2d60707658ae852ac0c6c86e6b92e741953d214f002c5
case_007,3,5,min_copy_within_1pct_time,196870,110592,0.0,1.0,0,p3/case_007/min_copy_within_1pct_time.json,71b49abfdc7708499bc2d60707658ae852ac0c6c86e6b92e741953d214f002c5
case_007,3,5,min_copy_within_3pct_time,196870,110592,0.0,1.0,0,p3/case_007/min_copy_within_3pct_time.json,71b49abfdc7708499bc2d60707658ae852ac0c6c86e6b92e741953d214f002c5
case_007,3,5,time_first,196870,110592,0.0,1.0,0,p3/case_007/time_first.json,71b49abfdc7708499bc2d60707658ae852ac0c6c86e6b92e741953d214f002c5
case_008,3,5,max_byte_hit_within_1pct_time_no_extra_copy,55855,0,0.0,1.0,0,p3/case_008/max_byte_hit_within_1pct_time_no_extra_copy.json,e88b516d4f6a3167d37e45a5dc30ed4ac5c281a3d7a2bc650c29bf1748f78719
case_008,3,5,min_copy_within_1pct_time,55855,0,0.0,1.0,0,p3/case_008/min_copy_within_1pct_time.json,e88b516d4f6a3167d37e45a5dc30ed4ac5c281a3d7a2bc650c29bf1748f78719
case_008,3,5,min_copy_within_3pct_time,55855,0,0.0,1.0,0,p3/case_008/min_copy_within_3pct_time.json,e88b516d4f6a3167d37e45a5dc30ed4ac5c281a3d7a2bc650c29bf1748f78719
case_008,3,5,time_first,55855,0,0.0,1.0,0,p3/case_008/time_first.json,e88b516d4f6a3167d37e45a5dc30ed4ac5c281a3d7a2bc650c29bf1748f78719
case_009,3,5,max_byte_hit_within_1pct_time_no_extra_copy,37274,1327286,0.36854246992413386,1.0,0,p3/case_009/max_byte_hit_within_1pct_time_no_extra_copy.json,466ec3afb693248d5f918cb8877998937a7b7d85102e370f56fcf12a1acbc21f
case_009,3,5,min_copy_within_1pct_time,37274,1327286,0.36854246992413386,1.0,0,p3/case_009/min_copy_within_1pct_time.json,466ec3afb693248d5f918cb8877998937a7b7d85102e370f56fcf12a1acbc21f
case_009,3,5,min_copy_within_3pct_time,37274,1327286,0.36854246992413386,1.0,0,p3/case_009/min_copy_within_3pct_time.json,466ec3afb693248d5f918cb8877998937a7b7d85102e370f56fcf12a1acbc21f
case_009,3,5,time_first,37274,1327286,0.36854246992413386,1.0,0,p3/case_009/time_first.json,466ec3afb693248d5f918cb8877998937a7b7d85102e370f56fcf12a1acbc21f
case_010,3,5,max_byte_hit_within_1pct_time_no_extra_copy,18774,554512,0.31744794675805843,1.0,0,p3/case_010/max_byte_hit_within_1pct_time_no_extra_copy.json,747742990ad23bcb56b00f447d7213252272dbe89b786db265a52a6f65453b63
case_010,3,5,min_copy_within_1pct_time,18774,554512,0.31744794675805843,1.0,0,p3/case_010/min_copy_within_1pct_time.json,747742990ad23bcb56b00f447d7213252272dbe89b786db265a52a6f65453b63
case_010,3,5,min_copy_within_3pct_time,18774,554512,0.31744794675805843,1.0,0,p3/case_010/min_copy_within_3pct_time.json,747742990ad23bcb56b00f447d7213252272dbe89b786db265a52a6f65453b63
case_010,3,5,time_first,18774,554512,0.31744794675805843,1.0,0,p3/case_010/time_first.json,747742990ad23bcb56b00f447d7213252272dbe89b786db265a52a6f65453b63
case_011,3,5,max_byte_hit_within_1pct_time_no_extra_copy,46329,1626112,0.6581439393939394,1.0016431366614058,0,p3/case_011/max_byte_hit_within_1pct_time_no_extra_copy.json,c748160d0b8b8cbe4f27b249919499f1cef3cd56bab0db6c028c84ab2c66e946
case_011,3,5,min_copy_within_1pct_time,46253,1626112,0.5454545454545454,1.0,0,p3/case_011/min_copy_within_1pct_time.json,1d1d83952b6f7b37e8253dbe4a0deb5cc3f946d4998c5b240ca96c7698392578
case_011,3,5,min_copy_within_3pct_time,46777,1622016,0.6231060606060606,1.011328994876008,4096,p3/case_011/min_copy_within_3pct_time.json,0c08c1429a2e43be321d6d26cd8329414ea03ea4c71a1187105093910cdeefcb
case_011,3,5,time_first,46253,1626112,0.5454545454545454,1.0,0,p3/case_011/time_first.json,1d1d83952b6f7b37e8253dbe4a0deb5cc3f946d4998c5b240ca96c7698392578
case_012,3,5,max_byte_hit_within_1pct_time_no_extra_copy,12279,49536,0.09282801631086592,1.000570404172099,0,p3/case_012/max_byte_hit_within_1pct_time_no_extra_copy.json,0c758d6a049b88544c4c811a3f6530e8ec91abae32a62e861a20001fc4b656cc
case_012,3,5,min_copy_within_1pct_time,12272,49536,0.05468937395058767,1.0,0,p3/case_012/min_copy_within_1pct_time.json,295689f2c0d8888fca27a1a7d53048a57434f4f644d0c699302b64194798f41d
case_012,3,5,min_copy_within_3pct_time,12272,49536,0.05468937395058767,1.0,0,p3/case_012/min_copy_within_3pct_time.json,295689f2c0d8888fca27a1a7d53048a57434f4f644d0c699302b64194798f41d
case_012,3,5,time_first,12272,49536,0.05468937395058767,1.0,0,p3/case_012/time_first.json,295689f2c0d8888fca27a1a7d53048a57434f4f644d0c699302b64194798f41d
case_013,3,5,max_byte_hit_within_1pct_time_no_extra_copy,53849,36864,0.013930348258706468,1.0,0,p3/case_013/max_byte_hit_within_1pct_time_no_extra_copy.json,d9fc96b4bbc5bacf15b3abd7db2c49bff255d0dea2b2603df44b35eaa20ff0f0
case_013,3,5,min_copy_within_1pct_time,54363,32768,0.0,1.0095452097531987,4096,p3/case_013/min_copy_within_1pct_time.json,3b76e6ddcb1b70103c11d6b51d3cf93c3293c1509bc3058be8ec5a38d714d7e0
case_013,3,5,min_copy_within_3pct_time,54363,32768,0.0,1.0095452097531987,4096,p3/case_013/min_copy_within_3pct_time.json,3b76e6ddcb1b70103c11d6b51d3cf93c3293c1509bc3058be8ec5a38d714d7e0
case_013,3,5,time_first,53849,36864,0.013930348258706468,1.0,0,p3/case_013/time_first.json,d9fc96b4bbc5bacf15b3abd7db2c49bff255d0dea2b2603df44b35eaa20ff0f0
case_014,3,5,max_byte_hit_within_1pct_time_no_extra_copy,3587526,88585392,0.3755282291145585,1.003670820737997,344064,p3/case_014/max_byte_hit_within_1pct_time_no_extra_copy.json,bbca5bada3aae64dbe8e6ae4b8bb14a6dab454846d8ad518aeedc0ff3b9aefc6
case_014,3,5,min_copy_within_1pct_time,3587526,88585392,0.3755282291145585,1.003670820737997,344064,p3/case_014/min_copy_within_1pct_time.json,bbca5bada3aae64dbe8e6ae4b8bb14a6dab454846d8ad518aeedc0ff3b9aefc6
case_014,3,5,min_copy_within_3pct_time,3587526,88585392,0.3755282291145585,1.003670820737997,344064,p3/case_014/min_copy_within_3pct_time.json,bbca5bada3aae64dbe8e6ae4b8bb14a6dab454846d8ad518aeedc0ff3b9aefc6
case_014,3,5,time_first,3574405,88929456,0.2673517905952803,1.0,0,p3/case_014/time_first.json,9d2edf59be39d457e614f5113234242cb70dc2bd0a9ddfc96f874c3579e0bf09
case_015,3,5,max_byte_hit_within_1pct_time_no_extra_copy,32109,313344,0.23231420924241084,1.0,0,p3/case_015/max_byte_hit_within_1pct_time_no_extra_copy.json,ed2364b0d6fc0d5479b728ba8a1967deb38d4125e4773fb74010b798acd5585f
case_015,3,5,min_copy_within_1pct_time,32109,313344,0.23231420924241084,1.0,0,p3/case_015/min_copy_within_1pct_time.json,ed2364b0d6fc0d5479b728ba8a1967deb38d4125e4773fb74010b798acd5585f
case_015,3,5,min_copy_within_3pct_time,32109,313344,0.23231420924241084,1.0,0,p3/case_015/min_copy_within_3pct_time.json,ed2364b0d6fc0d5479b728ba8a1967deb38d4125e4773fb74010b798acd5585f
case_015,3,5,time_first,32109,313344,0.23231420924241084,1.0,0,p3/case_015/time_first.json,ed2364b0d6fc0d5479b728ba8a1967deb38d4125e4773fb74010b798acd5585f
case_016,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1969433,40355696,0.017457807920163798,1.0,0,p3/case_016/max_byte_hit_within_1pct_time_no_extra_copy.json,c1573cb169a2cd981ceb464fcef71ae97e8c842bee78b6d4f51a43d3017e5cb6
case_016,3,5,min_copy_within_1pct_time,1969433,40355696,0.017457807920163798,1.0,0,p3/case_016/min_copy_within_1pct_time.json,c1573cb169a2cd981ceb464fcef71ae97e8c842bee78b6d4f51a43d3017e5cb6
case_016,3,5,min_copy_within_3pct_time,1969433,40355696,0.017457807920163798,1.0,0,p3/case_016/min_copy_within_3pct_time.json,c1573cb169a2cd981ceb464fcef71ae97e8c842bee78b6d4f51a43d3017e5cb6
case_016,3,5,time_first,1969433,40355696,0.017457807920163798,1.0,0,p3/case_016/time_first.json,c1573cb169a2cd981ceb464fcef71ae97e8c842bee78b6d4f51a43d3017e5cb6
case_017,3,5,max_byte_hit_within_1pct_time_no_extra_copy,25560,330624,0.2683478449699795,1.0,0,p3/case_017/max_byte_hit_within_1pct_time_no_extra_copy.json,04493e840abb4ae427d3830c37383ba2b9bef448f49f0b202e36e7993aa629fb
case_017,3,5,min_copy_within_1pct_time,25560,330624,0.2683478449699795,1.0,0,p3/case_017/min_copy_within_1pct_time.json,04493e840abb4ae427d3830c37383ba2b9bef448f49f0b202e36e7993aa629fb
case_017,3,5,min_copy_within_3pct_time,25560,330624,0.2683478449699795,1.0,0,p3/case_017/min_copy_within_3pct_time.json,04493e840abb4ae427d3830c37383ba2b9bef448f49f0b202e36e7993aa629fb
case_017,3,5,time_first,25560,330624,0.2683478449699795,1.0,0,p3/case_017/time_first.json,04493e840abb4ae427d3830c37383ba2b9bef448f49f0b202e36e7993aa629fb
case_018,3,5,max_byte_hit_within_1pct_time_no_extra_copy,196222,4681728,0.6895812202238839,1.0,0,p3/case_018/max_byte_hit_within_1pct_time_no_extra_copy.json,e3b240dea79ce2c369fbb3412eb1a5a2d6c1b61dc8f29a3fa2188cbe1bd113e4
case_018,3,5,min_copy_within_1pct_time,196222,4681728,0.6895812202238839,1.0,0,p3/case_018/min_copy_within_1pct_time.json,e3b240dea79ce2c369fbb3412eb1a5a2d6c1b61dc8f29a3fa2188cbe1bd113e4
case_018,3,5,min_copy_within_3pct_time,196222,4681728,0.6895812202238839,1.0,0,p3/case_018/min_copy_within_3pct_time.json,e3b240dea79ce2c369fbb3412eb1a5a2d6c1b61dc8f29a3fa2188cbe1bd113e4
case_018,3,5,time_first,196222,4681728,0.6895812202238839,1.0,0,p3/case_018/time_first.json,e3b240dea79ce2c369fbb3412eb1a5a2d6c1b61dc8f29a3fa2188cbe1bd113e4
case_019,3,5,max_byte_hit_within_1pct_time_no_extra_copy,22206,80224,0.06527199263662033,1.0,0,p3/case_019/max_byte_hit_within_1pct_time_no_extra_copy.json,adf2a40e409992dfdeb74bc07791531d083d46d76370fcd55381b79e8f91634f
case_019,3,5,min_copy_within_1pct_time,22206,80224,0.06527199263662033,1.0,0,p3/case_019/min_copy_within_1pct_time.json,adf2a40e409992dfdeb74bc07791531d083d46d76370fcd55381b79e8f91634f
case_019,3,5,min_copy_within_3pct_time,22206,80224,0.06527199263662033,1.0,0,p3/case_019/min_copy_within_3pct_time.json,adf2a40e409992dfdeb74bc07791531d083d46d76370fcd55381b79e8f91634f
case_019,3,5,time_first,22206,80224,0.06527199263662033,1.0,0,p3/case_019/time_first.json,adf2a40e409992dfdeb74bc07791531d083d46d76370fcd55381b79e8f91634f
case_020,3,5,max_byte_hit_within_1pct_time_no_extra_copy,107187,0,0.0,1.0,0,p3/case_020/max_byte_hit_within_1pct_time_no_extra_copy.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
case_020,3,5,min_copy_within_1pct_time,107187,0,0.0,1.0,0,p3/case_020/min_copy_within_1pct_time.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
case_020,3,5,min_copy_within_3pct_time,107187,0,0.0,1.0,0,p3/case_020/min_copy_within_3pct_time.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
case_020,3,5,time_first,107187,0,0.0,1.0,0,p3/case_020/time_first.json,0b84c2b8325700c09af637a0efa8252ea91118b73f6b976111afd4317536a447
case_021,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1260826,11743232,0.6472980825101685,1.0095540534264718,17055744,p3/case_021/max_byte_hit_within_1pct_time_no_extra_copy.json,617bbdf5fbc558a11abcc1c19c36a3417dcb431ad4d22f54b81edc4c9026e524
case_021,3,5,min_copy_within_1pct_time,1249311,11431936,0.5702614379084967,1.000333895430677,17367040,p3/case_021/min_copy_within_1pct_time.json,55fa011cf953a284656288cef9cbfd1c3429987551077e9527ad15b8f6f9385f
case_021,3,5,min_copy_within_3pct_time,1249311,11431936,0.5702614379084967,1.000333895430677,17367040,p3/case_021/min_copy_within_3pct_time.json,55fa011cf953a284656288cef9cbfd1c3429987551077e9527ad15b8f6f9385f
case_021,3,5,time_first,1248894,28798976,0.34908161333080856,1.0,0,p3/case_021/time_first.json,ace269dbb1bec1db459d2bf8e954f42d596d9f21ecb57071172bef4c07a1c6ff
case_022,3,5,max_byte_hit_within_1pct_time_no_extra_copy,11713,13824,0.060801182245210326,1.0,0,p3/case_022/max_byte_hit_within_1pct_time_no_extra_copy.json,b1514b40deca883322e397e9c9c0f45422770cabe3c43a7f45d569fdb68847d5
case_022,3,5,min_copy_within_1pct_time,11713,13824,0.060801182245210326,1.0,0,p3/case_022/min_copy_within_1pct_time.json,b1514b40deca883322e397e9c9c0f45422770cabe3c43a7f45d569fdb68847d5
case_022,3,5,min_copy_within_3pct_time,11713,13824,0.060801182245210326,1.0,0,p3/case_022/min_copy_within_3pct_time.json,b1514b40deca883322e397e9c9c0f45422770cabe3c43a7f45d569fdb68847d5
case_022,3,5,time_first,11713,13824,0.060801182245210326,1.0,0,p3/case_022/time_first.json,b1514b40deca883322e397e9c9c0f45422770cabe3c43a7f45d569fdb68847d5
case_023,3,5,max_byte_hit_within_1pct_time_no_extra_copy,16725,280992,0.129456282494819,1.0,0,p3/case_023/max_byte_hit_within_1pct_time_no_extra_copy.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d
case_023,3,5,min_copy_within_1pct_time,16725,280992,0.129456282494819,1.0,0,p3/case_023/min_copy_within_1pct_time.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d
case_023,3,5,min_copy_within_3pct_time,16725,280992,0.129456282494819,1.0,0,p3/case_023/min_copy_within_3pct_time.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d
case_023,3,5,time_first,16725,280992,0.129456282494819,1.0,0,p3/case_023/time_first.json,aa419f2cabd50dc4e40fb3797195d3e2b652aea3b9de413323c89155bd90f98d
case_024,3,5,max_byte_hit_within_1pct_time_no_extra_copy,656897,13604768,0.048950191870088006,1.0,0,p3/case_024/max_byte_hit_within_1pct_time_no_extra_copy.json,7a87881ccf8ef1c8b28a1c330511fe77bb295b6d24dfcb86bb7b94f6f6c659b8
case_024,3,5,min_copy_within_1pct_time,656897,13604768,0.048950191870088006,1.0,0,p3/case_024/min_copy_within_1pct_time.json,7a87881ccf8ef1c8b28a1c330511fe77bb295b6d24dfcb86bb7b94f6f6c659b8
case_024,3,5,min_copy_within_3pct_time,656897,13604768,0.048950191870088006,1.0,0,p3/case_024/min_copy_within_3pct_time.json,7a87881ccf8ef1c8b28a1c330511fe77bb295b6d24dfcb86bb7b94f6f6c659b8
case_024,3,5,time_first,656897,13604768,0.048950191870088006,1.0,0,p3/case_024/time_first.json,7a87881ccf8ef1c8b28a1c330511fe77bb295b6d24dfcb86bb7b94f6f6c659b8
case_025,3,5,max_byte_hit_within_1pct_time_no_extra_copy,942350,118272,0.010873504893077202,1.0,0,p3/case_025/max_byte_hit_within_1pct_time_no_extra_copy.json,9c60bb2359e412cc005ccb9ca6d0e61767371262575c1dc8c0ee8a15224c23d4
case_025,3,5,min_copy_within_1pct_time,942938,110592,0.0,1.0006239719849312,7680,p3/case_025/min_copy_within_1pct_time.json,c7b7c79a1105825d864864a1f45a3ee16960f02f7e4cc0821f4a283ede83cff8
case_025,3,5,min_copy_within_3pct_time,942938,110592,0.0,1.0006239719849312,7680,p3/case_025/min_copy_within_3pct_time.json,c7b7c79a1105825d864864a1f45a3ee16960f02f7e4cc0821f4a283ede83cff8
case_025,3,5,time_first,942350,118272,0.010873504893077202,1.0,0,p3/case_025/time_first.json,9c60bb2359e412cc005ccb9ca6d0e61767371262575c1dc8c0ee8a15224c23d4
case_026,3,5,max_byte_hit_within_1pct_time_no_extra_copy,25514,887856,0.28912451433792397,1.0,0,p3/case_026/max_byte_hit_within_1pct_time_no_extra_copy.json,b18cdb2c07e7a99be8ee7ed46b8b6b4af97b03d94b402a0db5acb9072bb16f0d
case_026,3,5,min_copy_within_1pct_time,25514,887856,0.28912451433792397,1.0,0,p3/case_026/min_copy_within_1pct_time.json,b18cdb2c07e7a99be8ee7ed46b8b6b4af97b03d94b402a0db5acb9072bb16f0d
case_026,3,5,min_copy_within_3pct_time,25514,887856,0.28912451433792397,1.0,0,p3/case_026/min_copy_within_3pct_time.json,b18cdb2c07e7a99be8ee7ed46b8b6b4af97b03d94b402a0db5acb9072bb16f0d
case_026,3,5,time_first,25514,887856,0.28912451433792397,1.0,0,p3/case_026/time_first.json,b18cdb2c07e7a99be8ee7ed46b8b6b4af97b03d94b402a0db5acb9072bb16f0d
case_027,3,5,max_byte_hit_within_1pct_time_no_extra_copy,448117,16119808,0.2557190991310516,1.0,0,p3/case_027/max_byte_hit_within_1pct_time_no_extra_copy.json,7f2074cc3d9856759710684fb20d6b05ed1a69d69c8c54ad7b06aa52f60dd5e6
case_027,3,5,min_copy_within_1pct_time,448117,16119808,0.2401134953005852,1.0,0,p3/case_027/min_copy_within_1pct_time.json,b0fa9da47632fb703a9ce2cb951749603d2d7c5e076b971a6d84c7f158f716bc
case_027,3,5,min_copy_within_3pct_time,448117,16119808,0.2401134953005852,1.0,0,p3/case_027/min_copy_within_3pct_time.json,b0fa9da47632fb703a9ce2cb951749603d2d7c5e076b971a6d84c7f158f716bc
case_027,3,5,time_first,448117,16119808,0.2401134953005852,1.0,0,p3/case_027/time_first.json,b0fa9da47632fb703a9ce2cb951749603d2d7c5e076b971a6d84c7f158f716bc
case_028,3,5,max_byte_hit_within_1pct_time_no_extra_copy,7970583,22602240,0.3282047895756295,1.0,0,p3/case_028/max_byte_hit_within_1pct_time_no_extra_copy.json,05b026fb2cdecf1f8aa3377653f92b653abaca5b14ccf3b217feb9bb6108df48
case_028,3,5,min_copy_within_1pct_time,7970583,22602240,0.3282047895756295,1.0,0,p3/case_028/min_copy_within_1pct_time.json,05b026fb2cdecf1f8aa3377653f92b653abaca5b14ccf3b217feb9bb6108df48
case_028,3,5,min_copy_within_3pct_time,7970583,22602240,0.3282047895756295,1.0,0,p3/case_028/min_copy_within_3pct_time.json,05b026fb2cdecf1f8aa3377653f92b653abaca5b14ccf3b217feb9bb6108df48
case_028,3,5,time_first,7970583,22602240,0.3282047895756295,1.0,0,p3/case_028/time_first.json,05b026fb2cdecf1f8aa3377653f92b653abaca5b14ccf3b217feb9bb6108df48
case_029,3,5,max_byte_hit_within_1pct_time_no_extra_copy,9383,0,0.0,1.0,0,p3/case_029/max_byte_hit_within_1pct_time_no_extra_copy.json,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
case_029,3,5,min_copy_within_1pct_time,9383,0,0.0,1.0,0,p3/case_029/min_copy_within_1pct_time.json,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
case_029,3,5,min_copy_within_3pct_time,9383,0,0.0,1.0,0,p3/case_029/min_copy_within_3pct_time.json,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
case_029,3,5,time_first,9383,0,0.0,1.0,0,p3/case_029/time_first.json,06053f139e9c60361d8a80d72059e67564fb1939e21106eb273feeb36b617af4
case_030,3,5,max_byte_hit_within_1pct_time_no_extra_copy,560217,8692736,0.7723139729077751,1.001494509109176,1802240,p3/case_030/max_byte_hit_within_1pct_time_no_extra_copy.json,db0bdff56840d05393482e1403185af98ad3db949a6c9b834305e98232728556
case_030,3,5,min_copy_within_1pct_time,560217,8692736,0.7678604564854333,1.001494509109176,1802240,p3/case_030/min_copy_within_1pct_time.json,7c79a353eb32f48932dbf153e94de57bbbe28aff7b919a91d9662a3d8543873e
case_030,3,5,min_copy_within_3pct_time,560217,8692736,0.7678604564854333,1.001494509109176,1802240,p3/case_030/min_copy_within_3pct_time.json,7c79a353eb32f48932dbf153e94de57bbbe28aff7b919a91d9662a3d8543873e
case_030,3,5,time_first,559381,10494976,0.7201842688960928,1.0,0,p3/case_030/time_first.json,ae1c3d311cc96a64722bb09697f7b6a92886ff7cd3dfa9dcde4e886b40610b55
