case,problem,cores,mode,makespan,added_copy,byte_hit_rate,time_ratio,copy_saved_vs_fastest,plan,plan_sha256
case_031,3,5,max_byte_hit_within_1pct_time_no_extra_copy,274023,7091968,0.5904421238735722,1.003647990858047,125440,p3/case_031/max_byte_hit_within_1pct_time_no_extra_copy.json,9488d0024d7bb557ad5c131ccd1823294d7c22813954acbb961a40f8b577713e
case_031,3,5,min_copy_within_1pct_time,274023,7091968,0.5904421238735722,1.003647990858047,125440,p3/case_031/min_copy_within_1pct_time.json,9488d0024d7bb557ad5c131ccd1823294d7c22813954acbb961a40f8b577713e
case_031,3,5,min_copy_within_3pct_time,274023,7091968,0.5904421238735722,1.003647990858047,125440,p3/case_031/min_copy_within_3pct_time.json,9488d0024d7bb557ad5c131ccd1823294d7c22813954acbb961a40f8b577713e
case_031,3,5,time_first,273027,7217408,0.42688383404925023,1.0,0,p3/case_031/time_first.json,e4e61f63bb23944bc2beef8aba2f18c9d6d10db33e5f49cbeb5aeca944f839e9
case_032,3,5,max_byte_hit_within_1pct_time_no_extra_copy,10059,26696,0.02776321978095814,1.0,0,p3/case_032/max_byte_hit_within_1pct_time_no_extra_copy.json,a6ab576a049d9a38910a54bff21509de620142c0fbe390870ef60492228fd58d
case_032,3,5,min_copy_within_1pct_time,10059,26696,0.02776321978095814,1.0,0,p3/case_032/min_copy_within_1pct_time.json,a6ab576a049d9a38910a54bff21509de620142c0fbe390870ef60492228fd58d
case_032,3,5,min_copy_within_3pct_time,10359,12360,0.04239904499238464,1.029824038174769,14336,p3/case_032/min_copy_within_3pct_time.json,08a9f6c087acb0cdbc2f5191af07cecb7db86aa6114be2a0b9e3b48ffef06758
case_032,3,5,time_first,10059,26696,0.02776321978095814,1.0,0,p3/case_032/time_first.json,a6ab576a049d9a38910a54bff21509de620142c0fbe390870ef60492228fd58d
case_033,3,5,max_byte_hit_within_1pct_time_no_extra_copy,349144,7934592,0.42679368570382714,1.0,0,p3/case_033/max_byte_hit_within_1pct_time_no_extra_copy.json,55857776cabdbe5e68a15d6959f71ee771f7bba935e87fcbf150c23771ec54e3
case_033,3,5,min_copy_within_1pct_time,349144,7934592,0.42679368570382714,1.0,0,p3/case_033/min_copy_within_1pct_time.json,55857776cabdbe5e68a15d6959f71ee771f7bba935e87fcbf150c23771ec54e3
case_033,3,5,min_copy_within_3pct_time,349144,7934592,0.42679368570382714,1.0,0,p3/case_033/min_copy_within_3pct_time.json,55857776cabdbe5e68a15d6959f71ee771f7bba935e87fcbf150c23771ec54e3
case_033,3,5,time_first,349144,7934592,0.42679368570382714,1.0,0,p3/case_033/time_first.json,55857776cabdbe5e68a15d6959f71ee771f7bba935e87fcbf150c23771ec54e3
case_034,3,5,max_byte_hit_within_1pct_time_no_extra_copy,150655,2807808,0.5130272621207785,1.0,0,p3/case_034/max_byte_hit_within_1pct_time_no_extra_copy.json,9e1444e75742bf6053299798d07113012196060be8c7782fc1dd97369ee344ad
case_034,3,5,min_copy_within_1pct_time,150655,2807808,0.5130272621207785,1.0,0,p3/case_034/min_copy_within_1pct_time.json,9e1444e75742bf6053299798d07113012196060be8c7782fc1dd97369ee344ad
case_034,3,5,min_copy_within_3pct_time,150655,2807808,0.5130272621207785,1.0,0,p3/case_034/min_copy_within_3pct_time.json,9e1444e75742bf6053299798d07113012196060be8c7782fc1dd97369ee344ad
case_034,3,5,time_first,150655,2807808,0.5130272621207785,1.0,0,p3/case_034/time_first.json,9e1444e75742bf6053299798d07113012196060be8c7782fc1dd97369ee344ad
case_035,3,5,max_byte_hit_within_1pct_time_no_extra_copy,40778,1130532,0.34067248273355144,1.0,0,p3/case_035/max_byte_hit_within_1pct_time_no_extra_copy.json,00a42463894648589a3e2949a5e0b85e05b328ad3af558a38c31b66d59dc0e0a
case_035,3,5,min_copy_within_1pct_time,40778,1130532,0.34067248273355144,1.0,0,p3/case_035/min_copy_within_1pct_time.json,00a42463894648589a3e2949a5e0b85e05b328ad3af558a38c31b66d59dc0e0a
case_035,3,5,min_copy_within_3pct_time,40778,1130532,0.34067248273355144,1.0,0,p3/case_035/min_copy_within_3pct_time.json,00a42463894648589a3e2949a5e0b85e05b328ad3af558a38c31b66d59dc0e0a
case_035,3,5,time_first,40778,1130532,0.34067248273355144,1.0,0,p3/case_035/time_first.json,00a42463894648589a3e2949a5e0b85e05b328ad3af558a38c31b66d59dc0e0a
case_036,3,5,max_byte_hit_within_1pct_time_no_extra_copy,187182,4608,0.0,1.0,0,p3/case_036/max_byte_hit_within_1pct_time_no_extra_copy.json,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_036,3,5,min_copy_within_1pct_time,187182,4608,0.0,1.0,0,p3/case_036/min_copy_within_1pct_time.json,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_036,3,5,min_copy_within_3pct_time,187182,4608,0.0,1.0,0,p3/case_036/min_copy_within_3pct_time.json,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_036,3,5,time_first,187182,4608,0.0,1.0,0,p3/case_036/time_first.json,a8ec22794d86949a719bf8210c3210fda5bfb9c3340186eb2d8fe2ac97ccdf9a
case_037,3,5,max_byte_hit_within_1pct_time_no_extra_copy,43013,778240,0.3421875,1.0,0,p3/case_037/max_byte_hit_within_1pct_time_no_extra_copy.json,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_037,3,5,min_copy_within_1pct_time,43013,778240,0.3421875,1.0,0,p3/case_037/min_copy_within_1pct_time.json,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_037,3,5,min_copy_within_3pct_time,43013,778240,0.3421875,1.0,0,p3/case_037/min_copy_within_3pct_time.json,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_037,3,5,time_first,43013,778240,0.3421875,1.0,0,p3/case_037/time_first.json,4aa7e2d81681ee56802a32a8224932b5ae960a12353369f4a7f1d735b45ec629
case_038,3,5,max_byte_hit_within_1pct_time_no_extra_copy,267532,8640000,0.6165758275871297,1.0015311298540372,0,p3/case_038/max_byte_hit_within_1pct_time_no_extra_copy.json,fed83807508fe17eef9e67a59dc164912f3365b364fdc3de51409dbf360da163
case_038,3,5,min_copy_within_1pct_time,267123,8640000,0.6048890962145632,1.0,0,p3/case_038/min_copy_within_1pct_time.json,ca4964acbb43fb56e044328548b9b950b6ee303f2340c588a160e46ab734302c
case_038,3,5,min_copy_within_3pct_time,270964,8558592,0.7242710315721753,1.01437914369036,81408,p3/case_038/min_copy_within_3pct_time.json,06aff0b41fc01f0c9f0ffae59c2e86eb5eaf82b99f2d5ec8a0da4e987ef4333c
case_038,3,5,time_first,267123,8640000,0.6048890962145632,1.0,0,p3/case_038/time_first.json,ca4964acbb43fb56e044328548b9b950b6ee303f2340c588a160e46ab734302c
case_039,3,5,max_byte_hit_within_1pct_time_no_extra_copy,288160,20160512,0.6485984464707869,1.0,0,p3/case_039/max_byte_hit_within_1pct_time_no_extra_copy.json,32fcdc4f23f90cc4e87ca77ade9fe735315623912ed70282aaec693494bba98e
case_039,3,5,min_copy_within_1pct_time,288160,20160512,0.6485984464707869,1.0,0,p3/case_039/min_copy_within_1pct_time.json,32fcdc4f23f90cc4e87ca77ade9fe735315623912ed70282aaec693494bba98e
case_039,3,5,min_copy_within_3pct_time,288160,20160512,0.6485984464707869,1.0,0,p3/case_039/min_copy_within_3pct_time.json,32fcdc4f23f90cc4e87ca77ade9fe735315623912ed70282aaec693494bba98e
case_039,3,5,time_first,288160,20160512,0.6485984464707869,1.0,0,p3/case_039/time_first.json,32fcdc4f23f90cc4e87ca77ade9fe735315623912ed70282aaec693494bba98e
case_040,3,5,max_byte_hit_within_1pct_time_no_extra_copy,57659,2288112,0.24838614609894547,1.0,0,p3/case_040/max_byte_hit_within_1pct_time_no_extra_copy.json,d4e95a168c2fc578b122f6f16670a5724c8596d9ebe1de56c72c8b2f935544e3
case_040,3,5,min_copy_within_1pct_time,57659,2288112,0.24838614609894547,1.0,0,p3/case_040/min_copy_within_1pct_time.json,d4e95a168c2fc578b122f6f16670a5724c8596d9ebe1de56c72c8b2f935544e3
case_040,3,5,min_copy_within_3pct_time,57659,2288112,0.24838614609894547,1.0,0,p3/case_040/min_copy_within_3pct_time.json,d4e95a168c2fc578b122f6f16670a5724c8596d9ebe1de56c72c8b2f935544e3
case_040,3,5,time_first,57659,2288112,0.24838614609894547,1.0,0,p3/case_040/time_first.json,d4e95a168c2fc578b122f6f16670a5724c8596d9ebe1de56c72c8b2f935544e3
case_041,3,5,max_byte_hit_within_1pct_time_no_extra_copy,1193991,35555328,0.4411073189230186,1.0017249262753423,5074944,p3/case_041/max_byte_hit_within_1pct_time_no_extra_copy.json,fd2f13f81d02d37e8536ba468451a2046f91ee3d8b310b78c3883467ba1b5ba3
case_041,3,5,min_copy_within_1pct_time,1194092,33183744,0.4052203335213083,1.0018096624396464,7446528,p3/case_041/min_copy_within_1pct_time.json,fc723404af88f2b119b975098b0d0a1fa9216be567e480874570ac0b6dee0f5a
case_041,3,5,min_copy_within_3pct_time,1194092,33183744,0.4052203335213083,1.0018096624396464,7446528,p3/case_041/min_copy_within_3pct_time.json,fc723404af88f2b119b975098b0d0a1fa9216be567e480874570ac0b6dee0f5a
case_041,3,5,time_first,1191935,40630272,0.3202129810608614,1.0,0,p3/case_041/time_first.json,f4279e3316d6c7fdbcae9d0738c9176f4276c3d379c3cf2e4ec8e4ee9ea17926
case_042,3,5,max_byte_hit_within_1pct_time_no_extra_copy,347203,8738816,0.27289588388255287,1.0,0,p3/case_042/max_byte_hit_within_1pct_time_no_extra_copy.json,c78f17cbe3b0e6efb15845e933dd727aa1175c859024621fe09bc0810892b89b
case_042,3,5,min_copy_within_1pct_time,347203,8738816,0.27289588388255287,1.0,0,p3/case_042/min_copy_within_1pct_time.json,c78f17cbe3b0e6efb15845e933dd727aa1175c859024621fe09bc0810892b89b
case_042,3,5,min_copy_within_3pct_time,352395,6324224,0.5550939357810485,1.014953787841695,2414592,p3/case_042/min_copy_within_3pct_time.json,e8f648c13d72df120605bd9d093f55b54f4e058a1bf098ee2779a16427d0a233
case_042,3,5,time_first,347203,8738816,0.27289588388255287,1.0,0,p3/case_042/time_first.json,c78f17cbe3b0e6efb15845e933dd727aa1175c859024621fe09bc0810892b89b
case_043,3,5,max_byte_hit_within_1pct_time_no_extra_copy,219768,1859380,0.3627891029022105,1.0,0,p3/case_043/max_byte_hit_within_1pct_time_no_extra_copy.json,672e4dffd2414e7909ddd6bcd7961b94553052352197a48386335eff05fb20f2
case_043,3,5,min_copy_within_1pct_time,219768,1859380,0.3627891029022105,1.0,0,p3/case_043/min_copy_within_1pct_time.json,672e4dffd2414e7909ddd6bcd7961b94553052352197a48386335eff05fb20f2
case_043,3,5,min_copy_within_3pct_time,219768,1859380,0.3627891029022105,1.0,0,p3/case_043/min_copy_within_3pct_time.json,672e4dffd2414e7909ddd6bcd7961b94553052352197a48386335eff05fb20f2
case_043,3,5,time_first,219768,1859380,0.3627891029022105,1.0,0,p3/case_043/time_first.json,672e4dffd2414e7909ddd6bcd7961b94553052352197a48386335eff05fb20f2
case_044,3,5,max_byte_hit_within_1pct_time_no_extra_copy,43790,930400,0.0015122166717640262,1.0,0,p3/case_044/max_byte_hit_within_1pct_time_no_extra_copy.json,ef35f73a1f2552bf432b1bbcbef50756595da741b6b20b4bb69297e5136f08ff
case_044,3,5,min_copy_within_1pct_time,43790,930400,0.0015122166717640262,1.0,0,p3/case_044/min_copy_within_1pct_time.json,ef35f73a1f2552bf432b1bbcbef50756595da741b6b20b4bb69297e5136f08ff
case_044,3,5,min_copy_within_3pct_time,43790,930400,0.0015122166717640262,1.0,0,p3/case_044/min_copy_within_3pct_time.json,ef35f73a1f2552bf432b1bbcbef50756595da741b6b20b4bb69297e5136f08ff
case_044,3,5,time_first,43790,930400,0.0015122166717640262,1.0,0,p3/case_044/time_first.json,ef35f73a1f2552bf432b1bbcbef50756595da741b6b20b4bb69297e5136f08ff
case_045,3,5,max_byte_hit_within_1pct_time_no_extra_copy,25770,0,0.0,1.0,0,p3/case_045/max_byte_hit_within_1pct_time_no_extra_copy.json,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_045,3,5,min_copy_within_1pct_time,25770,0,0.0,1.0,0,p3/case_045/min_copy_within_1pct_time.json,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_045,3,5,min_copy_within_3pct_time,25770,0,0.0,1.0,0,p3/case_045/min_copy_within_3pct_time.json,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_045,3,5,time_first,25770,0,0.0,1.0,0,p3/case_045/time_first.json,a42dd59c93a57f988db6d6d76ddc50c4bb293ca5c3cfabc2086a7f010b00f534
case_046,3,5,max_byte_hit_within_1pct_time_no_extra_copy,77846,2791200,0.0,1.0,0,p3/case_046/max_byte_hit_within_1pct_time_no_extra_copy.json,06766164545d1f3344b98cd9509bc23f12b77e8a71bda5520df692562dfa3f7d
case_046,3,5,min_copy_within_1pct_time,77846,2791200,0.0,1.0,0,p3/case_046/min_copy_within_1pct_time.json,06766164545d1f3344b98cd9509bc23f12b77e8a71bda5520df692562dfa3f7d
case_046,3,5,min_copy_within_3pct_time,77846,2791200,0.0,1.0,0,p3/case_046/min_copy_within_3pct_time.json,06766164545d1f3344b98cd9509bc23f12b77e8a71bda5520df692562dfa3f7d
case_046,3,5,time_first,77846,2791200,0.0,1.0,0,p3/case_046/time_first.json,06766164545d1f3344b98cd9509bc23f12b77e8a71bda5520df692562dfa3f7d
case_047,3,5,max_byte_hit_within_1pct_time_no_extra_copy,83861,2696024,0.4415147875650962,1.0,0,p3/case_047/max_byte_hit_within_1pct_time_no_extra_copy.json,d0e1cf20911921ad8ce4e34dbcd7b98b82f29baddfa31cea8eb49b33f0aaef33
case_047,3,5,min_copy_within_1pct_time,83861,2696024,0.4415147875650962,1.0,0,p3/case_047/min_copy_within_1pct_time.json,d0e1cf20911921ad8ce4e34dbcd7b98b82f29baddfa31cea8eb49b33f0aaef33
case_047,3,5,min_copy_within_3pct_time,83861,2696024,0.4415147875650962,1.0,0,p3/case_047/min_copy_within_3pct_time.json,d0e1cf20911921ad8ce4e34dbcd7b98b82f29baddfa31cea8eb49b33f0aaef33
case_047,3,5,time_first,83861,2696024,0.4415147875650962,1.0,0,p3/case_047/time_first.json,d0e1cf20911921ad8ce4e34dbcd7b98b82f29baddfa31cea8eb49b33f0aaef33
case_048,3,5,max_byte_hit_within_1pct_time_no_extra_copy,97672,805526,0.207031478523052,1.0,0,p3/case_048/max_byte_hit_within_1pct_time_no_extra_copy.json,e554328d3e270c580743e958551cb366aed5239e2b7dcdfcf5818768c50cbef2
case_048,3,5,min_copy_within_1pct_time,97672,805526,0.207031478523052,1.0,0,p3/case_048/min_copy_within_1pct_time.json,e554328d3e270c580743e958551cb366aed5239e2b7dcdfcf5818768c50cbef2
case_048,3,5,min_copy_within_3pct_time,97672,805526,0.207031478523052,1.0,0,p3/case_048/min_copy_within_3pct_time.json,e554328d3e270c580743e958551cb366aed5239e2b7dcdfcf5818768c50cbef2
case_048,3,5,time_first,97672,805526,0.207031478523052,1.0,0,p3/case_048/time_first.json,e554328d3e270c580743e958551cb366aed5239e2b7dcdfcf5818768c50cbef2
case_049,3,5,max_byte_hit_within_1pct_time_no_extra_copy,95813,5284936,0.1523863246603417,1.0,0,p3/case_049/max_byte_hit_within_1pct_time_no_extra_copy.json,4eb2daf396db9947d662e9aafba9f51a5ed27458f8d5c05ddfbb1c1c18aaa9cb
case_049,3,5,min_copy_within_1pct_time,95813,5284936,0.1523863246603417,1.0,0,p3/case_049/min_copy_within_1pct_time.json,4eb2daf396db9947d662e9aafba9f51a5ed27458f8d5c05ddfbb1c1c18aaa9cb
case_049,3,5,min_copy_within_3pct_time,95813,5284936,0.1523863246603417,1.0,0,p3/case_049/min_copy_within_3pct_time.json,4eb2daf396db9947d662e9aafba9f51a5ed27458f8d5c05ddfbb1c1c18aaa9cb
case_049,3,5,time_first,95813,5284936,0.1523863246603417,1.0,0,p3/case_049/time_first.json,4eb2daf396db9947d662e9aafba9f51a5ed27458f8d5c05ddfbb1c1c18aaa9cb
case_050,3,5,max_byte_hit_within_1pct_time_no_extra_copy,96617,16128,0.034581717318476,1.0,0,p3/case_050/max_byte_hit_within_1pct_time_no_extra_copy.json,f9059cec3aa7024df7bba8fe0818e1e28ee8f7875a04872580aba24166cb7db3
case_050,3,5,min_copy_within_1pct_time,96617,16128,0.034581717318476,1.0,0,p3/case_050/min_copy_within_1pct_time.json,f9059cec3aa7024df7bba8fe0818e1e28ee8f7875a04872580aba24166cb7db3
case_050,3,5,min_copy_within_3pct_time,96617,16128,0.034581717318476,1.0,0,p3/case_050/min_copy_within_3pct_time.json,f9059cec3aa7024df7bba8fe0818e1e28ee8f7875a04872580aba24166cb7db3
case_050,3,5,time_first,96617,16128,0.034581717318476,1.0,0,p3/case_050/time_first.json,f9059cec3aa7024df7bba8fe0818e1e28ee8f7875a04872580aba24166cb7db3
case_051,3,5,max_byte_hit_within_1pct_time_no_extra_copy,161479,3507604,0.15494134258491382,1.0,0,p3/case_051/max_byte_hit_within_1pct_time_no_extra_copy.json,be893a506dfffb76e5f8768d3b36bde5fcbf6ef7671d3a8071ed381052bdcb8c
case_051,3,5,min_copy_within_1pct_time,161479,3507604,0.15494134258491382,1.0,0,p3/case_051/min_copy_within_1pct_time.json,be893a506dfffb76e5f8768d3b36bde5fcbf6ef7671d3a8071ed381052bdcb8c
case_051,3,5,min_copy_within_3pct_time,161479,3507604,0.15494134258491382,1.0,0,p3/case_051/min_copy_within_3pct_time.json,be893a506dfffb76e5f8768d3b36bde5fcbf6ef7671d3a8071ed381052bdcb8c
case_051,3,5,time_first,161479,3507604,0.15494134258491382,1.0,0,p3/case_051/time_first.json,be893a506dfffb76e5f8768d3b36bde5fcbf6ef7671d3a8071ed381052bdcb8c
case_052,3,5,max_byte_hit_within_1pct_time_no_extra_copy,31139,328704,0.1895133954132082,1.0,0,p3/case_052/max_byte_hit_within_1pct_time_no_extra_copy.json,7f5110d6ed1291d7437d4595f91d52f24c8a8980a0c744c348e18cf599f6dbed
case_052,3,5,min_copy_within_1pct_time,31139,328704,0.1895133954132082,1.0,0,p3/case_052/min_copy_within_1pct_time.json,7f5110d6ed1291d7437d4595f91d52f24c8a8980a0c744c348e18cf599f6dbed
case_052,3,5,min_copy_within_3pct_time,31139,328704,0.1895133954132082,1.0,0,p3/case_052/min_copy_within_3pct_time.json,7f5110d6ed1291d7437d4595f91d52f24c8a8980a0c744c348e18cf599f6dbed
case_052,3,5,time_first,31139,328704,0.1895133954132082,1.0,0,p3/case_052/time_first.json,7f5110d6ed1291d7437d4595f91d52f24c8a8980a0c744c348e18cf599f6dbed
case_053,3,5,max_byte_hit_within_1pct_time_no_extra_copy,374457,3247692,0.020520021907168538,1.0,0,p3/case_053/max_byte_hit_within_1pct_time_no_extra_copy.json,f97ef2fe0e4f32ddbe897621aaa8b9306df0e35ded4fcfbd87dcf4ce7a479805
case_053,3,5,min_copy_within_1pct_time,374457,3247692,0.020520021907168538,1.0,0,p3/case_053/min_copy_within_1pct_time.json,f97ef2fe0e4f32ddbe897621aaa8b9306df0e35ded4fcfbd87dcf4ce7a479805
case_053,3,5,min_copy_within_3pct_time,374457,3247692,0.020520021907168538,1.0,0,p3/case_053/min_copy_within_3pct_time.json,f97ef2fe0e4f32ddbe897621aaa8b9306df0e35ded4fcfbd87dcf4ce7a479805
case_053,3,5,time_first,374457,3247692,0.020520021907168538,1.0,0,p3/case_053/time_first.json,f97ef2fe0e4f32ddbe897621aaa8b9306df0e35ded4fcfbd87dcf4ce7a479805
case_054,3,5,max_byte_hit_within_1pct_time_no_extra_copy,356049,15561792,0.17325732653087675,1.0,0,p3/case_054/max_byte_hit_within_1pct_time_no_extra_copy.json,ac6570c52c896c353c4db88f801e156dc3d0bbb2f6d8469d10636e97e9afbb53
case_054,3,5,min_copy_within_1pct_time,356353,15558720,0.17208635758046512,1.0008538150647803,3072,p3/case_054/min_copy_within_1pct_time.json,9753290a9870afe63ec54f9222b495e283d91ae873022ce2b55be5dc13bbdffe
case_054,3,5,min_copy_within_3pct_time,356353,15558720,0.17208635758046512,1.0008538150647803,3072,p3/case_054/min_copy_within_3pct_time.json,9753290a9870afe63ec54f9222b495e283d91ae873022ce2b55be5dc13bbdffe
case_054,3,5,time_first,356049,15561792,0.17325732653087675,1.0,0,p3/case_054/time_first.json,ac6570c52c896c353c4db88f801e156dc3d0bbb2f6d8469d10636e97e9afbb53
case_055,3,5,max_byte_hit_within_1pct_time_no_extra_copy,19462,198656,0.19750881909096643,1.0,0,p3/case_055/max_byte_hit_within_1pct_time_no_extra_copy.json,146fe28744743e5c37f2d14408a34e3c1f1b61993ab9408762c7e50370759d74
case_055,3,5,min_copy_within_1pct_time,19462,198656,0.19750881909096643,1.0,0,p3/case_055/min_copy_within_1pct_time.json,146fe28744743e5c37f2d14408a34e3c1f1b61993ab9408762c7e50370759d74
case_055,3,5,min_copy_within_3pct_time,19462,198656,0.19750881909096643,1.0,0,p3/case_055/min_copy_within_3pct_time.json,146fe28744743e5c37f2d14408a34e3c1f1b61993ab9408762c7e50370759d74
case_055,3,5,time_first,19462,198656,0.19750881909096643,1.0,0,p3/case_055/time_first.json,146fe28744743e5c37f2d14408a34e3c1f1b61993ab9408762c7e50370759d74
case_056,3,5,max_byte_hit_within_1pct_time_no_extra_copy,122274,6671748,0.17091779973584553,1.0,0,p3/case_056/max_byte_hit_within_1pct_time_no_extra_copy.json,4cb9c2b51e89ed263de9c7172fa5ac87758fa2a384ecdd4a7850eb6c6e433a30
case_056,3,5,min_copy_within_1pct_time,122274,6671748,0.17091779973584553,1.0,0,p3/case_056/min_copy_within_1pct_time.json,4cb9c2b51e89ed263de9c7172fa5ac87758fa2a384ecdd4a7850eb6c6e433a30
case_056,3,5,min_copy_within_3pct_time,122274,6671748,0.17091779973584553,1.0,0,p3/case_056/min_copy_within_3pct_time.json,4cb9c2b51e89ed263de9c7172fa5ac87758fa2a384ecdd4a7850eb6c6e433a30
case_056,3,5,time_first,122274,6671748,0.17091779973584553,1.0,0,p3/case_056/time_first.json,4cb9c2b51e89ed263de9c7172fa5ac87758fa2a384ecdd4a7850eb6c6e433a30
case_057,3,5,max_byte_hit_within_1pct_time_no_extra_copy,14372,27936,0.07663692925568687,1.0,0,p3/case_057/max_byte_hit_within_1pct_time_no_extra_copy.json,afc33452dd684bae402e33d66febb09a42f32b94990844b7a9c60be945049a1a
case_057,3,5,min_copy_within_1pct_time,14372,27936,0.07663692925568687,1.0,0,p3/case_057/min_copy_within_1pct_time.json,afc33452dd684bae402e33d66febb09a42f32b94990844b7a9c60be945049a1a
case_057,3,5,min_copy_within_3pct_time,14372,27936,0.07663692925568687,1.0,0,p3/case_057/min_copy_within_3pct_time.json,afc33452dd684bae402e33d66febb09a42f32b94990844b7a9c60be945049a1a
case_057,3,5,time_first,14372,27936,0.07663692925568687,1.0,0,p3/case_057/time_first.json,afc33452dd684bae402e33d66febb09a42f32b94990844b7a9c60be945049a1a
case_058,3,5,max_byte_hit_within_1pct_time_no_extra_copy,896066,35528704,0.3073102900278109,1.0,0,p3/case_058/max_byte_hit_within_1pct_time_no_extra_copy.json,02609869003f37d62581ef4f97591bd6a1e12e5f02c484630cff8931a2a4168e
case_058,3,5,min_copy_within_1pct_time,903728,34725888,0.29420505200594355,1.0085507094343498,802816,p3/case_058/min_copy_within_1pct_time.json,33b326f31fb18dc4a125b5f2bd550276e79d32ff50ab4c40ee5fba7f312fe106
case_058,3,5,min_copy_within_3pct_time,912018,34562048,0.29090004972650424,1.0178022601013765,966656,p3/case_058/min_copy_within_3pct_time.json,a1c3fbb7cc7b6397115e848a785f6b0460a87948229ef637f82b62bb144e3314
case_058,3,5,time_first,896066,35528704,0.3073102900278109,1.0,0,p3/case_058/time_first.json,02609869003f37d62581ef4f97591bd6a1e12e5f02c484630cff8931a2a4168e
case_059,3,5,max_byte_hit_within_1pct_time_no_extra_copy,150736,4325376,0.7681818181818182,1.0,0,p3/case_059/max_byte_hit_within_1pct_time_no_extra_copy.json,ca0745ee163996cc42b7bcc95c8e9512cef49ee63bab8482e19297b14dfe4bd7
case_059,3,5,min_copy_within_1pct_time,150736,4325376,0.7378787878787879,1.0,0,p3/case_059/min_copy_within_1pct_time.json,d2c49cbd893d8ef50523efe08eaa45282f905df615791c8640e801357da6e5a9
case_059,3,5,min_copy_within_3pct_time,150736,4325376,0.7378787878787879,1.0,0,p3/case_059/min_copy_within_3pct_time.json,d2c49cbd893d8ef50523efe08eaa45282f905df615791c8640e801357da6e5a9
case_059,3,5,time_first,150736,4325376,0.7378787878787879,1.0,0,p3/case_059/time_first.json,d2c49cbd893d8ef50523efe08eaa45282f905df615791c8640e801357da6e5a9
case_060,3,5,max_byte_hit_within_1pct_time_no_extra_copy,158821,3588480,0.41577630988263964,1.0,0,p3/case_060/max_byte_hit_within_1pct_time_no_extra_copy.json,76f298c5aa192d3974f66f85f95a096dc32ee6f1fd2959ad52f4b36a7c755262
case_060,3,5,min_copy_within_1pct_time,158821,3588480,0.41577630988263964,1.0,0,p3/case_060/min_copy_within_1pct_time.json,76f298c5aa192d3974f66f85f95a096dc32ee6f1fd2959ad52f4b36a7c755262
case_060,3,5,min_copy_within_3pct_time,158821,3588480,0.41577630988263964,1.0,0,p3/case_060/min_copy_within_3pct_time.json,76f298c5aa192d3974f66f85f95a096dc32ee6f1fd2959ad52f4b36a7c755262
case_060,3,5,time_first,158821,3588480,0.41577630988263964,1.0,0,p3/case_060/time_first.json,76f298c5aa192d3974f66f85f95a096dc32ee6f1fd2959ad52f4b36a7c755262
case_061,3,5,max_byte_hit_within_1pct_time_no_extra_copy,21840,83712,0.13335287408323085,1.0059416885449772,0,p3/case_061/max_byte_hit_within_1pct_time_no_extra_copy.json,3c9186ada7fd189017c13aa46cf7bfcf2ba04189485725a1d9a08c2c568032e9
case_061,3,5,min_copy_within_1pct_time,21711,83712,0.09257217864493396,1.0,0,p3/case_061/min_copy_within_1pct_time.json,e2c2aec889dd9ff4031d048d1d53536923cdffa5c268b3a2431df1cb3b9765ac
case_061,3,5,min_copy_within_3pct_time,21711,83712,0.09257217864493396,1.0,0,p3/case_061/min_copy_within_3pct_time.json,e2c2aec889dd9ff4031d048d1d53536923cdffa5c268b3a2431df1cb3b9765ac
case_061,3,5,time_first,21711,83712,0.09257217864493396,1.0,0,p3/case_061/time_first.json,e2c2aec889dd9ff4031d048d1d53536923cdffa5c268b3a2431df1cb3b9765ac
case_062,3,5,max_byte_hit_within_1pct_time_no_extra_copy,690990,9735168,0.0,1.0,0,p3/case_062/max_byte_hit_within_1pct_time_no_extra_copy.json,c1844dbfd84546e68e863e7d32c243af6351b44b25f7155c0cacfcd3de78683c
case_062,3,5,min_copy_within_1pct_time,690990,9735168,0.0,1.0,0,p3/case_062/min_copy_within_1pct_time.json,c1844dbfd84546e68e863e7d32c243af6351b44b25f7155c0cacfcd3de78683c
case_062,3,5,min_copy_within_3pct_time,690990,9735168,0.0,1.0,0,p3/case_062/min_copy_within_3pct_time.json,c1844dbfd84546e68e863e7d32c243af6351b44b25f7155c0cacfcd3de78683c
case_062,3,5,time_first,690990,9735168,0.0,1.0,0,p3/case_062/time_first.json,c1844dbfd84546e68e863e7d32c243af6351b44b25f7155c0cacfcd3de78683c
