config,case,cores,method,call,stage,family,name,status,elapsed_seconds,makespan,added_copy,simulated_l1,simulated_ub,simulated_memory_by_core
case_035_p1_n5,case_035,5,joint_tonight,11,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,12.108014500001445,95424,4608,73728,26636,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 18440}, '2': {'L1': 73728, 'UB': 26636}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_035_p1_n5,case_035,5,joint_tonight,12,continuation,structure,selective_phase_band_critical_path_x2_a5_eft,success,12.639638916938566,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,13,continuation,tonight,cpsat_intact_raw,success,13.336779583012685,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,14,continuation,legacy,local_duration,success,14.097172582987696,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,15,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,15.260194125003181,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,16,continuation,structure,selective_phase_band_critical_path_x1_a3_eft,success,15.735001874971204,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,17,continuation,tonight,cpsat_warm_raw,success,16.41178379196208,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,18,continuation,legacy,observed_duration,success,16.961281499941833,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,19,continuation,joint,p1_joint_r0_tensor_cap1.0_eft_merge8,success,17.4818232919788,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,20,continuation,structure,wcc_task_1_shared_root_batch2,success,18.696127792005427,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,21,continuation,legacy,local_duration,success,19.40707558300346,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,22,continuation,joint,p1_joint_r0_phase4_eft_raw,success,19.939089125022292,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,23,continuation,structure,selective_local_quantile_stable_id_x2_a3_eft,success,20.31373008294031,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_035_p1_n5,case_035,5,joint_tonight,24,continuation,legacy,observed_duration,success,20.859061499941163,90079,1379966,73728,25344,"{'0': {'L1': 16928, 'UB': 25344}, '1': {'L1': 15872, 'UB': 25344}, '2': {'L1': 73728, 'UB': 16392}, '3': {'L1': 13824, 'UB': 18440}, '4': {'L1': 4096, 'UB': 10244}}"
case_044_p1_n2,case_044,2,integrated,1,prefix,component,wcc_start0_simple_a2_per_core_lpt_mv,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,2,prefix,component,wcc_start0_simple_a1_per_core_lpt_mv,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,3,prefix,component,wcc_task_1_mv_complement_batch2,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,4,prefix,partition,critical_path_b2_p1_eft,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,5,prefix,task_refine,merge2048,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,6,prefix,task_refine,split512,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,7,continuation,structure,wcc_task_0_mv_complement_batch2,success,2.1740283330436796,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,integrated,8,continuation,structure,wcc_task_0_mv_complement_batch4,success,2.455584082985297,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,1,prefix,component,wcc_start0_simple_a2_per_core_lpt_mv,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,2,prefix,component,wcc_start0_simple_a1_per_core_lpt_mv,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,3,prefix,component,wcc_task_1_mv_complement_batch2,success,,131105,4672992,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,4,prefix,partition,critical_path_b2_p1_eft,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,5,prefix,task_refine,merge2048,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,6,prefix,task_refine,split512,success,,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,7,continuation,structure,wcc_task_0_mv_complement_batch2,success,2.1827204170404,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_044_p1_n2,case_044,2,joint_tonight,8,continuation,structure,wcc_task_0_mv_complement_batch4,success,2.505734874983318,96349,222208,524256,0,"{'0': {'L1': 524256, 'UB': 0}, '1': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,1,prefix,component,wcc_start0_simple_a3_per_core_lpt_mv,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,2,prefix,component,wcc_task_2_mv_complement_batch2,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,3,prefix,component,wcc_start0_simple_a3_per_component_lpt_mv,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,4,prefix,partition,selective_whole_critical_path_x1_a3_eft,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,5,prefix,tensor,tensor4096_cheap256_active3,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,6,prefix,task_refine,local_duration,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,7,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,8.382138542016037,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,8,continuation,structure,selective_local_quantile_stable_id_x1_a3_eft,success,9.395887541933917,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,9,continuation,joint,p1_joint_r0_tensor_cap2.0_eft_raw,success,10.668294208939187,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,10,continuation,legacy,split1024,success,11.553575583966449,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,11,continuation,joint,p1_joint_r0_phase4_eft_raw,success,12.232602042029612,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,12,continuation,structure,selective_phase_band_critical_path_x1_a3_eft,success,12.809011291945353,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,13,continuation,joint,p1_joint_r0_tensor_cap0.25_eft_merge8,success,13.971949124941602,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,14,continuation,legacy,split512,success,14.508379791979678,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,15,continuation,joint,p1_joint_r0_phase2_eft_merge8,success,15.256284083938226,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,16,continuation,structure,selective_local_quantile_stable_id_x2_a3_eft,success,15.67598983400967,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,17,continuation,joint,p1_joint_r0_tensor_cap0.25_balanced_merge8,success,16.850334124988876,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,18,continuation,joint,p1_joint_r0_phase2_eft_raw,success,17.78294287493918,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,integrated,19,continuation,structure,wcc_task_1_shared_root_batch2,success,18.997574875014834,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,20,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,20.20485058403574,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,21,continuation,legacy,local_duration,success,21.44962529197801,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,22,continuation,joint,p1_joint_r0_tensor_cap2.0_eft_raw,success,22.622019000002183,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,23,continuation,structure,selective_phase_band_critical_path_x2_a3_eft,success,23.14474737504497,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,integrated,24,continuation,joint,p1_joint_r0_phase4_eft_raw,success,23.901541125029325,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,1,prefix,component,wcc_start0_simple_a3_per_core_lpt_mv,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,2,prefix,component,wcc_task_2_mv_complement_batch2,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,3,prefix,component,wcc_start0_simple_a3_per_component_lpt_mv,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,4,prefix,partition,selective_whole_critical_path_x1_a3_eft,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,5,prefix,tensor,tensor4096_cheap256_active3,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,6,prefix,task_refine,local_duration,success,,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,7,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,8.375782959046774,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,8,continuation,structure,selective_local_quantile_stable_id_x1_a3_eft,success,9.383798417053185,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,9,continuation,tonight,cpsat_warm_raw,success,10.08157616702374,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,10,continuation,legacy,split1024,success,11.012048667063937,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,11,continuation,joint,p1_joint_r0_tensor_cap2.0_eft_raw,success,12.231043459032662,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,12,continuation,structure,selective_phase_band_critical_path_x1_a3_eft,success,12.808953042025678,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,13,continuation,legacy,split512,success,13.339189084013924,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,14,continuation,joint,p1_joint_r0_phase4_eft_raw,success,13.970512042054906,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,15,continuation,structure,selective_local_quantile_stable_id_x2_a3_eft,success,14.388305917032994,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,16,continuation,joint,p1_joint_r0_tensor_cap0.25_eft_merge8,success,15.691267292015254,95424,0,73728,52252,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 57344, 'UB': 26636}, '2': {'L1': 73728, 'UB': 52252}}"
case_035_p1_n3,case_035,3,joint_tonight,17,continuation,structure,wcc_task_1_shared_root_batch2,success,16.880063584074378,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,18,continuation,tonight,cpsat_warm_raw,success,17.473240416962653,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,19,continuation,legacy,local_duration,success,18.781715292017907,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,20,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,19.98867870902177,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,21,continuation,structure,selective_phase_band_critical_path_x2_a3_eft,success,20.46102020901162,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,22,continuation,legacy,split1024,success,21.098323959042318,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,23,continuation,joint,p1_joint_r0_tensor_cap2.0_eft_raw,success,22.233620750019327,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
case_035_p1_n3,case_035,3,joint_tonight,24,continuation,structure,wcc_task_1_mv_complement_per_component,success,23.295363667071797,95406,0,73728,74792,"{'0': {'L1': 19072, 'UB': 19654}, '1': {'L1': 73728, 'UB': 74792}, '2': {'L1': 0, 'UB': 0}}"
