config,case,cores,method,call,stage,family,name,status,elapsed_seconds,makespan,added_copy,simulated_l1,simulated_ub,simulated_memory_by_core
case_004_p1_n5,case_004,5,joint_tonight,1,prefix,component,wcc_start0_simple_a5_per_core_lpt_mv,success,,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,2,prefix,component,wcc_task_4_mv_complement_batch2,success,,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,3,prefix,task_refine,local_duration,success,,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,4,continuation,joint,p1_joint_r0_phase2_eft_merge8,success,0.817210957990028,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,5,continuation,structure,wcc_task_4_mv_complement_batch4,success,1.061688082991168,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,6,continuation,tonight,cpsat_warm_raw,success,4.000313707976602,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,7,continuation,legacy,local_duration,success,4.18975295801647,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,8,continuation,joint,p1_joint_r0_tensor_cap0.25_eft_raw,success,4.326680083060637,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,9,continuation,joint,p1_joint_r0_phase2_eft_raw,success,4.488365374971181,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,10,continuation,joint,p1_joint_r0_phase4_eft_raw,success,4.627299875020981,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,11,continuation,joint,p1_joint_r0_phase4_balanced_raw,success,4.762914333026856,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,12,continuation,joint,p1_joint_r0_phase16_eft_raw,success,4.9569729580543935,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_004_p1_n5,case_004,5,joint_tonight,13,continuation,joint,p1_joint_r0_phase16_balanced_raw,success,5.156879042042419,88341,442368,125952,12288,"{'0': {'L1': 125952, 'UB': 12288}, '1': {'L1': 125952, 'UB': 12288}, '2': {'L1': 125952, 'UB': 12288}, '3': {'L1': 125952, 'UB': 12288}, '4': {'L1': 125952, 'UB': 12288}}"
case_044_p1_n5,case_044,5,integrated,1,prefix,component,wcc_start0_simple_a5_per_core_lpt_mv,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,2,prefix,component,wcc_start0_simple_a1_per_core_lpt_mv,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,3,prefix,partition,critical_path_b5_p1_eft,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,4,prefix,partition,critical_path_b10_p1_eft,success,,100015,499840,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,5,prefix,task_refine,merge256,success,,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,6,prefix,task_refine,merge512,success,,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,7,continuation,joint,p1_joint_r0_phase8_eft_merge8,success,1.6488315419992432,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,8,continuation,structure,wcc_start0_simple_a2_per_core_lpt_mv,success,1.9454266249667853,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,9,continuation,joint,p1_joint_r0_tensor_cap0.25_eft_raw,success,2.13475429196842,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,10,continuation,legacy,merge1024,success,2.4158750829519704,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,11,continuation,joint,p1_joint_r0_phase16_eft_merge8,success,2.6115864580497146,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,12,continuation,structure,wcc_start0_simple_a3_per_core_lpt_mv,success,2.8037554170005023,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,13,continuation,joint,p1_joint_r0_tensor_cap0.25_balanced_raw,success,2.9936224999837577,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,14,continuation,legacy,merge2048,success,3.296123957959935,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,15,continuation,joint,p1_joint_r0_phase8_balanced_merge8,success,3.491160499979742,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,16,continuation,structure,wcc_task_1_mv_complement_batch2,success,3.678735833032988,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,17,continuation,joint,p1_joint_r0_phase16_balanced_merge8,success,3.868106042034924,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,18,continuation,joint,p1_joint_r0_phase4_eft_merge8,success,4.104628875036724,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,19,continuation,structure,wcc_start0_simple_a4_per_core_lpt_mv,success,4.297973750042729,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,20,continuation,joint,p1_joint_r0_phase4_balanced_merge8,success,4.49126412498299,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,21,continuation,joint,p1_joint_r0_phase2_eft_raw,success,4.678838582942262,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,22,continuation,structure,wcc_task_2_mv_complement_batch2,success,4.866929791984148,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,23,continuation,joint,p1_joint_r0_phase2_balanced_raw,success,5.052180542028509,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,integrated,24,continuation,joint,p1_joint_r0_phase4_eft_raw,success,5.2476394169498235,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,1,prefix,component,wcc_start0_simple_a5_per_core_lpt_mv,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,2,prefix,component,wcc_start0_simple_a1_per_core_lpt_mv,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,3,prefix,partition,critical_path_b5_p1_eft,success,,132892,6196032,524192,0,"{'0': {'L1': 524192, 'UB': 0}, '1': {'L1': 524192, 'UB': 0}, '2': {'L1': 524192, 'UB': 0}, '3': {'L1': 524192, 'UB': 0}, '4': {'L1': 524192, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,4,prefix,partition,critical_path_b10_p1_eft,success,,100015,499840,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,5,prefix,task_refine,merge256,success,,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,6,prefix,task_refine,merge512,success,,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,7,continuation,joint,p1_joint_r0_phase8_eft_merge8,success,1.6487543750554323,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,8,continuation,structure,wcc_start0_simple_a2_per_core_lpt_mv,success,1.943536166101694,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,9,continuation,tonight,cpsat_intact_raw,success,2.342878833063878,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,10,continuation,legacy,merge1024,success,2.6278462080517784,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,11,continuation,joint,p1_joint_r0_tensor_cap0.25_eft_raw,success,2.8159173330059275,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,12,continuation,structure,wcc_start0_simple_a3_per_core_lpt_mv,success,3.0049379160627723,99310,319616,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,13,continuation,tonight,cpsat_warm_raw,success,3.2342383750947192,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,14,continuation,legacy,merge256,success,3.4111738330684602,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,15,continuation,joint,p1_joint_r0_phase16_eft_merge8,success,3.7273940830491483,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,16,continuation,structure,wcc_task_1_mv_complement_batch2,success,3.9210396660491824,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,17,continuation,tonight,cpsat_intact_raw,success,4.129504290991463,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,18,continuation,legacy,local_duration,success,4.321803541039117,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,19,continuation,joint,p1_joint_r0_phase8_eft_merge8,success,4.519065500004217,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,20,continuation,structure,wcc_start0_simple_a4_per_core_lpt_mv,success,4.711443041102029,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,21,continuation,tonight,cpsat_warm_raw,success,4.960582375060767,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,22,continuation,legacy,merge512,success,5.14989433309529,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,23,continuation,joint,p1_joint_r0_phase8_balanced_merge8,success,5.35013587505091,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_044_p1_n5,case_044,5,joint_tonight,24,continuation,structure,wcc_task_0_mv_complement_batch2,success,5.550072750076652,90332,512192,427904,0,"{'0': {'L1': 427904, 'UB': 0}, '1': {'L1': 23040, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_048_p1_n5,case_048,5,integrated,1,prefix,component,wcc_start0_simple_a1_per_core_lpt_mv,success,,222220,0,36608,17542,"{'0': {'L1': 36608, 'UB': 17542}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_048_p1_n5,case_048,5,integrated,2,prefix,partition,selective_whole_critical_path_x1_a5_eft,success,,222220,0,36608,17542,"{'0': {'L1': 36608, 'UB': 17542}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_048_p1_n5,case_048,5,integrated,3,prefix,partition,selective_local_quantile_stable_id_x1_a5_eft,success,,222220,0,36608,17542,"{'0': {'L1': 36608, 'UB': 17542}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_048_p1_n5,case_048,5,integrated,4,prefix,partition,selective_phase_band_critical_path_x1_a3_eft,success,,222220,0,36608,17542,"{'0': {'L1': 36608, 'UB': 17542}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
case_048_p1_n5,case_048,5,integrated,5,prefix,tensor,tensor4096_cheap256_active5,success,,222220,0,36608,17542,"{'0': {'L1': 36608, 'UB': 17542}, '1': {'L1': 0, 'UB': 0}, '2': {'L1': 0, 'UB': 0}, '3': {'L1': 0, 'UB': 0}, '4': {'L1': 0, 'UB': 0}}"
