case,problem,cores,method,call,phase,status,best_makespan
case_072,1,5,baseline,5,partition,success,4767943
case_023,1,5,baseline,1,component,success,24940
case_023,1,5,baseline,2,component,success,24268
case_023,1,5,baseline,3,task_refine,success,24268
case_023,1,5,baseline,4,task_refine,success,24268
case_023,1,5,baseline,5,task_refine,success,23846
case_092,1,5,baseline,1,component,success,2438012
case_092,1,5,baseline,2,component,success,1618214
case_092,1,5,baseline,3,component,success,1618214
case_092,1,5,baseline,4,task_refine,success,1618214
case_092,1,5,baseline,5,task_refine,success,1618214
case_092,1,5,baseline,6,task_refine,success,1618214
case_092,1,5,baseline,7,task_refine,success,1618214
case_096,1,5,baseline,1,component,success,27053
case_096,1,5,baseline,2,component,success,27053
case_096,1,5,baseline,3,component,success,27019
case_096,1,5,baseline,4,partition,success,27019
case_096,1,5,baseline,5,partition,success,27019
case_096,1,5,baseline,6,partition,success,27019
case_096,1,5,baseline,7,task_refine,success,27019
case_096,1,5,baseline,8,task_refine,success,27019
case_096,1,5,baseline,9,task_refine,success,27019
case_096,1,5,baseline,10,task_refine,success,27019
case_072,1,5,integrated,1,component,success,4767943
case_072,1,5,integrated,2,component,timeout,4767943
case_072,1,5,integrated,3,component,timeout,4767943
case_072,1,5,integrated,4,partition,success,4767943
case_072,1,5,integrated,5,task_refine,timeout,4767943
case_019,1,5,baseline,1,component,success,24169
case_019,1,5,baseline,2,component,success,24169
case_019,1,5,baseline,3,component,success,24169
case_019,1,5,baseline,4,partition,success,24169
case_019,1,5,baseline,5,partition,success,24169
case_019,1,5,baseline,6,partition,success,19414
case_019,1,5,baseline,7,partition,success,19414
case_019,1,5,baseline,8,partition,success,19414
case_019,1,5,baseline,9,task_refine,success,19414
case_019,1,5,baseline,10,task_refine,success,19414
case_019,1,5,baseline,11,task_refine,success,18981
case_019,1,5,baseline,12,partition_fallback,success,18981
case_073,1,5,baseline,1,component,success,3517515
case_073,1,5,baseline,2,component,success,3517515
case_073,1,5,baseline,3,component,success,3517515
case_073,1,5,baseline,4,partition,success,3517515
case_073,1,5,baseline,5,partition,success,3517515
case_073,1,5,baseline,6,tensor,success,3517515
case_073,1,5,baseline,7,tensor,success,3517515
case_073,1,5,baseline,8,task_refine,success,3517515
case_073,1,5,baseline,9,task_refine,success,3517515
case_073,1,5,integrated,1,component,success,3517515
case_073,1,5,integrated,2,component,success,3517515
case_073,1,5,integrated,3,component,success,3517515
case_073,1,5,integrated,4,partition,success,3517515
case_073,1,5,integrated,5,tensor,success,3517515
case_073,1,5,integrated,6,tensor,success,3517515
case_073,1,5,integrated,7,joint,success,3381994
case_073,1,5,integrated,8,structure,success,3381994
case_073,1,5,integrated,9,joint,success,3305951
case_073,1,5,integrated,10,legacy,success,3297112
case_073,1,5,integrated,11,joint,success,3218828
case_073,1,5,integrated,12,structure,success,3218828
case_032,1,5,integrated,1,component,success,10415
case_032,1,5,integrated,2,component,success,10415
case_032,1,5,integrated,3,partition,success,10415
case_032,1,5,integrated,4,partition,success,10415
case_032,1,5,integrated,5,task_refine,success,10415
case_032,1,5,integrated,6,task_refine,success,10415
case_032,1,5,integrated,7,joint,success,10415
case_032,1,5,integrated,8,structure,success,10415
case_032,1,5,integrated,9,joint,success,10415
case_032,1,5,integrated,10,joint,success,10415
case_032,1,5,integrated,11,structure,success,10415
case_032,1,5,integrated,12,joint,success,10415
case_027,1,5,baseline,1,component,success,558753
case_027,1,5,baseline,2,component,success,558753
case_027,1,5,baseline,3,component,success,558753
case_027,1,5,baseline,4,partition,success,558753
case_027,1,5,baseline,5,partition,success,558753
case_027,1,5,baseline,6,partition,success,558753
case_027,1,5,baseline,7,task_refine,success,558753
case_023,1,5,integrated,1,component,success,24940
case_023,1,5,integrated,2,component,success,24268
case_023,1,5,integrated,3,task_refine,success,24268
case_023,1,5,integrated,4,task_refine,success,24268
case_023,1,5,integrated,5,task_refine,success,23846
case_023,1,5,integrated,6,joint,success,23846
case_023,1,5,integrated,7,structure,success,23846
case_023,1,5,integrated,8,joint,success,23846
case_023,1,5,integrated,9,legacy,success,23846
case_023,1,5,integrated,10,joint,success,23846
case_023,1,5,integrated,11,structure,success,23846
case_023,1,5,integrated,12,joint,success,23846
case_031,1,5,integrated,1,component,success,320125
case_031,1,5,integrated,2,component,success,308168
case_031,1,5,integrated,3,component,success,306213
case_031,1,5,integrated,4,partition,success,306213
case_031,1,5,integrated,5,task_refine,success,306213
case_031,1,5,integrated,6,task_refine,success,306213
case_031,1,5,integrated,7,joint,success,298142
case_031,1,5,integrated,8,structure,success,298142
case_031,1,5,integrated,9,joint,success,298142
case_031,1,5,integrated,10,legacy,success,296108
case_031,1,5,integrated,11,joint,success,296108
case_031,1,5,integrated,12,structure,success,296108
case_040,1,5,integrated,1,component,success,110337
case_040,1,5,integrated,2,component,success,110337
case_040,1,5,integrated,3,component,success,110337
case_040,1,5,integrated,4,partition,success,110105
case_040,1,5,integrated,5,tensor,success,110105
case_040,1,5,integrated,6,tensor,success,110105
case_040,1,5,integrated,7,joint,success,94651
case_040,1,5,integrated,8,structure,success,94651
case_040,1,5,integrated,9,joint,success,94651
case_040,1,5,integrated,10,legacy,success,94651
case_040,1,5,integrated,11,joint,success,87145
case_040,1,5,integrated,12,structure,success,87145
case_027,1,5,integrated,1,component,success,558753
case_027,1,5,integrated,2,component,success,558753
case_027,1,5,integrated,3,component,success,558753
case_027,1,5,integrated,4,partition,success,558753
case_027,1,5,integrated,5,task_refine,success,558753
case_027,1,5,integrated,6,partition_fallback,success,558753
case_027,1,5,integrated,7,joint,success,474514
case_027,1,5,integrated,8,joint,success,474514
case_027,1,5,integrated,9,legacy,success,473151
case_027,1,5,integrated,10,joint,success,473151
case_027,1,5,integrated,11,joint,success,473151
case_027,1,5,integrated,12,legacy,success,473151
case_035,1,5,integrated,1,component,success,95460
case_035,1,5,integrated,2,component,success,95460
case_035,1,5,integrated,3,component,success,95460
case_035,1,5,integrated,4,partition,success,95424
case_035,1,5,integrated,5,tensor,success,95424
case_035,1,5,integrated,6,tensor,success,95424
case_035,1,5,integrated,7,joint,success,95424
case_035,1,5,integrated,8,structure,success,95424
case_035,1,5,integrated,9,joint,success,95424
case_035,1,5,integrated,10,legacy,success,95424
case_035,1,5,integrated,11,joint,success,95424
case_035,1,5,integrated,12,structure,success,90079
case_092,1,5,integrated,1,component,success,2438012
case_092,1,5,integrated,2,component,success,1618214
case_092,1,5,integrated,3,component,success,1618214
case_092,1,5,integrated,4,task_refine,success,1618214
case_092,1,5,integrated,5,task_refine,success,1618214
case_092,1,5,integrated,6,task_refine,success,1618214
case_092,1,5,integrated,7,joint,success,1618214
case_092,1,5,integrated,8,structure,success,1618214
case_092,1,5,integrated,9,joint,success,1618214
case_092,1,5,integrated,10,legacy,success,1618214
case_092,1,5,integrated,11,joint,timeout,1618214
case_031,1,5,baseline,1,component,success,320125
case_031,1,5,baseline,2,component,success,308168
case_031,1,5,baseline,3,component,success,306213
case_031,1,5,baseline,4,partition,success,306213
case_031,1,5,baseline,5,partition,success,306213
case_031,1,5,baseline,6,task_refine,success,306213
case_031,1,5,baseline,7,task_refine,success,306213
case_031,1,5,baseline,8,task_refine,success,306213
case_031,1,5,baseline,9,task_refine,success,306213
