case,problem,cores,variant,group,status,makespan,added_copy,logical_calls,new_calls,failures,timeouts,elapsed_seconds,tail_generation_seconds,prefix_reported_generation_seconds,prefix_elapsed_seconds,stop_reason,summary,time_b8,time_b12,time_b16
case_017,1,5,strong,validation,success,35496,340992,16,16,0,0,11.746638870012248,0.0,1.3133451559697278,11.732583717006491,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_017/p1_n5/strong/summary.json,35496,35496,35496
case_051,1,5,joint,development,success,259576,9111024,16,16,0,0,13.61174577800557,1.5474441690021195,1.2436811219668016,8.961589494982036,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p1_n5/joint/summary.json,260123,260123,259576
case_064,2,5,strong,development,success,8559,130674,16,16,0,0,5.129105586995138,0.0,0.2021042539854534,5.116184432001319,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_064/p2_n5/strong/summary.json,8945,8559,8559
case_089,3,5,strong,validation,success,119788,954880,16,16,0,0,22.0135683970002,0.0,3.5307711359637324,21.951263872993877,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_089/p3_n5/strong/summary.json,119851,119788,119788
case_095,2,2,joint,lowcore,success,539178,0,16,16,0,0,35.37522454399732,7.920709889003774,2.2885772330337204,21.619371011009207,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n2/joint/summary.json,539178,539178,539178
case_051,2,3,joint,lowcore,success,228533,263200,16,16,0,0,7.526675943983719,0.7466956110147294,0.21689361199969426,5.248990621010307,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n3/joint/summary.json,228533,228533,228533
case_044,2,5,joint,development,success,82112,3721600,16,16,0,0,8.253401599009521,1.2751004150195513,1.3873982410004828,5.641086020012153,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_044/p2_n5/joint/summary.json,82150,82112,82112
case_095,3,3,joint,lowcore,success,361155,0,16,16,0,0,36.05274729797384,8.288240986963501,2.429069240024546,22.420656742993742,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p3_n3/joint/summary.json,361155,361155,361155
case_051,3,5,joint,development,success,179995,230804,16,16,0,0,9.041644159005955,0.9921610110031907,0.2575502139807213,6.160574414010625,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_051/p3_n5/joint/summary.json,181583,181583,179995
case_051,1,4,joint,lowcore,success,288232,9111070,16,16,0,0,13.585918099997798,1.62126590902335,1.219983348972164,9.029313802020624,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n4/joint/summary.json,288239,288232,288232
case_099,3,5,joint,validation,success,322542,10719232,16,16,0,0,60.77633390799747,17.12576751501183,5.634984737000195,35.03082407999318,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_099/p3_n5/joint/summary.json,322542,322542,322542
case_046,3,2,joint,lowcore,success,105322,930400,16,16,0,0,6.319017199974041,1.1531168240180705,0.32819249597378075,3.755612328997813,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p3_n2/joint/summary.json,105322,105322,105322
case_046,1,2,joint,lowcore,success,140273,6545568,16,16,0,0,6.843281109991949,0.31542568004806526,0.5016899289330468,5.102875009004492,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p1_n2/joint/summary.json,140273,140273,140273
case_012,2,5,joint,validation,success,12090,61824,16,16,0,0,7.886535438999999,1.8216910090122838,1.3500123919802718,4.769697857002029,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_012/p2_n5/joint/summary.json,12389,12279,12090
case_075,2,5,strong,development,success,396278,13510296,16,16,0,0,62.93883500099764,0.0,1.9750399620097596,62.833723688003374,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_075/p2_n5/strong/summary.json,422030,396278,396278
case_075,3,5,joint,development,success,409283,13510296,16,16,0,0,81.6673327999888,14.166359562979778,1.5782199070381466,51.79612513500615,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_075/p3_n5/joint/summary.json,409540,409283,409283
case_094,3,5,strong,development,success,16819,259200,16,16,0,0,4.287061965005705,0.0,0.6689354860282037,4.274222538020695,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_094/p3_n5/strong/summary.json,16819,16819,16819
case_051,2,4,joint,lowcore,success,179465,197848,16,16,0,0,7.510135666991118,0.7337918569683097,0.2678757309622597,5.2008095780038275,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p2_n4/joint/summary.json,179465,179465,179465
case_077,2,5,strong,validation,success,110038,172032,16,16,0,0,18.673383649002062,0.0,3.2667116680240724,18.61637900301139,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_077/p2_n5/strong/summary.json,110038,110038,110038
case_094,2,5,joint,development,success,17755,259200,16,16,0,0,5.403766655974323,1.0229641780024394,0.685247345973039,3.453526590979891,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_094/p2_n5/joint/summary.json,17755,17755,17755
case_099,2,5,joint,validation,success,327678,9375744,16,16,0,0,55.091773705993546,14.59963797297678,5.6088229669840075,32.66565451299539,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_099/p2_n5/joint/summary.json,327678,327678,327678
case_034,1,5,strong,validation,success,165049,2903040,16,16,0,0,50.1776581669983,0.0,3.256782304990338,50.150907909992384,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p1_n5/strong/summary.json,165049,165049,165049
case_046,2,2,joint,lowcore,success,105322,930400,16,16,0,0,5.708686869998928,0.8248009649978485,0.34989722302998416,3.758112354989862,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_046/p2_n2/joint/summary.json,105322,105322,105322
case_034,3,5,joint,validation,success,158621,2807808,16,16,0,0,31.076518641988514,9.528595165960724,4.074773427011678,16.865482591005275,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/joint/summary.json,159257,159257,158621
case_095,3,5,joint,development,success,220188,0,16,16,0,0,36.53147547401022,8.49633720194106,2.7498870109848212,22.931959512003232,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_095/p3_n5/joint/summary.json,220188,220188,220188
case_051,1,2,strong,lowcore,success,381670,9110978,16,16,0,0,10.895790084003238,0.0,1.2061336870247032,10.880531906994293,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p1_n2/strong/summary.json,381670,381670,381670
case_095,2,3,joint,lowcore,success,361155,0,16,16,0,0,33.28614070700132,7.577309259970207,2.5074719619587995,20.215639734000433,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n3/joint/summary.json,361155,361155,361155
case_069,2,5,strong,development,success,11517,494258,16,16,0,0,5.28401664699777,0.0,0.20709142298437655,5.26974310100195,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_069/p2_n5/strong/summary.json,12224,11517,11517
case_051,3,4,strong,lowcore,success,178974,197848,16,16,0,0,7.331029788008891,0.0,0.2662965879717376,7.310437717009336,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_051/p3_n4/strong/summary.json,178974,178974,178974
case_002,2,5,strong,validation,success,51909,663552,16,16,0,0,7.9626389180193655,0.0,0.39448050197097473,7.938602942012949,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_002/p2_n5/strong/summary.json,59668,51909,51909
case_022,2,5,joint,validation,success,11654,20736,16,16,0,0,8.920640866999747,2.27465268492233,1.0573980250046588,5.319202180020511,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_022/p2_n5/joint/summary.json,11820,11654,11654
case_009,1,5,strong,development,success,81267,532516,16,16,0,0,68.35905962999095,0.0,16.011436896020314,68.3178848780226,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_009/p1_n5/strong/summary.json,86449,83830,81267
case_002,3,5,joint,validation,success,59282,642048,16,16,0,0,12.859728701005224,3.192440248996718,0.3271664349886123,7.367513403994963,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_002/p3_n5/joint/summary.json,59289,59289,59282
case_034,3,5,strong,validation,success,159117,3463168,16,16,0,0,22.077289918001043,0.0,4.368800650030607,22.029718917998252,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_034/p3_n5/strong/summary.json,159257,159257,159117
case_047,3,5,strong,development,success,115843,2696024,16,16,0,0,90.98389454101562,0.0,2.839663444989128,90.83137773699127,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/development/case_047/p3_n5/strong/summary.json,116004,115843,115843
case_095,2,3,strong,lowcore,success,361155,0,16,16,0,0,28.181738737010164,0.0,2.487673878989881,28.14080872698105,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/lowcore/case_095/p2_n3/strong/summary.json,361155,361155,361155
case_089,1,5,joint,validation,success,147432,954880,16,16,0,0,29.38994927800377,1.0576279909582809,2.4016609550162684,22.03870960799395,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_089/p1_n5/joint/summary.json,147432,147432,147432
case_028,2,5,strong,validation,success,8732165,149802792,16,16,0,0,123.28547699097544,0.0,9.263544456014642,123.11523403899628,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_028/p2_n5/strong/summary.json,9521682,9044770,8732165
case_099,1,5,strong,validation,success,331480,8609792,16,16,0,0,119.81292034100625,0.0,7.147497380967252,119.78417862401693,call_budget,/home/konglingrui/.mathmodel/questionA/统一算法迭代/A题研究/直接迭代/联合整合_20260926/同预算对照/slots/validation/case_099/p1_n5/strong/summary.json,334416,331480,331480
