batch,profile,case,problem,num_cores,compute_ops,size_band,stage,round,generation_seconds,evaluations,strict_time_improvement,before_time,after_time
full_p2_seed17,full,case_068,2,4,5351,03_5001..10000,component,0,0.49688350001815706,4,True,,303281
full_p2_seed17,full,case_068,2,4,5351,03_5001..10000,operation,0,0.818562833010219,8,True,303281,151260
full_p2_seed17,full,case_068,2,4,5351,03_5001..10000,trace,0,0.31573954096529633,12,True,151260,142255
full_p2_seed17,full,case_068,2,5,5351,03_5001..10000,component,0,0.6622523330152035,4,True,,304058
full_p2_seed17,full,case_068,2,5,5351,03_5001..10000,operation,0,1.000782458926551,8,True,304058,149221
full_p2_seed17,full,case_068,2,5,5351,03_5001..10000,trace,0,0.3048105409834534,12,True,149221,138366
full_p2_seed17,full,case_069,2,2,1032,02_1001..5000,component,0,0.003692542086355388,1,True,,25144
full_p2_seed17,full,case_069,2,2,1032,02_1001..5000,operation,0,0.10677924996707588,8,True,25144,15787
full_p2_seed17,full,case_069,2,2,1032,02_1001..5000,trace,0,0.06670479208696634,12,True,15787,14187
full_p2_seed17,full,case_069,2,3,1032,02_1001..5000,component,0,0.003641459043137729,1,True,,25144
full_p2_seed17,full,case_069,2,3,1032,02_1001..5000,operation,0,0.1475860420614481,8,True,25144,12095
full_p2_seed17,full,case_069,2,3,1032,02_1001..5000,trace,0,0.06532895902637392,12,True,12095,10770
full_p2_seed17,full,case_069,2,4,1032,02_1001..5000,component,0,0.003596042050048709,1,True,,25144
full_p2_seed17,full,case_069,2,4,1032,02_1001..5000,operation,0,0.16416495898738503,8,True,25144,11476
full_p2_seed17,full,case_069,2,4,1032,02_1001..5000,trace,0,0.06728404201567173,12,True,11476,10675
full_p2_seed17,full,case_069,2,5,1032,02_1001..5000,component,0,0.0035802499623969197,1,True,,25144
full_p2_seed17,full,case_069,2,5,1032,02_1001..5000,operation,0,0.18159312498755753,8,True,25144,11695
full_p2_seed17,full,case_069,2,5,1032,02_1001..5000,trace,0,0.05624470894690603,12,True,11695,11635
full_p2_seed17,full,case_070,2,2,1191,02_1001..5000,component,0,0.07607812492642552,4,True,,56680
full_p2_seed17,full,case_070,2,2,1191,02_1001..5000,operation,0,0.11149987496901304,8,False,56680,56680
full_p2_seed17,full,case_070,2,2,1191,02_1001..5000,trace,0,0.05349566601216793,12,True,56680,54019
full_p2_seed17,full,case_070,2,3,1191,02_1001..5000,component,0,0.1120794169837609,4,True,,40678
full_p2_seed17,full,case_070,2,3,1191,02_1001..5000,operation,0,0.15660604205913842,8,False,40678,40678
full_p2_seed17,full,case_070,2,3,1191,02_1001..5000,trace,0,0.061767625040374696,12,False,40678,40678
full_p2_seed17,full,case_070,2,4,1191,02_1001..5000,component,0,0.20782249991316348,4,True,,33061
full_p2_seed17,full,case_070,2,4,1191,02_1001..5000,operation,0,0.18020037503447384,8,False,33061,33061
full_p2_seed17,full,case_070,2,4,1191,02_1001..5000,trace,0,0.05278391600586474,12,True,33061,31817
full_p2_seed17,full,case_070,2,5,1191,02_1001..5000,component,0,0.3113574159797281,4,True,,26669
full_p2_seed17,full,case_070,2,5,1191,02_1001..5000,operation,0,0.23625474993605167,8,False,26669,26669
full_p2_seed17,full,case_070,2,5,1191,02_1001..5000,trace,0,0.06084862491115928,12,False,26669,26669
full_p2_seed17,full,case_071,2,2,741,01_<=1000,component,0,0.0027004589792340994,1,True,,18919
full_p2_seed17,full,case_071,2,2,741,01_<=1000,operation,0,0.07916695799212903,8,True,18919,11778
full_p2_seed17,full,case_071,2,2,741,01_<=1000,trace,0,0.043520750012248755,12,True,11778,10781
full_p2_seed17,full,case_071,2,3,741,01_<=1000,component,0,0.0035597910173237324,1,True,,18919
full_p2_seed17,full,case_071,2,3,741,01_<=1000,operation,0,0.09416570805478841,8,True,18919,10546
full_p2_seed17,full,case_071,2,3,741,01_<=1000,trace,0,0.0419816659996286,12,True,10546,9725
full_p2_seed17,full,case_071,2,4,741,01_<=1000,component,0,0.002730584004893899,1,True,,18919
full_p2_seed17,full,case_071,2,4,741,01_<=1000,operation,0,0.11194266693200916,8,True,18919,9570
full_p2_seed17,full,case_071,2,4,741,01_<=1000,trace,0,0.04044862498994917,12,True,9570,8852
full_p2_seed17,full,case_071,2,5,741,01_<=1000,component,0,0.00293049996253103,1,True,,18919
full_p2_seed17,full,case_071,2,5,741,01_<=1000,operation,0,0.13676216697786003,8,True,18919,9374
full_p2_seed17,full,case_071,2,5,741,01_<=1000,trace,0,0.04052220797166228,12,True,9374,9304
full_p2_seed17,full,case_072,2,2,29666,04_>10000,component,0,2.2962637080345303,4,True,,11789600
full_p2_seed17,full,case_072,2,2,29666,04_>10000,operation,0,4.026808790978976,8,False,11789600,11789600
full_p2_seed17,full,case_072,2,2,29666,04_>10000,trace,0,1.4631018340587616,12,False,11789600,11789600
full_p2_seed17,full,case_072,2,3,29666,04_>10000,component,0,3.336927708936855,4,True,,7940959
full_p2_seed17,full,case_072,2,3,29666,04_>10000,operation,0,4.416015208000317,8,False,7940959,7940959
full_p2_seed17,full,case_072,2,3,29666,04_>10000,trace,0,1.7569542090641335,12,True,7940959,7937183
full_p2_seed17,full,case_072,2,4,29666,04_>10000,component,0,4.64376212505158,4,True,,5965868
full_p2_seed17,full,case_072,2,4,29666,04_>10000,operation,0,6.692307916935533,8,False,5965868,5965868
full_p2_seed17,full,case_072,2,4,29666,04_>10000,trace,0,1.5130897500785068,12,True,5965868,5959314
full_p2_seed17,full,case_072,2,5,29666,04_>10000,component,0,7.066691500018351,4,True,,4806756
full_p2_seed17,full,case_072,2,5,29666,04_>10000,operation,0,5.76888849993702,8,False,4806756,4806756
full_p2_seed17,full,case_072,2,5,29666,04_>10000,trace,0,1.3426833329722285,12,False,4806756,4806756
full_p2_seed17,full,case_073,2,2,4836,02_1001..5000,component,0,0.14947933400981128,4,True,,5980423
full_p2_seed17,full,case_073,2,2,4836,02_1001..5000,operation,0,0.48640520800836384,8,True,5980423,4152225
full_p2_seed17,full,case_073,2,2,4836,02_1001..5000,trace,0,0.4226782920304686,12,True,4152225,4151233
full_p2_seed17,full,case_073,2,3,4836,02_1001..5000,component,0,0.24316970794461668,4,True,,4515227
full_p2_seed17,full,case_073,2,3,4836,02_1001..5000,operation,0,0.5492753749713302,7,True,4515227,2863798
full_p2_seed17,full,case_073,2,3,4836,02_1001..5000,trace,0,0.13376529200468212,1,False,2863798,2863798
full_p2_seed17,full,case_073,2,4,4836,02_1001..5000,component,0,0.35187237500213087,4,True,,3903787
full_p2_seed17,full,case_073,2,4,4836,02_1001..5000,operation,0,0.6877354589523748,8,True,3903787,2173171
full_p2_seed17,full,case_073,2,4,4836,02_1001..5000,trace,0,0.41261962498538196,11,True,2173171,2172959
full_p2_seed17,full,case_073,2,4,4836,02_1001..5000,trace,1,0.18325120804365724,1,False,2172959,2172959
full_p2_seed17,full,case_073,2,5,4836,02_1001..5000,component,0,0.5078971670009196,4,True,,3517515
full_p2_seed17,full,case_073,2,5,4836,02_1001..5000,operation,0,0.7563882080139592,8,True,3517515,1792821
full_p2_seed17,full,case_073,2,5,4836,02_1001..5000,trace,0,0.4272922910749912,12,False,1792821,1792821
full_p2_seed17,full,case_074,2,2,3609,02_1001..5000,component,0,0.20264379202853888,4,True,,826889
full_p2_seed17,full,case_074,2,2,3609,02_1001..5000,operation,0,0.3687203750014305,8,False,826889,826889
full_p2_seed17,full,case_074,2,2,3609,02_1001..5000,trace,0,0.19288225006312132,12,False,826889,826889
full_p2_seed17,full,case_074,2,3,3609,02_1001..5000,component,0,0.5318389170570299,4,True,,548347
full_p2_seed17,full,case_074,2,3,3609,02_1001..5000,operation,0,0.5361652920255437,8,False,548347,548347
full_p2_seed17,full,case_074,2,3,3609,02_1001..5000,trace,0,0.18242079101037234,12,False,548347,548347
full_p2_seed17,full,case_074,2,4,3609,02_1001..5000,component,0,0.7089134999550879,4,True,,422556
full_p2_seed17,full,case_074,2,4,3609,02_1001..5000,operation,0,0.5575613750843331,8,False,422556,422556
full_p2_seed17,full,case_074,2,4,3609,02_1001..5000,trace,0,0.1955898340092972,12,True,422556,413574
full_p2_seed17,full,case_074,2,5,3609,02_1001..5000,component,0,1.1881437079282477,4,True,,338235
full_p2_seed17,full,case_074,2,5,3609,02_1001..5000,operation,0,0.7205994169926271,8,False,338235,338235
full_p2_seed17,full,case_074,2,5,3609,02_1001..5000,trace,0,0.20342975005041808,12,False,338235,338235
full_p2_seed17,full,case_075,2,2,7410,03_5001..10000,component,0,0.023893874953500926,1,True,,1441809
full_p2_seed17,full,case_075,2,2,7410,03_5001..10000,operation,0,0.7963149159913883,8,True,1441809,831636
full_p2_seed17,full,case_075,2,2,7410,03_5001..10000,trace,0,0.42089683399535716,12,True,831636,781077
full_p2_seed17,full,case_075,2,3,7410,03_5001..10000,component,0,0.026581207988783717,1,True,,1441809
full_p2_seed17,full,case_075,2,3,7410,03_5001..10000,operation,0,1.0651638340204954,8,True,1441809,622958
full_p2_seed17,full,case_075,2,3,7410,03_5001..10000,trace,0,0.6368841249495745,12,True,622958,574305
full_p2_seed17,full,case_075,2,4,7410,03_5001..10000,component,0,0.022814624942839146,1,True,,1441809
full_p2_seed17,full,case_075,2,4,7410,03_5001..10000,operation,0,1.114998042001389,8,True,1441809,494947
full_p2_seed17,full,case_075,2,4,7410,03_5001..10000,trace,0,0.49083987495396286,12,True,494947,463009
full_p2_seed17,full,case_075,2,5,7410,03_5001..10000,component,0,0.02249270910397172,1,True,,1441809
full_p2_seed17,full,case_075,2,5,7410,03_5001..10000,operation,0,1.2941768339369446,8,True,1441809,413605
full_p2_seed17,full,case_075,2,5,7410,03_5001..10000,trace,0,0.5713816670468077,12,True,413605,392746
full_p2_seed17,full,case_076,2,2,32528,04_>10000,component,0,2.0933312500128523,4,True,,3064800
full_p2_seed17,full,case_076,2,2,32528,04_>10000,operation,0,3.8553107499610633,8,False,3064800,3064800
full_p2_seed17,full,case_076,2,2,32528,04_>10000,trace,0,1.3345736670307815,7,False,3064800,3064800
full_p2_seed17,full,case_076,2,3,32528,04_>10000,component,0,4.044215083005838,4,True,,2047042
full_p2_seed17,full,case_076,2,3,32528,04_>10000,operation,0,5.141294084023684,8,False,2047042,2047042
full_p2_seed17,full,case_076,2,3,32528,04_>10000,trace,0,1.770202000043355,12,False,2047042,2047042
full_p2_seed17,full,case_076,2,4,32528,04_>10000,component,0,7.139153916970827,4,True,,1534538
full_p2_seed17,full,case_076,2,4,32528,04_>10000,operation,0,5.754074624972418,8,False,1534538,1534538
full_p2_seed17,full,case_076,2,4,32528,04_>10000,trace,0,1.6517404170008376,12,False,1534538,1534538
full_p2_seed17,full,case_076,2,5,32528,04_>10000,component,0,7.267828791984357,4,True,,1232527
full_p2_seed17,full,case_076,2,5,32528,04_>10000,operation,0,6.520853125024587,8,False,1232527,1232527
full_p2_seed17,full,case_076,2,5,32528,04_>10000,trace,0,1.4874278330244124,12,True,1232527,1232186
full_p2_seed17,full,case_077,2,2,4486,02_1001..5000,component,0,0.1629915829980746,4,True,,246658
full_p2_seed17,full,case_077,2,2,4486,02_1001..5000,operation,0,0.4528680000221357,8,False,246658,246658
full_p2_seed17,full,case_077,2,2,4486,02_1001..5000,trace,0,0.18632995802909136,12,False,246658,246658
full_p2_seed17,full,case_077,2,3,4486,02_1001..5000,component,0,0.2741810840088874,4,True,,176712
full_p2_seed17,full,case_077,2,3,4486,02_1001..5000,operation,0,0.5778138750465587,8,False,176712,176712
full_p2_seed17,full,case_077,2,3,4486,02_1001..5000,trace,0,0.19901812495663762,12,False,176712,176712
full_p2_seed17,full,case_077,2,4,4486,02_1001..5000,component,0,0.39232020801864564,4,True,,144734
full_p2_seed17,full,case_077,2,4,4486,02_1001..5000,operation,0,0.6581815409008414,8,False,144734,144734
full_p2_seed17,full,case_077,2,4,4486,02_1001..5000,trace,0,0.19465891597792506,12,True,144734,133684
full_p2_seed17,full,case_077,2,5,4486,02_1001..5000,component,0,0.5103580419672653,4,True,,119119
full_p2_seed17,full,case_077,2,5,4486,02_1001..5000,operation,0,0.7667382089421153,8,False,119119,119119
full_p2_seed17,full,case_077,2,5,4486,02_1001..5000,trace,0,0.18826658301986754,12,True,119119,116605
full_p2_seed17,full,case_078,2,2,1024,02_1001..5000,component,0,0.04052320891059935,4,True,,1260358
full_p2_seed17,full,case_078,2,2,1024,02_1001..5000,operation,0,0.12282304104883224,7,True,1260358,1035492
full_p2_seed17,full,case_078,2,2,1024,02_1001..5000,trace,0,0.06678700004704297,12,True,1035492,1030339
full_p2_seed17,full,case_078,2,3,1024,02_1001..5000,component,0,0.057991874986328185,4,True,,993959
full_p2_seed17,full,case_078,2,3,1024,02_1001..5000,operation,0,0.2042652500094846,8,True,993959,698513
full_p2_seed17,full,case_078,2,3,1024,02_1001..5000,trace,0,0.08492512500379235,12,True,698513,697752
full_p2_seed17,full,case_078,2,4,1024,02_1001..5000,component,0,0.20074312493670732,4,True,,690924
full_p2_seed17,full,case_078,2,4,1024,02_1001..5000,operation,0,0.14198395796120167,8,True,690924,522741
full_p2_seed17,full,case_078,2,4,1024,02_1001..5000,trace,0,0.06776754092425108,12,True,522741,518308
full_p2_seed17,full,case_078,2,5,1024,02_1001..5000,component,0,0.10515070799738169,4,True,,663941
full_p2_seed17,full,case_078,2,5,1024,02_1001..5000,operation,0,0.164690584060736,8,True,663941,488618
full_p2_seed17,full,case_078,2,5,1024,02_1001..5000,trace,0,0.08776137500535697,12,False,488618,488618
full_p2_seed17,full,case_079,2,2,18720,04_>10000,component,0,0.6186872499529272,4,True,,15446486
full_p2_seed17,full,case_079,2,2,18720,04_>10000,operation,0,2.481890416936949,4,False,15446486,15446486
full_p2_seed17,full,case_079,2,2,18720,04_>10000,trace,0,0.49246745894197375,2,False,15446486,15446486
full_p2_seed17,full,case_079,2,3,18720,04_>10000,component,0,1.1579655830282718,4,True,,10181692
full_p2_seed17,full,case_079,2,3,18720,04_>10000,operation,0,3.016510833054781,5,False,10181692,10181692
full_p2_seed17,full,case_079,2,3,18720,04_>10000,trace,0,0.6184718749718741,2,False,10181692,10181692
full_p2_seed17,full,case_079,2,4,18720,04_>10000,component,0,1.5960830420954153,4,True,,7635624
full_p2_seed17,full,case_079,2,4,18720,04_>10000,operation,0,3.9873082499252632,7,False,7635624,7635624
full_p2_seed17,full,case_079,2,4,18720,04_>10000,trace,0,0.5431237500160933,2,False,7635624,7635624
full_p2_seed17,full,case_079,2,5,18720,04_>10000,component,0,2.5411776250693947,4,True,,6040492
full_p2_seed17,full,case_079,2,5,18720,04_>10000,operation,0,3.8339649999979883,6,False,6040492,6040492
full_p2_seed17,full,case_079,2,5,18720,04_>10000,trace,0,0.5568503340473399,2,True,6040492,6015906
full_p2_seed17,full,case_079,2,5,18720,04_>10000,trace,1,0.5695282919332385,0,False,6015906,6015906
full_p2_seed17,full,case_080,2,2,1098,02_1001..5000,component,0,0.12485187500715256,4,True,,145926
full_p2_seed17,full,case_080,2,2,1098,02_1001..5000,operation,0,0.12522633303888142,8,False,145926,145926
full_p2_seed17,full,case_080,2,2,1098,02_1001..5000,trace,0,0.029775000060908496,2,False,145926,145926
full_p2_seed17,full,case_080,2,3,1098,02_1001..5000,component,0,0.26318404206540436,4,True,,100325
full_p2_seed17,full,case_080,2,3,1098,02_1001..5000,operation,0,0.15546891605481505,8,False,100325,100325
full_p2_seed17,full,case_080,2,3,1098,02_1001..5000,trace,0,0.02751512499526143,2,False,100325,100325
full_p2_seed17,full,case_080,2,4,1098,02_1001..5000,component,0,0.4759122079703957,4,True,,90653
full_p2_seed17,full,case_080,2,4,1098,02_1001..5000,operation,0,0.18253799993544817,8,False,90653,90653
full_p2_seed17,full,case_080,2,4,1098,02_1001..5000,trace,0,0.029489665990695357,2,False,90653,90653
full_p2_seed17,full,case_080,2,5,1098,02_1001..5000,component,0,0.65539812494535,4,True,,86030
full_p2_seed17,full,case_080,2,5,1098,02_1001..5000,operation,0,0.2186967919114977,8,False,86030,86030
full_p2_seed17,full,case_080,2,5,1098,02_1001..5000,trace,0,0.03441070800181478,2,True,86030,80646
full_p2_seed17,full,case_080,2,5,1098,02_1001..5000,trace,1,0.028355958056636155,0,False,80646,80646
full_p2_seed17,full,case_081,2,2,3485,02_1001..5000,component,0,0.08770183299202472,4,True,,76860
full_p2_seed17,full,case_081,2,2,3485,02_1001..5000,operation,0,0.4035989580443129,8,False,76860,76860
full_p2_seed17,full,case_081,2,2,3485,02_1001..5000,trace,0,0.18601466598920524,12,False,76860,76860
full_p2_seed17,full,case_081,2,3,3485,02_1001..5000,component,0,0.12100587494205683,4,True,,51943
full_p2_seed17,full,case_081,2,3,3485,02_1001..5000,operation,0,0.48265420796815306,8,False,51943,51943
full_p2_seed17,full,case_081,2,3,3485,02_1001..5000,trace,0,0.15499629196710885,12,False,51943,51943
full_p2_seed17,full,case_081,2,4,3485,02_1001..5000,component,0,0.16477995901368558,4,True,,39588
full_p2_seed17,full,case_081,2,4,3485,02_1001..5000,operation,0,0.5534227499738336,8,False,39588,39588
full_p2_seed17,full,case_081,2,4,3485,02_1001..5000,trace,0,0.15929833299014717,12,False,39588,39588
full_p2_seed17,full,case_081,2,5,3485,02_1001..5000,component,0,0.21960212499834597,4,True,,30943
full_p2_seed17,full,case_081,2,5,3485,02_1001..5000,operation,0,0.6062459590611979,8,False,30943,30943
full_p2_seed17,full,case_081,2,5,3485,02_1001..5000,trace,0,0.09373325004708022,2,False,30943,30943
full_p2_seed17,full,case_082,2,2,4113,02_1001..5000,component,0,0.012403208995237947,1,True,,721041
full_p2_seed17,full,case_082,2,2,4113,02_1001..5000,operation,0,0.40773154189810157,8,True,721041,430148
full_p2_seed17,full,case_082,2,2,4113,02_1001..5000,trace,0,0.364027832983993,12,True,430148,429814
full_p2_seed17,full,case_082,2,3,4113,02_1001..5000,component,0,0.01371933298651129,1,True,,721041
full_p2_seed17,full,case_082,2,3,4113,02_1001..5000,operation,0,0.6246904170839116,8,True,721041,301766
full_p2_seed17,full,case_082,2,3,4113,02_1001..5000,trace,0,0.3696291670203209,12,True,301766,274300
full_p2_seed17,full,case_082,2,4,4113,02_1001..5000,component,0,0.012678832979872823,1,True,,721041
full_p2_seed17,full,case_082,2,4,4113,02_1001..5000,operation,0,0.6959364579524845,8,True,721041,245908
full_p2_seed17,full,case_082,2,4,4113,02_1001..5000,trace,0,0.3751075000036508,12,True,245908,216791
full_p2_seed17,full,case_082,2,5,4113,02_1001..5000,component,0,0.013778583030216396,1,True,,721041
full_p2_seed17,full,case_082,2,5,4113,02_1001..5000,operation,0,0.7886076669674367,8,True,721041,238028
full_p2_seed17,full,case_082,2,5,4113,02_1001..5000,trace,0,0.36893774999771267,12,True,238028,218027
full_p2_seed17,full,case_083,2,2,3844,02_1001..5000,component,0,0.1543730420526117,4,True,,644672
full_p2_seed17,full,case_083,2,2,3844,02_1001..5000,operation,0,0.3626742500346154,8,True,644672,411928
full_p2_seed17,full,case_083,2,2,3844,02_1001..5000,trace,0,0.30473800003528595,12,False,411928,411928
full_p2_seed17,full,case_083,2,3,3844,02_1001..5000,component,0,0.22462366695981473,4,True,,512623
full_p2_seed17,full,case_083,2,3,3844,02_1001..5000,operation,0,0.530865625012666,8,True,512623,320439
full_p2_seed17,full,case_083,2,3,3844,02_1001..5000,trace,0,0.3347801669733599,12,True,320439,315399
full_p2_seed17,full,case_083,2,4,3844,02_1001..5000,component,0,0.3367476660059765,4,True,,450029
full_p2_seed17,full,case_083,2,4,3844,02_1001..5000,operation,0,0.5728437919169664,8,True,450029,269148
full_p2_seed17,full,case_083,2,4,3844,02_1001..5000,trace,0,0.2902426249347627,12,True,269148,268874
full_p2_seed17,full,case_083,2,5,3844,02_1001..5000,component,0,0.3823018749244511,4,True,,442480
full_p2_seed17,full,case_083,2,5,3844,02_1001..5000,operation,0,0.6050164999905974,8,True,442480,270461
full_p2_seed17,full,case_083,2,5,3844,02_1001..5000,trace,0,0.2874581249197945,12,True,270461,260068
full_p2_seed17,full,case_084,2,2,8616,03_5001..10000,component,0,0.2593537080101669,4,True,,1255052
full_p2_seed17,full,case_084,2,2,8616,03_5001..10000,operation,0,1.0715825419174507,7,False,1255052,1255052
full_p2_seed17,full,case_084,2,2,8616,03_5001..10000,trace,0,0.425430667004548,11,True,1255052,1253876
full_p2_seed17,full,case_084,2,2,8616,03_5001..10000,trace,1,0.2042347090318799,1,True,1253876,1253576
full_p2_seed17,full,case_084,2,3,8616,03_5001..10000,component,0,0.39090875000692904,4,True,,836220
full_p2_seed17,full,case_084,2,3,8616,03_5001..10000,operation,0,1.1941548748873174,5,False,836220,836220
full_p2_seed17,full,case_084,2,3,8616,03_5001..10000,trace,0,0.2831596250180155,0,False,836220,836220
full_p2_seed17,full,case_084,2,4,8616,03_5001..10000,component,0,0.5687768750358373,4,True,,629028
full_p2_seed17,full,case_084,2,4,8616,03_5001..10000,operation,0,1.427516125026159,7,False,629028,629028
full_p2_seed17,full,case_084,2,4,8616,03_5001..10000,trace,0,0.44060804101172835,11,True,629028,627852
full_p2_seed17,full,case_084,2,4,8616,03_5001..10000,trace,1,0.24978412501513958,1,True,627852,627552
full_p2_seed17,full,case_084,2,5,8616,03_5001..10000,component,0,1.1058931249426678,4,True,,503472
full_p2_seed17,full,case_084,2,5,8616,03_5001..10000,operation,0,1.6871521669672802,7,False,503472,503472
full_p2_seed17,full,case_084,2,5,8616,03_5001..10000,trace,0,0.2860995829105377,1,False,503472,503472
full_p2_seed17,full,case_085,2,2,19737,04_>10000,component,0,0.06600579200312495,1,True,,3187899
full_p2_seed17,full,case_085,2,2,19737,04_>10000,operation,0,2.8756724590202793,8,True,3187899,1996985
full_p2_seed17,full,case_085,2,2,19737,04_>10000,trace,0,1.454433083999902,12,True,1996985,1628709
full_p2_seed17,full,case_085,2,3,19737,04_>10000,component,0,0.06017420906573534,1,True,,3187899
full_p2_seed17,full,case_085,2,3,19737,04_>10000,operation,0,2.613076874986291,8,True,3187899,1314698
full_p2_seed17,full,case_085,2,3,19737,04_>10000,trace,0,2.165817708009854,12,True,1314698,1167341
full_p2_seed17,full,case_085,2,4,19737,04_>10000,component,0,0.09012387495022267,1,True,,3187899
full_p2_seed17,full,case_085,2,4,19737,04_>10000,operation,0,4.022717459010892,8,True,3187899,1058522
full_p2_seed17,full,case_085,2,4,19737,04_>10000,trace,0,3.5359704589936882,12,True,1058522,974517
full_p2_seed17,full,case_085,2,5,19737,04_>10000,component,0,0.03656658297404647,1,True,,3187899
full_p2_seed17,full,case_085,2,5,19737,04_>10000,operation,0,2.4432385000400245,8,True,3187899,969255
full_p2_seed17,full,case_085,2,5,19737,04_>10000,trace,0,1.3880033330060542,12,True,969255,888887
full_p2_seed17,full,case_086,2,2,5274,03_5001..10000,component,0,0.016585249919444323,1,True,,118403
full_p2_seed17,full,case_086,2,2,5274,03_5001..10000,operation,0,0.5173863340169191,8,True,118403,65111
full_p2_seed17,full,case_086,2,2,5274,03_5001..10000,trace,0,0.24749316705856472,12,True,65111,64461
full_p2_seed17,full,case_086,2,3,5274,03_5001..10000,component,0,0.016296832938678563,1,True,,118403
full_p2_seed17,full,case_086,2,3,5274,03_5001..10000,operation,0,0.6483192080631852,8,True,118403,52436
full_p2_seed17,full,case_086,2,3,5274,03_5001..10000,trace,0,0.272968832985498,12,True,52436,48038
full_p2_seed17,full,case_086,2,4,5274,03_5001..10000,component,0,0.01979091693647206,1,True,,118403
full_p2_seed17,full,case_086,2,4,5274,03_5001..10000,operation,0,0.8829566249623895,8,True,118403,52534
full_p2_seed17,full,case_086,2,4,5274,03_5001..10000,trace,0,0.2695720420451835,12,True,52534,46880
full_p2_seed17,full,case_086,2,5,5274,03_5001..10000,component,0,0.016349417041055858,1,True,,118403
full_p2_seed17,full,case_086,2,5,5274,03_5001..10000,operation,0,0.956727416953072,8,True,118403,58454
full_p2_seed17,full,case_086,2,5,5274,03_5001..10000,trace,0,0.3930960000725463,12,True,58454,49137
full_p2_seed17,full,case_087,2,2,27556,04_>10000,component,0,0.9665883749257773,4,True,,1987606
full_p2_seed17,full,case_087,2,2,27556,04_>10000,operation,0,3.025395791977644,8,False,1987606,1987606
full_p2_seed17,full,case_087,2,2,27556,04_>10000,trace,0,1.2835114169865847,12,True,1987606,1977382
full_p2_seed17,full,case_087,2,3,27556,04_>10000,component,0,2.7972628329880536,4,True,,1377417
full_p2_seed17,full,case_087,2,3,27556,04_>10000,operation,0,5.56714933400508,8,False,1377417,1377417
full_p2_seed17,full,case_087,2,3,27556,04_>10000,trace,0,0.7044332500081509,12,True,1377417,1368521
full_p2_seed17,full,case_087,2,4,27556,04_>10000,component,0,2.3085520419990644,4,True,,1063045
full_p2_seed17,full,case_087,2,4,27556,04_>10000,operation,0,3.222245458047837,8,False,1063045,1063045
full_p2_seed17,full,case_087,2,4,27556,04_>10000,trace,0,0.9303738749586046,12,True,1063045,1037355
full_p2_seed17,full,case_087,2,5,27556,04_>10000,component,0,3.458343958016485,4,True,,885851
full_p2_seed17,full,case_087,2,5,27556,04_>10000,operation,0,3.864461916964501,8,False,885851,885851
full_p2_seed17,full,case_087,2,5,27556,04_>10000,trace,0,0.9076730000087991,12,True,885851,865736
full_p2_seed17,full,case_088,2,2,3309,02_1001..5000,component,0,0.1709894579835236,4,True,,202087
full_p2_seed17,full,case_088,2,2,3309,02_1001..5000,operation,0,0.4757253749994561,8,True,202087,137428
full_p2_seed17,full,case_088,2,2,3309,02_1001..5000,trace,0,0.22193741600494832,12,True,137428,137415
full_p2_seed17,full,case_088,2,3,3309,02_1001..5000,component,0,0.2080348749877885,4,True,,202428
full_p2_seed17,full,case_088,2,3,3309,02_1001..5000,operation,0,0.6995574169559404,8,True,202428,108694
full_p2_seed17,full,case_088,2,3,3309,02_1001..5000,trace,0,0.2030823330860585,12,True,108694,100331
full_p2_seed17,full,case_088,2,4,3309,02_1001..5000,component,0,0.15228325000498444,4,True,,202670
full_p2_seed17,full,case_088,2,4,3309,02_1001..5000,operation,0,0.7729059170233086,8,True,202670,94340
full_p2_seed17,full,case_088,2,4,3309,02_1001..5000,trace,0,0.08746599999722093,12,True,94340,89769
full_p2_seed17,full,case_088,2,5,3309,02_1001..5000,component,0,0.6458606669912115,4,True,,202791
full_p2_seed17,full,case_088,2,5,3309,02_1001..5000,operation,0,0.7459501250414178,8,True,202791,95254
full_p2_seed17,full,case_088,2,5,3309,02_1001..5000,trace,0,0.27368012501392514,12,True,95254,91172
full_p2_seed17,full,case_089,2,2,5120,03_5001..10000,component,0,0.24351350008510053,4,True,,346832
full_p2_seed17,full,case_089,2,2,5120,03_5001..10000,operation,0,0.7229340419871733,8,True,346832,313783
full_p2_seed17,full,case_089,2,2,5120,03_5001..10000,trace,0,0.5581200829474255,12,True,313783,313494
full_p2_seed17,full,case_089,2,3,5120,03_5001..10000,component,0,0.12333333294373006,4,True,,243614
full_p2_seed17,full,case_089,2,3,5120,03_5001..10000,operation,0,0.7869901249650866,8,True,243614,232115
full_p2_seed17,full,case_089,2,3,5120,03_5001..10000,trace,0,0.21194225002545863,12,True,232115,231618
full_p2_seed17,full,case_089,2,4,5120,03_5001..10000,component,0,0.24850900005549192,4,True,,178160
full_p2_seed17,full,case_089,2,4,5120,03_5001..10000,operation,0,0.49272729095537215,8,True,178160,169943
full_p2_seed17,full,case_089,2,4,5120,03_5001..10000,trace,0,0.17370879207737744,12,True,169943,169868
full_p2_seed17,full,case_089,2,5,5120,03_5001..10000,component,0,0.2979654590599239,4,True,,147432
full_p2_seed17,full,case_089,2,5,5120,03_5001..10000,operation,0,0.5223120419541374,8,True,147432,145513
full_p2_seed17,full,case_089,2,5,5120,03_5001..10000,trace,0,0.2196105420589447,12,True,145513,143683
